array,site,buffer_dist,AIRP-RUNWAY,BORROWPIT-DRY,BORROWPIT-WET,BORROWPITS,CAMP-INDUSTRIAL,CAMPGROUND,CANAL,CFO,CLEARING-UNKNOWN,CLEARING-WELLPAD-UNCONFIRMED,CONVENTIONAL-SEISMIC,COUNTRY-RESIDENCE,CROP,CULTIVATION_ABANDONED,DUGOUT,FACILITY-OTHER,FACILITY-UNKNOWN,GREENSPACE,GRVL-SAND-PIT,HARVEST-AREA-1940,HARVEST-AREA-1950,HARVEST-AREA-1960,HARVEST-AREA-1963,HARVEST-AREA-1970,HARVEST-AREA-1971,HARVEST-AREA-1972,HARVEST-AREA-1973,HARVEST-AREA-1975,HARVEST-AREA-1976,HARVEST-AREA-1977,HARVEST-AREA-1978,HARVEST-AREA-1979,HARVEST-AREA-1980,HARVEST-AREA-1984,HARVEST-AREA-1985,HARVEST-AREA-1986,HARVEST-AREA-1987,HARVEST-AREA-1988,HARVEST-AREA-1989,HARVEST-AREA-1990,HARVEST-AREA-1991,HARVEST-AREA-1992,HARVEST-AREA-1993,HARVEST-AREA-1994,HARVEST-AREA-1995,HARVEST-AREA-1996,HARVEST-AREA-1997,HARVEST-AREA-1998,HARVEST-AREA-1999,HARVEST-AREA-2000,HARVEST-AREA-2001,HARVEST-AREA-2002,HARVEST-AREA-2003,HARVEST-AREA-2004,HARVEST-AREA-2005,HARVEST-AREA-2006,HARVEST-AREA-2007,HARVEST-AREA-2008,HARVEST-AREA-2009,HARVEST-AREA-2010,HARVEST-AREA-2011,HARVEST-AREA-2012,HARVEST-AREA-2013,HARVEST-AREA-2014,HARVEST-AREA-2015,HARVEST-AREA-2016,HARVEST-AREA-2017,HARVEST-AREA-2018,HARVEST-AREA-2019,HARVEST-AREA-2020,HARVEST-AREA-2021,HARVEST-AREA-WHITE-ZONE,LAGOON,LOW-IMPACT-SEISMIC,MINES-OILSANDS,MISC-OIL-GAS-FACILITY,OIL-GAS-PLANT,OPEN-PIT-MINE,PIPELINE,RESERVOIR,RESIDENCE_CLEARING,RIS-BORROWPITS,RIS-CAMP-INDUSTRIAL,RIS-CLEARING-UNKNOWN,RIS-DRAINAGE,RIS-FACILITY-OPERATIONS,RIS-FACILITY-UNKNOWN,RIS-MINES-OILSANDS,RIS-OILSANDS-RMS,RIS-OVERBURDEN-DUMP,RIS-RECLAIMED-PERMANENT,RIS-RECLAIMED-TEMP,RIS-ROAD,RIS-SOIL-REPLACED,RIS-SOIL-SALVAGED,RIS-TAILING-POND,RIS-TRANSMISSION-LINE,RIS-UTILITIES,RIS-WINDROW,RLWY-SGL-TRACK,ROAD-GRAVEL-1L,ROAD-GRAVEL-2L,ROAD-PAVED-DIV,ROAD-PAVED-UNDIV-1L,ROAD-PAVED-UNDIV-2L,ROAD-UNCLASSIFIED,ROAD-UNIMPROVED,ROAD-WINTER,ROUGH_PASTURE,RUNWAY,RURAL-RESIDENCE,SUMP,SURROUNDING-VEG,TAILING-POND,TAME_PASTURE,TRAIL,TRANSMISSION-LINE,TRUCK-TRAIL,URBAN-INDUSTRIAL,URBAN-RESIDENCE,VEGETATED-EDGE-RAILWAYS,VEGETATED-EDGE-ROADS,WELL-ABAND,WELL-BITUMEN,WELL-CASED,WELL-GAS,WELL-OIL,WELL-OTHER,WELL-UNKNOWN,WELL_CLEARED_NOT_CONFIRMED,WELL_CLEARED_NOT_DRILLED
LU13,LU13_8,2500,0,0,0,0,0,0,0,0,0.0015120529618035945,3.126539438755798e-4,0.003505499441278536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04221818689956827,0,0,0,0,0,0,0,0,0,0,0,5.8968124908048e-4,0,0,0,0,0.0458388035646985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003557369855937645,0,0,0,0,0,0,0,0,0,0.0025264064598156883,0,0,0,5.736421688675323e-4,0.02566822521110762,1.3589701076753644e-4,0,0,0,0.011711323454786935,0.0011946815178327682,0,0,0,0,0,0,0,0
LU13,LU13_8,2750,0,0,0,0,0,0,0,0,0.0013151536447973992,2.583916891534077e-4,0.0038424462326101024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037811856374820645,0,0,0,0,0,0,0,0,0,0,0,0.0018928713016546671,0,0,0,0,0.04181855778645344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003235353902140719,0,0,0,0,0,0,0,0,0,0.002087939222988463,0,0,0,5.284242145493196e-4,0.023498294168741364,1.1231157914673998e-4,0,0,0,0.010652585692292845,0.0012317217767316823,0,0,0,0,0,0,0,0
LU13,LU13_8,3000,0,0,0,0,0,0,0,0,0.0011050943820866746,2.171207943580661e-4,0.004334684333135982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033867648951161254,0,0,0,0,0,0,0,0,0,0,0,0.0031842861982422895,0,0,0,0,0.038327221830487236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029701370729476708,0,0,0,0,0,0,0,0,0,0.0018024591692108747,0,0,0,5.120642502151348e-4,0.021676106685117456,9.437292414413322e-5,0,0,0,0.009777026233252863,0.0011073311539464077,0,0,0,0,0,0,0,0
LU13,LU13_8,3250,0,0,0,8.977028676086327e-5,0,0,0,0,9.416188817779461e-4,1.8500233365420057e-4,0.0044665310306888925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03452173404946747,0,0,0,0,0,0,0,0,0,0,0,0.004372150316016036,0,3.390513193000949e-4,0,0,0.03472966778151978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.184860206325877e-5,0.0027505984683006625,0,0,0,0,9.657334764990733e-6,0,0,0,0,0.0025154299180506047,0,0,0,5.185345890415667e-4,0.020377380739965985,8.041243240683124e-5,0,0,0,0.009160826097221058,9.446185910829465e-4,0,0,0,0,0,0,0,0
LU13,LU13_8,3500,0,0,0,1.201494968546789e-4,0,0,0,0,0.0021051211798657743,3.1898886937024233e-4,0.004702211836281795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030736376630502736,0,0,0,0,0,0,0,0,0,0,0,0.005186083079361409,0,0.0018020579146025518,0,0,0.031657923633298744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.270166907583983e-4,0.0025697074275235917,0,0,0,0,7.33799951545854e-5,0,0,0,0,0.0021689166130130864,0,0,0,5.160536149931309e-4,0.019114088541717582,6.933520957528002e-5,0,0,0,0.008615608861448984,0.0013321091600875625,0,0,0,0,0,0,0,0
LU13,LU13_8,3750,0,0,0,1.4151169417583238e-4,0,0,0,0,0.0018337944500163965,2.778747484291871e-4,0.005141865455965978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030086216053286183,0,0,0,0,0,0,0,0,0,0,0,0.005724951256639894,0,0.002224555311941172,0,0,0.029280835373153378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6731053738995325e-4,0.0024213867394081703,0,0,0,0,6.392212911243843e-5,0,0,0,0,0.0018893673606691656,0,0,0,5.218783506546387e-4,0.01765983594936091,6.039867145224355e-5,0,0,0,0.008162923830821655,0.0013008826967246699,0,0,0,0,2.340398138524666e-4,0,0,0
LU13,LU13_8,4000,0,0,0,1.3872824668489088e-4,0,0,0,0,0.0018530591664966329,2.442258531115914e-4,0.005361522871516053,0,0,0,0,0,0,0,0.0016542056462966151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027524020772376607,0,0,0,0,0,0,0,0,0,0,0,0.00639006478722514,0,0.002040757875451232,0,0,0.02778744007328474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0820798841413867e-4,0.0022874737722591246,0,0,0,0,5.618155879022935e-5,0,0,0,0,0.0016605767818381415,0,0,0,5.129076703540052e-4,0.016383195501180826,5.308476983107368e-5,0,0,0,0.007772321590071586,0.0014205688558393814,0,0,0,0,2.5054490930640004e-4,0,0,0
LU13,LU13_8,4250,0,0,0,1.2493341836767246e-4,0,0,0,0,0.0016438053842410898,2.166845211669615e-4,0.005373494538150035,0,0,0,0,0,0,0,0.00326109933245953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.545112623201641e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027005801069864128,0,0,0,0,0,0,0,0,0,0,0,0.006959927422805633,0,0.0018077301595692233,0,0,0.026411101857116447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.662432865788094e-4,0.0021645741225121097,0,0,0,0,1.1779189925621234e-4,0,0,0,0,0.0014709607479257997,0,0,0,5.025911116455051e-4,0.015290133244971565,4.7023187116797934e-5,0,0,0,0.0075021398442753915,0.001344413141285768,0,0,0,0,2.2193597502573423e-4,0,0,0
LU13,LU13_8,4500,0,0,0,1.1143752440820619e-4,0,0,0,0,0.0014662338149558465,3.40939017295191e-4,0.005369303869058094,0,0,0,0,0,0,0,0.002937917645639818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004038097185125984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2566970140084094e-4,0.025144281834404265,0,0,0,0,0,0,0,0,0,0,0,0.0077113721108914976,0,0.0016124506670232306,0,0,0.025724141972801345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944886722655254e-4,0.002282801984809499,0,0,0,0,1.0506746569458873e-4,0,0,0,0,0.0013120606671313995,0,0,0,5.10807243218959e-4,0.014331087293417331,4.1943521841836895e-5,0,0,0,0.007561426013132193,0.0013641693250050716,0,0,0,0,1.9796140982234506e-4,0,0,0
LU13,LU13_8,4750,0,0,0,1.0001594988436814e-4,0,0,0,0,0.0013159550028965905,3.5911322028049766e-4,0.005505973743655721,0,0,0,0,5.458736870502827e-4,0,0,0.0026368014326516643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059722338611659185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.572819585290331e-4,0.02296727908490086,0,0,0,0,0,0,0,0,0,0,0,0.008280510407345062,0,0.0014471856402091389,0,0,0.024960299726181596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.996340973585593e-4,0.002348456352107563,0,0,0,0,1.1993063878553454e-4,0,0,0,0,0.0011775835350430774,0,0,0,5.517648455219469e-4,0.01338448646303698,3.764460132064941e-5,0,0,0,0.007588714409045109,0.001448681657072054,0,0,0,0,1.7767173623943602e-4,0,0,0
LU13,LU13_8,5000,0,0,0,1.4696824890114794e-4,0,0,0,0,0.0015415419853655335,3.318783978802168e-4,0.006066244484959484,0,0,0,0,0.0014686355047716644,0,0,0.0023797132929681913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009226715571774223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013817838628903685,0.020727969374123585,0,0,0,0,0,0,0,0,0,0,0,0.008955248038164897,0,0.0013060850402887832,0,0,0.02421357102418914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0233185449911196e-4,0.0023714868884876033,0,0,0,0,1.50573301759929e-4,0,0,0,0,0.0010627691403764061,0,0,0,5.876817382874296e-4,0.012511049646472653,3.397425269188701e-5,0,0,0,0.007630061040882169,0.0013676896429582913,0,0,0,0,2.4059965278018855e-4,0,0,0
LU14,LU14_100,50,0,0,0,0,0,0,0,0,0,0,0.06929450298880335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU14,LU14_100,100,0,0,0,0,0,0,0,0,0,0,0.03735323766251518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU14,LU14_100,250,0,0,0,0,0,0,0,0,0,0,0.030382557879685374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU14,LU14_100,500,0,0,0,0,0,0,0,0,0,0,0.018287740269431613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005002636232708444,0,0,0,0,0,0,0,0
LU14,LU14_100,750,0,0,0,0,0,0,0,0,0,0,0.011815457034981523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002223393881203794,0,0,0,0,0,0,0,0
LU14,LU14_100,1000,0,0,0,0,0,0,0,0,0,0,0.008666349885726158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02880061069997126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.139204417327736e-4,0,0,0,0,0,0,0.001250659058177089,0,0,0,0,0,0,0,0
LU14,LU14_100,1250,0,0,0,0,0,0,0,0,0,0,0.007574334423641227,0,0,0,0,0.0018695369914677295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06433586319016661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.371601281438603e-4,0,0,0,0,0,0,8.004217972334418e-4,0,0,0,0,0,0,0,0
LU14,LU14_100,1500,0,0,0,0,0,0,0,0,0,0.0014316862812388468,0.007578957769440572,0,0,0,0,0.0012982895774079682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06822903854555158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.607667639835983e-4,0,0,0,0,0,0,5.558484703009253e-4,0,0,0,0,0,0,0,0
LU14,LU14_100,1750,0,0,0,0,0,0,0,0,0,0.0010518511454000157,0.007034153292784036,0,0,0,0,9.538454038099782e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708527814241628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1199190823286604e-4,0,0,0,0,0,0,4.0837846797620817e-4,0,0,0,0,0,0,0,0
LU14,LU14_100,2000,0,0,0,0,0,0,0,0,0,8.053235331968734e-4,0.006206934708064046,0,0,0,0,7.302878872920021e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06720233287314505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1543130474078265e-4,0,0,0,0,0,0,3.1266476454427906e-4,0,0,0,0,0,0,0,0
LU14,LU14_100,2250,0,0,0,0,0,0,0,0,0,6.363050138839867e-4,0.005660864952942069,0,0,0,0,5.770175899591467e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05947157493927154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.601771829460927e-4,0,0,0,0,0,0,7.501890271882821e-4,0,0,0,0,0,0,0,0
LU14,LU14_100,2500,0,0,0,0,0,0,0,0,0,5.154070612459738e-4,0.00511126951522404,0,0,0,0,4.6738424786685854e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049809529118514134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.003444055529865e-4,0,0,0,0,0,0,0.0010078674268522454,0,0,0,0,0,0,0,0
LU14,LU14_100,2750,0,0,0,0,0,0,0,0,0,4.259562489636619e-4,0.005126482118869103,0,0,0,0,3.8626797344372746e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04116490009795012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2467012020939457e-4,0,0,0,0,0,0,9.168900632380365e-4,0,0,0,0,0,0,0,0
LU14,LU14_100,3000,0,0,0,0,0,0,0,0,0,3.579215703097273e-4,0.00487425698910414,0,0,0,0,3.245723943520062e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034589950776748174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7718379044662803e-4,0,0,0,0,0,0,9.829277500114824e-4,0,0,0,0,0,0,0,0
LU14,LU14_100,3250,0,0,0,7.442235237508655e-5,0,0,0,0,0,3.049745924532612e-4,0.0048331647754347755,0,0,0,0,2.765587265484572e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029473094152969094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.511541040555642e-4,0,0,0,0,0,0,0.0011253903450212216,0,0,0,0,0,0,0,0
LU14,LU14_100,3500,0,0,0,6.417029362954063e-5,0,0,0,0,1.3435340691989668e-4,2.6296278635001293e-4,0.004866318048105371,0,0,0,0,2.384613509525027e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025413025060468934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89371191862191e-4,0,0,0,0,0,0,0.0010547804415321235,0,0,0,0,0,0,0,0
LU14,LU14_100,3750,0,0,0,5.589945578395499e-5,0,0,0,0,1.9172605773284186e-4,2.290698049982318e-4,0.005143205348125747,0,0,0,0,2.077263323852897e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222155979826954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.784589526911826e-4,0,0,0,0,0,0,0.0010077639795202811,0,0,0,0,0,0,0,0
LU14,LU14_100,4000,0,0,0,4.913038106011544e-5,0,0,0,0,2.1266028925957502e-4,2.0133088329922204e-4,0.005080683283387532,0,0,0,0,1.8257197182300388e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.824053357047821e-4,0,0.022588013282498213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.181900080287642e-4,0,0,0,0,0,0,0.0010242877050136217,0,0,0,0,0,0,0,0
LU14,LU14_100,4250,0,0,0,4.352033754806088e-5,0,0,0,0,1.8837728045138888e-4,1.7834154368374052e-4,0.005183632588851227,0,0,0,0,1.6172465324113891e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002557122809444574,0,0.02465064381921414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9672198504035204e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.220882495875095e-4,0,0,0,0,0,0,0.0012052474747559932,0,0,0,0,0,0,0,0
LU14,LU14_100,4500,0,0,0,3.8819066516635206e-5,0,0,0,0,1.6802788287176637e-4,1.5907625347099345e-4,0.005034180523065616,0,0,0,0,1.4425439748978375e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022808904071897973,0,0.027569135436201132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1473110846275563e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.746478320821286e-4,0,0,0,0,0,0,0.0013313351189474555,0,0,0,0,0,0,0,0
LU14,LU14_100,4750,0,0,0,3.484038102877961e-5,0,0,0,0,1.5080618850540363e-4,1.4277203912631685e-4,0.004937534087897817,0,0,0,0,1.294693207387495e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.296786268871362e-5,0,0,0.0022839922831453417,0,0.02943427446917478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5606444140622646e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.266356531590085e-4,0,0,0,0,0,0,0.0012757441159232117,0,0,0,0,0,0,0,0
LU14,LU14_100,5000,0,0,0,3.144344387847417e-5,0,0,0,0,2.0239268443216987e-4,1.288517653115033e-4,0.004742238762447613,0,0,0,0,1.1684606196672355e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011660179787869361,0,0,0.002517206923377171,0,0.02822795542104786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0118618294564944e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.711210273626912e-4,0,0,0,0,0,0,0.001225970958163254,0,0,0,0,0,0,0,0
LU14,LU14_102,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
