rootfolder,file,relativepath,deleteflag,array,camera,site,classifier,snow,species,total,male,female,unknownsex,adult,yly,yoy,unknownage,group_count,g_male,g_female,g_unknownsex,g_adult,g_yly,g_yoy,gunknownage,event,empty,coatcolour,leftantler,rightantler,lcount,rcount,cameramalfunction,otherspecify,comments,noteworthy,datetime,folder,imagequality,month,year
Deployment 1,IMG_0001.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Start,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:40:07Z,NA,NA,7,2021
Deployment 1,IMG_0002.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:40:08Z,NA,NA,7,2021
Deployment 1,IMG_0003.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:40:12Z,NA,NA,7,2021
Deployment 1,IMG_0004.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:40:14Z,NA,NA,7,2021
Deployment 1,IMG_0005.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:40:16Z,NA,NA,7,2021
Deployment 1,IMG_0006.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:40:23Z,NA,NA,7,2021
Deployment 1,IMG_0007.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:41:06Z,NA,NA,7,2021
Deployment 1,IMG_0008.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:41:09Z,NA,NA,7,2021
Deployment 1,IMG_0009.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:41:11Z,NA,NA,7,2021
Deployment 1,IMG_0010.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:41:13Z,NA,NA,7,2021
Deployment 1,IMG_0011.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:41:15Z,NA,NA,7,2021
Deployment 1,IMG_0012.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:41:22Z,NA,NA,7,2021
Deployment 1,IMG_0013.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:41:23Z,NA,NA,7,2021
Deployment 1,IMG_0014.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:41:29Z,NA,NA,7,2021
Deployment 1,IMG_0015.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:41:30Z,NA,NA,7,2021
Deployment 1,IMG_0016.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:41:33Z,NA,NA,7,2021
Deployment 1,IMG_0017.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:41:47Z,NA,NA,7,2021
Deployment 1,IMG_0018.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:41:50Z,NA,NA,7,2021
Deployment 1,IMG_0019.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:41:53Z,NA,NA,7,2021
Deployment 1,IMG_0020.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:42:02Z,NA,NA,7,2021
Deployment 1,IMG_0021.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:42:04Z,NA,NA,7,2021
Deployment 1,IMG_0022.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:42:07Z,NA,NA,7,2021
Deployment 1,IMG_0023.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:42:10Z,NA,NA,7,2021
Deployment 1,IMG_0024.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:52:13Z,NA,NA,7,2021
Deployment 1,IMG_0025.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:52:15Z,NA,NA,7,2021
Deployment 1,IMG_0026.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:52:28Z,NA,NA,7,2021
Deployment 1,IMG_0027.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:52:29Z,NA,NA,7,2021
Deployment 1,IMG_0028.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:52:31Z,NA,NA,7,2021
Deployment 1,IMG_0029.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:52:32Z,NA,NA,7,2021
Deployment 1,IMG_0030.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,End,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T11:52:34Z,NA,NA,7,2021
Deployment 1,IMG_0031.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-15T12:00:00Z,NA,NA,7,2021
Deployment 1,IMG_0032.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-16T12:00:00Z,NA,NA,7,2021
Deployment 1,IMG_0033.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-17T12:00:00Z,NA,NA,7,2021
Deployment 1,IMG_0034.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,White-tailed deer,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,Start,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-18T08:59:30Z,NA,NA,7,2021
Deployment 1,IMG_0035.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,White-tailed deer,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-18T08:59:42Z,NA,NA,7,2021
Deployment 1,IMG_0036.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,White-tailed deer,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-18T08:59:49Z,NA,NA,7,2021
Deployment 1,IMG_0037.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,White-tailed deer,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-18T08:59:51Z,NA,NA,7,2021
Deployment 1,IMG_0038.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,White-tailed deer,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-18T08:59:58Z,NA,NA,7,2021
Deployment 1,IMG_0039.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,White-tailed deer,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-18T09:00:22Z,NA,NA,7,2021
Deployment 1,IMG_0040.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,White-tailed deer,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-18T09:00:26Z,NA,NA,7,2021
Deployment 1,IMG_0041.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,White-tailed deer,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-18T09:00:28Z,NA,NA,7,2021
Deployment 1,IMG_0042.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,White-tailed deer,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,End,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-18T09:00:33Z,NA,NA,7,2021
Deployment 1,IMG_0043.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,White-tailed deer,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-18T09:02:17Z,NA,NA,7,2021
Deployment 1,IMG_0044.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-18T12:00:00Z,NA,NA,7,2021
Deployment 1,IMG_0045.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-19T12:00:00Z,NA,NA,7,2021
Deployment 1,IMG_0046.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-20T12:00:00Z,NA,NA,7,2021
Deployment 1,IMG_0047.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-21T12:00:00Z,NA,NA,7,2021
Deployment 1,IMG_0048.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-22T12:00:00Z,NA,NA,7,2021
Deployment 1,IMG_0049.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-23T12:00:00Z,NA,NA,7,2021
Deployment 1,IMG_0050.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-24T12:00:00Z,NA,NA,7,2021
Deployment 1,IMG_0051.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-25T12:00:00Z,NA,NA,7,2021
Deployment 1,IMG_0052.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-26T12:00:00Z,NA,NA,7,2021
Deployment 1,IMG_0053.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-27T12:00:00Z,NA,NA,7,2021
Deployment 1,IMG_0054.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-28T12:00:00Z,NA,NA,7,2021
Deployment 1,IMG_0055.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,Start,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:10:40Z,NA,NA,7,2021
Deployment 1,IMG_0056.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:10:44Z,NA,NA,7,2021
Deployment 1,IMG_0057.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:10:46Z,NA,NA,7,2021
Deployment 1,IMG_0058.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:10:47Z,NA,NA,7,2021
Deployment 1,IMG_0059.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:10:50Z,NA,NA,7,2021
Deployment 1,IMG_0060.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:10:52Z,NA,NA,7,2021
Deployment 1,IMG_0061.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:11:03Z,NA,NA,7,2021
Deployment 1,IMG_0062.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:11:11Z,NA,NA,7,2021
Deployment 1,IMG_0063.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:11:14Z,NA,NA,7,2021
Deployment 1,IMG_0064.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:11:17Z,NA,NA,7,2021
Deployment 1,IMG_0065.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:11:41Z,NA,NA,7,2021
Deployment 1,IMG_0066.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:11:42Z,NA,NA,7,2021
Deployment 1,IMG_0067.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:11:43Z,NA,NA,7,2021
Deployment 1,IMG_0068.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:11:46Z,NA,NA,7,2021
Deployment 1,IMG_0069.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:11:48Z,NA,NA,7,2021
Deployment 1,IMG_0070.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:11:56Z,NA,NA,7,2021
Deployment 1,IMG_0071.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:11:57Z,NA,NA,7,2021
Deployment 1,IMG_0072.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:12:09Z,NA,NA,7,2021
Deployment 1,IMG_0073.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:12:11Z,NA,NA,7,2021
Deployment 1,IMG_0074.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:12:13Z,NA,NA,7,2021
Deployment 1,IMG_0075.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:12:15Z,NA,NA,7,2021
Deployment 1,IMG_0076.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:12:18Z,NA,NA,7,2021
Deployment 1,IMG_0077.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:12:20Z,NA,NA,7,2021
Deployment 1,IMG_0078.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:12:21Z,NA,NA,7,2021
Deployment 1,IMG_0079.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:12:23Z,NA,NA,7,2021
Deployment 1,IMG_0080.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:12:41Z,NA,NA,7,2021
Deployment 1,IMG_0081.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:12:42Z,NA,NA,7,2021
Deployment 1,IMG_0082.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:12:47Z,NA,NA,7,2021
Deployment 1,IMG_0083.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:12:49Z,NA,NA,7,2021
Deployment 1,IMG_0084.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:12:51Z,NA,NA,7,2021
Deployment 1,IMG_0085.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:12:53Z,NA,NA,7,2021
Deployment 1,IMG_0086.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,Coyote,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,End,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T05:12:55Z,NA,NA,7,2021
Deployment 1,IMG_0087.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-29T12:00:00Z,NA,NA,7,2021
Deployment 1,IMG_0088.JPG,NA,FALSE,LU2,03,LU2_03,AFB,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021-07-30T12:00:00Z,NA,NA,7,2021
