array,site,buffer_dist,AGE_0_10,AGE_10_20,AGE_20_30,AGE_30_40,AGE_40_50,AGE_50_60,AGE_60_70,AGE_70_80,AGE_80_90,AGE_90_100,AGE_100_110,AGE_110_120,AGE_120_130,AGE_130_140,AGE_140_150,AGE_GT_150,LC_WATER,LC_SNOW_ICE,LC_ROCK_RUBBLE,LC_EXPOSED_BARREN,LC_BRYOIDS,LC_SHRUBS,LC_WETLAND,LC_WETLAND_TREED,LC_HERBS,LC_CONIFEROUS,LC_BROADLEAF,LC_MIXEDWOOD,PINU.BAN_PCT_OF_TREED,POPU.TRE_PCT_OF_TREED,PICE.MAR_PCT_OF_TREED,LARI.LAR_PCT_OF_TREED,PICE.GLA_PCT_OF_TREED,BETU.PAP_PCT_OF_TREED,FIRE_PCT_1985,FIRE_PCT_1986,FIRE_PCT_1987,FIRE_PCT_1988,FIRE_PCT_1989,FIRE_PCT_1990,FIRE_PCT_1991,FIRE_PCT_1992,FIRE_PCT_1993,FIRE_PCT_1994,FIRE_PCT_1995,FIRE_PCT_1996,FIRE_PCT_1997,FIRE_PCT_1998,FIRE_PCT_1999,FIRE_PCT_2000,FIRE_PCT_2001,FIRE_PCT_2002,FIRE_PCT_2003,FIRE_PCT_2004,FIRE_PCT_2005,FIRE_PCT_2006,FIRE_PCT_2007,FIRE_PCT_2008,FIRE_PCT_2009,FIRE_PCT_2010,FIRE_PCT_2011,FIRE_PCT_2012,FIRE_PCT_2013,FIRE_PCT_2014,FIRE_PCT_2015,FIRE_PCT_2016,FIRE_PCT_2017,FIRE_PCT_2018,FIRE_PCT_2019,FIRE_PCT_2020,HARVEST_PCT_1985,HARVEST_PCT_1986,HARVEST_PCT_1987,HARVEST_PCT_1988,HARVEST_PCT_1989,HARVEST_PCT_1990,HARVEST_PCT_1991,HARVEST_PCT_1992,HARVEST_PCT_1993,HARVEST_PCT_1994,HARVEST_PCT_1995,HARVEST_PCT_1996,HARVEST_PCT_1997,HARVEST_PCT_1998,HARVEST_PCT_1999,HARVEST_PCT_2000,HARVEST_PCT_2001,HARVEST_PCT_2002,HARVEST_PCT_2003,HARVEST_PCT_2004,HARVEST_PCT_2005,HARVEST_PCT_2006,HARVEST_PCT_2007,HARVEST_PCT_2008,HARVEST_PCT_2009,HARVEST_PCT_2010,HARVEST_PCT_2011,HARVEST_PCT_2012,HARVEST_PCT_2013,HARVEST_PCT_2014,HARVEST_PCT_2015,HARVEST_PCT_2016,HARVEST_PCT_2017,HARVEST_PCT_2018,HARVEST_PCT_2019,HARVEST_PCT_2020
LU3,LU3_14,2250,0.010790003497540081,0.7368279448366453,0.003219823153244222,0,0.02556412277747192,0.0705980577749715,0.04637912059601232,0.021577411332807706,0.01848735188554216,0.011082561740722937,0.013464461796274403,0.0067562488926157915,0.005053278551736821,0.002893381267251968,0.003865010497938835,0.0144001019382719,0.007894530942967581,0,0,0.016403551662830168,0,0.007775051372422519,0.19949792711363357,0.20395374141857187,0.22008094445852397,0.2904436610477493,0.0456572794873643,0.008294782168222343,0.021357185505000518,0.35520790085354914,0.5988800030893385,0.00354660095848995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7797131901495931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2639477862969315e-5,0,0.001355685893980638,0.002047168048292352,0,0,0,0,0,0,0,5.891094575928912e-4,0,0,0,1.658900364523043e-4,0,0,0,0,8.835781533119685e-4,0.001870817453757715,0,0,0,0,0,0
LU3,LU3_14,2500,0.00900402716646297,0.726879241097527,0.0026080567541277586,0,0.02889311829357626,0.0724852252140738,0.04857081796313139,0.02242530574256927,0.019719016651218283,0.012310612766404027,0.014163350855909796,0.006632921093162638,0.00499732811837059,0.0027780185871119447,0.0042591120066107525,0.016621867537836642,0.007008868658569702,0,0,0.014396499367941578,0,0.007724733418886149,0.19311102813289274,0.20583891618386463,0.2090623409281304,0.3048266663386923,0.04926271192873313,0.008768751299647165,0.02452633207214758,0.3527705497428226,0.6011747199596645,0.003186912182401756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7696377690260197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4734385710283002e-5,0,0.0010981055741242911,0.0016618522797977502,0,0,0,0,0,0,0,4.771786606502306e-4,0,0,0,2.7598374448999324e-4,0,0,0,0,7.156983041826776e-4,0.0015909684474973813,0,0,0,0,0,0
LU3,LU3_14,2750,0.0075511727313534414,0.6986183890938806,0.0021555868541604027,0,0.034931666723408965,0.0817299974640689,0.05390642688755289,0.025081022086394456,0.02216139510011061,0.01334822174884151,0.016026835608487562,0.006719248205855005,0.0053258612464929835,0.00274304408102701,0.004405641983441745,0.018970881201900408,0.007085703825397652,0,0,0.012675036841475201,0,0.007512140847486444,0.1861082066132146,0.2131672888475167,0.19732854307884004,0.31030660513406916,0.05597806105194783,0.009836732252891056,0.02439291565290785,0.3505494180783022,0.6060511167392102,0.0028668614532699876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738511492075689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2364940719737667e-5,0,9.080154110677779e-4,0.001374860154060655,0,0,0,0,0,0,0,0.0022867583230723157,0,0,0,2.3644330107588525e-4,0,0,0,0,5.91486201803933e-4,0.001359317867534216,0,0,0,0,0,0
LU3,LU3_14,3000,0.007426724018019037,0.6658958160416789,0.0027254003747690775,0,0.04199070823478847,0.09081352846685788,0.059261256917225016,0.02783647002285137,0.024763847973723982,0.014897430558607861,0.01774485771270284,0.006902310481314292,0.005562662654720626,0.002768756896979558,0.00438950907315299,0.02117147152774105,0.009720661941097419,0,0,0.013292640059024398,0,0.0075190688797958745,0.17955665533828383,0.22033124440531385,0.18520790254525812,0.31143527407438393,0.06164835565512043,0.011285927676143904,0.024037108468124513,0.3490554471162709,0.6088423947938817,0.002571602336598031,1.6682604497436632e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702217488450037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4334670154566035e-4,0,8.701584604779258e-4,0.001155465844744491,2.1089311771170562e-4,0,0,0,0,0,0,0.004769683884604622,0,0,0,1.9867805159848588e-4,0,0,0,0,4.970127112380244e-4,0.0019270776518894488,0,0,0,0,0,0
LU3,LU3_14,3250,0.009476845469484902,0.6370931191210414,0.00535702847155167,0,0.049750456611647974,0.09817639438100198,0.06263914760368296,0.02827697477786017,0.026267934265731856,0.016270656260085697,0.01809005494732635,0.006979389818637367,0.0055287665531939915,0.003269389744408757,0.004298101203552328,0.023032114942469276,0.010435615009630278,0,0,0.017721954690620923,0,0.0076769958259047325,0.17477522171896667,0.22618501816735576,0.17526668570651457,0.31066141335276565,0.06472065973879054,0.012553741615445214,0.024677474478933235,0.3513771544525622,0.6045996579815386,0.0022293058113164546,3.267340611830456e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6695175209753388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015905745578873528,0,0.0012038094001063173,9.846090041119896e-4,7.058856127052665e-4,0,0,0,0,0,0,0.004388974753838815,0,0,0,1.692878072791742e-4,0.002097840303072981,0,2.794129087855997e-4,0,4.2349012081817567e-4,0.003954199120536444,5.51950071533488e-6,0,0,0,0,0
LU3,LU3_14,3500,0.010197579519876229,0.6071842460161886,0.005870750382464857,0,0.05650594278102113,0.10591817489496191,0.06623520500971454,0.02985168792001565,0.02793445084503051,0.018951105463302795,0.018827049337671604,0.007579945216011934,0.005593675946389619,0.0037831536563829775,0.0042015732115705424,0.02662974842921525,0.009966389579241279,0,0,0.019590112128673037,0,0.008031666720917761,0.16922061006039277,0.23243820085615344,0.16693668119460336,0.31247011205102276,0.06715035940723324,0.01419331109773836,0.024797437462254653,0.3546803921669947,0.6016823520969916,0.002051735569191017,2.817247772445699e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6362776553386399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002031966591797454,0,0.0010539099532843523,8.615126373828328e-4,6.086462680979193e-4,0,0,0,0,0,0,0.004593028434423548,0,0,0,1.4596754811316815e-4,0.0032621027862465785,0,0.0012172293231797627,0,3.6515219601159686e-4,0.0053548494021721516,2.956199011399467e-5,0,0,0,0,0
LU3,LU3_14,3750,0.009958820418059997,0.5773760565458922,0.005155286708803244,0,0.05960198645996529,0.11279848972646762,0.07009934935714597,0.03213309310950798,0.030017974399659784,0.022208599795744743,0.02120674477514669,0.008249686541515595,0.005678054678112236,0.004025244339124425,0.004369446467007637,0.03299685891533964,0.012065496091962977,0,0,0.019355324614476428,0,0.008217029298803592,0.16141408487739659,0.23689824849804994,0.15790056225077648,0.3209122852580629,0.0675675996369714,0.01566834526754042,0.024327416826744743,0.3494735422858756,0.6084497766466636,0.0019661471879325264,2.454135837330498e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6048243514500844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017891513596338066,0,9.330858556347046e-4,7.648193473897825e-4,5.301985268764146e-4,0,0,0,0,0,0,0.0042838946073931565,0,0,0,1.2715395302302765e-4,0.0028416539826859343,0,0.001223840502972155,0,3.180881351923273e-4,0.0055149487311531385,8.876803069771465e-5,0,9.307084234583298e-5,0,1.7715627998283524e-6,0
LU3,LU3_14,4000,0.009180436779673033,0.5497344952460869,0.004571829651278469,0,0.06196297775057264,0.11797384315014811,0.07350921875903366,0.03497638682275001,0.03165492912054994,0.025725857408304294,0.023555447127950754,0.009021164778150376,0.005870079232097588,0.0042900924748719505,0.004773840653408722,0.03957437671308093,0.01353974823930355,0,0,0.020089758141787473,0,0.00842377956927812,0.15247099565222472,0.2395092187413956,0.15222866008177718,0.33274540388325485,0.06488314183222198,0.016110816297107988,0.02408020895993747,0.3392770139949804,0.6193281399064633,0.001987567547958681,2.1569553257786924e-5,0,0,0,0,0,0,0,5.110754102109326e-7,0,0,0,0,0,0,0,0,0,0,0.5758905679960065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4132263728306083e-6,0,0,0,0,0,0,0.0015840219588681569,0,8.28133006912671e-4,6.863905317342629e-4,4.659947990124596e-4,0,0,0,0,0,0,0.003765141744779027,0,0,0,1.1226747943435292e-4,0.002497946463064923,0,0.0010997124467132151,1.1994769626700602e-6,2.795696500713729e-4,0.004847122908239916,1.6575651616500335e-4,0,3.915150326222101e-4,0,1.70886534579869e-5,0
LU3,LU3_14,4250,0.008399737495125221,0.5338501729874745,0.004191294116901554,1.608569696833515e-4,0.06343089500398924,0.12072493770121387,0.07555344413942455,0.03736387944872773,0.03263248335333848,0.027819971935247715,0.024366818183014265,0.009346504147687828,0.006128695157380616,0.0043509064158573285,0.004983959127410726,0.04340974097542317,0.01276419525246298,0,0,0.020817746950873604,0,0.008866383021759338,0.1468948270633328,0.24195089345217685,0.14780970919229408,0.3437050460610311,0.06088318895575195,0.016311324981345014,0.026191730353922586,0.33048366805506707,0.6268318003954179,0.002008812410395643,1.9106593889250352e-5,0,0,0,0,0,0,0,4.4081985184578e-6,0,0,0,0,0,0,0,0,0,0,0.559925279991226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.289755491724487e-5,0,0,2.8793397573319924e-4,0,0,0,0.0014031481518793963,0,7.405792577627235e-4,6.361715224292779e-4,4.127843202324826e-4,0,0,0,0,0,0,0.003335212064579285,0,0,0,1.9022561677568996e-4,0.0022142849663795597,0,9.741397451853906e-4,3.2623126643324434e-6,2.4764647203553687e-4,0.004293645205914865,2.2383357856120347e-4,0,3.468091638452732e-4,0,1.742296251236068e-4,0
LU3,LU3_14,4500,0.00785770873932771,0.5304042601823991,0.003917072113673015,3.4734171791211277e-4,0.061685783089339474,0.12043860889421276,0.07540739539832238,0.038613693654558294,0.03411774078752716,0.029098975128868755,0.024369937828658848,0.009536502188938022,0.006292302426613347,0.004282531959286012,0.0048630465092657895,0.04556295511503686,0.012160055651597617,0,0,0.020295736415229415,0,0.00953802199513625,0.14637404314584443,0.23956691440811315,0.1425566563110084,0.35649731377979826,0.056832399140125466,0.016182393457586815,0.030764326832111416,0.318182948936859,0.6352421201414913,0.0018684181026281848,1.7042609981461348e-5,0,0,0,0,0,0,0,6.756800065804098e-6,0,0,0,0,0,0,0,0,0,0,0.558133374023928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8005887302709824e-4,0,0,6.217416750626818e-4,0,0,0,0.0012515735058430699,0,6.623790565389186e-4,5.795649610467032e-4,3.68193421441945e-4,0,0,0,0,0,0,0.0029749268106896145,0,0,0,3.792230661093933e-4,0.001977307241793036,0,8.689085998721737e-4,8.480320344385306e-6,2.208945383279993e-4,0.0038298255077451352,2.2967079405242238e-4,0,3.093452109607599e-4,0,2.696869302996225e-4,0
