Site,BUFF_DIST,VEGETATED-EDGE-ROADS,HARVEST-AREA,ROAD-GRAVEL-1L,CONVENTIONAL-SEISMIC,TAME_PASTURE,PIPELINE,ROAD-GRAVEL-2L,TRAIL,WELL-BITUMEN,ROUGH_PASTURE,WELL-ABAND,ROAD-UNCLASSIFIED,CROP,LOW-IMPACT-SEISMIC,CLEARING-UNKNOWN,CULTIVATION_ABANDONED,ROAD-PAVED-UNDIV-2L,ROAD-UNIMPROVED,TRUCK-TRAIL,DUGOUT,ROAD-PAVED-UNDIV-1L,WELL-GAS,VEGETATED-EDGE-RAILWAYS,HARVEST-AREA-WHITE-ZONE,COUNTRY-RESIDENCE,BORROWPIT-DRY,RURAL-RESIDENCE,BORROWPIT-WET,BORROWPITS,GRVL-SAND-PIT,RIS-RECLAIMED-TEMP,RIS-CLEARING-UNKNOWN,RIS-DRAINAGE,RIS-MINES-OILSANDS,RIS-OVERBURDEN-DUMP,RIS-FACILITY-OPERATIONS,TRANSMISSION-LINE,RIS-TAILING-POND,CLEARING-WELLPAD-UNCONFIRMED,MINES-OILSANDS,RIS-SOIL-REPLACED,ROAD-PAVED-1L,RIS-OILSANDS-RMS,RIS-FACILITY-UNKNOWN,RIS-BORROWPITS,RIS-TRANSMISSION-LINE,RIS-SOIL-SALVAGED,RIS-ROAD,RIS-PLANT,URBAN-RESIDENCE,FACILITY-OTHER,AIRP-RUNWAY,RUNWAY,RIS-RECLAIMED-PERMANENT,URBAN-INDUSTRIAL,LAGOON,FACILITY-UNKNOWN,RESIDENCE_CLEARING,WELL-CASED,ROAD-UNPAVED-2L,ROAD-PAVED-3L,SURROUNDING-VEG,RLWY-SGL-TRACK,ROAD-WINTER,SUMP,GREENSPACE,ROAD-PAVED-2L,WELL-OTHER,CANAL,RESERVOIR,WELL_CLEARED_NOT_CONFIRMED,MISC-OIL-GAS-FACILITY,CAMP-INDUSTRIAL,RIS-CAMP-INDUSTRIAL,OIL-GAS-PLANT,WELL-UNKNOWN,RIS-UTILITIES,CFO,RECREATION,CAMPGROUND,PEAT,GOLFCOURSE,LANDFILL,TRANSFER_STATION,MILL,ROAD-PAVED-DIV,RLWY-SPUR,WELL_CLEARED_NOT_DRILLED,OPEN-PIT-MINE,WELL-OIL,ROAD-PAVED-4L,MINES-PITLAKE,RIS-RECLAIMED-CERTIFIED,RIS-WINDROW,TAILING-POND,RLWY-MLT-TRACK,RLWY-DBL-TRACK,RIS-WASTE,INTERCHANGE-RAMP,ROAD-PAVED-5L,RIS-AIRP-RUNWAY,FRUIT-VEGETABLES,ROAD-UNPAVED-1L,RIS-RECLAIM-READY,RIS-TANK-FARM
LU01_86,1000,0.020219056,0.01202123,0.008867091,0.011195988,0,0.029083403,0,0.000691142,0.020700236,0,0.013644946,0,0,0,0.014466126,0,0.004022836,0.001078309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022240545,0,0,0.00269207,0,0,0,0,0,0,0.041278086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_79,1000,0.014480868,0.002068792,0.003502375,0.015888621,0,0.021212533,0,0,0,0,0.011174767,0,0,0.008814642,0.025104297,0,0,0.00597233,0,0,0,0,0,0,0,0.002603212,0,0,0,0,0,0,0,0,0,0,0,0,0.002152942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001718492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_63,1000,0.023921061,0,0.000593177,0.005197533,0,0.052614363,0,0.00556219,0,0,0.007269172,0,0,0,0,0,0.011676915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_72,1000,0.017473306,0.006678533,0,0.011839025,0,0.038303457,0,0,0,0,0.017194612,0,0,0.000675483,0,0,0.011832612,0.001121305,0,0,0,0.002575522,0,0,0,0,0,0,0,0.016360638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002577037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_67,1000,0.012846046,0,0.002449201,0.012000671,0,0.010987429,0,0.000956699,0.017151341,0,0.011898287,0,0,0,0.004029298,0,0,0.004471951,0,0,0,0,0,0,0,0,0,0,0.004046145,0.009224382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001275781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005109203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_77,1000,0.045772743,0.081235695,0.010418191,0.003279358,0,0.014734259,0,0.000685017,0.013382863,0,0.004974411,0,0,0,0.025702038,0,0,0.003918945,0.002646863,0,0,0,0,0,0,0.003700648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038946396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_32,1000,0.035107548,0.037631567,0.010050228,0.008163828,0,0.020059903,0,0.00088291,0.040523116,0,0.006722617,0,0,0,0.004029298,0,0,0.010700411,0,0,0,0,0,0,0,0,0,0.001190679,0.005516893,0.084893904,0,0,0,0,0,0,0.000370923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001275781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014110948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_36,1000,0.027087752,0.022033897,0.005924681,0.008534741,0,0.01874318,0,0.001520931,0.031997931,0,0.016030125,0,0,0.004317417,0,0,0,0.002421529,0,0,0,0,0,0,0,0,0,0,0,0.007976202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036514168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_84,1000,0.01901943,0.013540615,0.006390561,0.01470275,0,0,0,0.001953756,0,0,0.006950833,0,0,0.00848792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007273183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_25,1000,0.026963746,0.030089227,0.010038805,0.005128732,0,0.009666275,0,0.001509162,0.046790496,0,0.007918347,0,0,0,0,0,0,0.000247212,0,0,0,0,0,0,0,0,0,0,0.004002148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007291043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_83,1000,0.033899646,0.070406911,0.010860443,0.00852486,0,0.022374117,0,0.000508778,0.030071273,0,0.011933983,0,0,0.001734957,0,0,0,0.003874878,0,0,0,0,0,0,0,0,0,0.001412895,0.001466279,0.109689806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_80,1000,0.030891066,0,0.006850511,0.004367414,0,0.010075875,0,0.00282678,0.032315111,0,0.008843509,0,0,0,0.023379639,0,0,0.004057993,1.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035786845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012489722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_70,1000,0.008617283,0,0.004769765,0.009329836,0,0.008549867,0,0.001484107,0.020823291,0,0.013257702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017429201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_48,1000,0.022311679,0,0.010501427,0.005517863,0,0.026767383,0,0.001736019,0.055506215,0,0.030053589,0,0,0.002781189,0.043377916,0,0,0.00261962,0.000676343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314768,0,0,0.006565838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_45,1000,0.017922407,0.133002609,0.009456784,0.005100569,0,0.024645026,0,0.003904417,0.029827964,0,0.012707194,0,0,0.001938312,0.010741942,0,0,0.001079581,0,0,0,0,0,0,0,0.007305028,0,0,0,0.020229639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002578289,0,0,0,0,0,0.012211247,0,0,0.0064469,0,0,0,0.007707351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_11,1000,0.035420997,0,0.003716089,0.001788567,0,0.013412347,0.013837399,0.003235531,0.079283668,0.000944983,0.011570708,0,0,0.000996342,0.021165742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002743471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_40,1000,0.032503781,0,0.018612702,0.007431177,0,0.024804223,0,0.001864264,0.058993057,0.000556284,0.013851152,0,0,0,0.00043659,0,0,0.002131668,0.001619051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002545139,0,0,0,0,0,0,0,0,0.030148076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_06,1000,0.007511396,0,0.005041475,0.005202891,0,0.015044895,0,0.003331189,0.012338647,0.014988713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002545199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001101504,0,0,0,0,0,0,0,0,0.001663198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_10,1000,0.01703621,2.52E-05,0.011463404,0.00329875,0,0.022958831,0,0.002122838,0.007707939,0.003506585,0.021683632,0,0,0,0.001329828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004068503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_43,1000,0.057735984,0,0.017832647,0.001533094,0,0.046117536,0.008705516,0.000142077,0.083792674,0,0.006561569,0,0,0.004149723,0.047180636,0,0,0.000541258,2.31E-05,0,0,0,0,0,0,0.008639501,0,0,0,0,0,0,0,0,0,0,0.036932489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001693087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_71,1000,0.032670868,0,0.018787616,0.005451669,0,0.051631078,0,0,0.030054249,0,0.02431946,0,0,0.004543677,0.002358189,0,0,0,0.008235414,0,0,0,0,0,0,0.029508397,0,0,0,0,0,0,0,0,0,0,0,0,0.011742713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_22,1000,0.025621997,0,0.014658048,0.009246869,0,0.012447273,0,0.001019713,0.028045681,0,0.014125445,0,0,0.011259277,0.013519713,0,0,0,0.00511331,0,0,0,0,0,0,0.006796081,0,0,0.001936429,0,0,0,0,0,0,0,0,0,0.001934995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000886495,0,0,0.007686311,0,0,0.003527066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_60,1000,0.015836059,0.02458258,0.006200389,0.001715872,0,0.03057914,0,0.001398047,0.024784357,0,0.008998182,0,0,0,0.000590462,0,0,0.006324362,0,0,0,0.001820359,0,0,0,0.00088616,0,0.01987196,0,0,0,0,0,0,0,0,0.020804013,0,0.003997126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009553197,0,0,0,0.002298805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_78,1000,0.02008252,0.02284868,0,0.008379398,0,0.048023909,0,0.006211712,0,0,0.007336131,0,0,6.59E-05,0,0,0.01077533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_46,1000,0.060861875,0,0.021015102,0.003128422,0,0.057656004,0.008021696,0.001055144,0.063636647,0,0.000104407,0,0,0.008731372,0.000730785,0,0,0,0,0,0,0,0,0,0,0.029998214,0,0.005830048,0,0,0,0,0,0,0,0,0.027288151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001693087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_82,1000,0.022183755,0,0.006213001,0.011832459,0,0,0,0.001753708,0,0,0.002958934,0,0,0.00015118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007572861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004899793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_27,1000,0.041340012,0,0.011389913,0.004044826,0,0.094252322,0,0.000716556,0.001654794,0,0.022583903,0,0,0,0.015360253,0,0.002892597,0.003295939,0.000325004,0,0.00853335,0,0,0,0,0.010405996,0,0,0.001471014,0,0,0,0,0,0,0,0.045792835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002020515,0,0,0,0,0,0,0,0.015004609,0,0,7.84E-05,0,0,0,0.015141538,0,0,0.071277862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_18,1250,0.041038079,0,0.001428565,0.004053361,0,0.014414597,0,0.00527973,0,0,0.001995967,0,0,0,0.014382577,0,0.007763726,0.004923072,0.002769081,0,0,0,0,0,0,0.000177058,0,0,0,0,0.010070629,0,0,0,0,0,0.01846586,0,0.000592949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182063351,0.00793128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002841809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_15,1250,0.036081001,0,0.000103728,0.006310234,0,0.019804139,0,0.003251648,0,0,0,0,0,0,0.045426582,0,0.008191041,0.001561141,0,0,0,0,0,0,0,0,0.001842026,0,0,0.026915139,0.013613483,0,0,0,0,0,0.026730139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_03,1250,0.014069129,0.388525081,0,0.008347866,0,0,0.006359286,0.000436368,0,0,0.007721239,0,0,0,0.001884164,0,0,0,0.001221558,0,0,0,0,0,0,0,0,0.005988034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_34,1250,0.017109137,0.399356093,0,0.00436465,0,0,0.005461895,0.000159471,0,0,0.017643168,0,0,0,0.00117805,0,0,0,0.002118607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000445734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000385741,0.016035928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_57,1250,0.033969608,0,0.006136478,0.008457692,0,0.075345531,0.004611452,0.000389452,0,0,0.015978719,0,0,0.053565348,0.002214441,0,0,0.00297435,0,0,0,0,0,0,0,0,0,0.012578169,0,0,0,0,0,0,0,0,0.048545307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001753141,0,0,0.004169459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_16,1250,0.030141733,0,0.000676768,0.006032788,0,0.013206532,0,0.002497895,0,0,0.001454126,0,0,0,0.024793017,0,0.005574057,0.008333904,0,0,0.000957369,0,0,0,0,0,0.00057475,0,0,0.010837046,0.010524976,0,0,0,0,0,0.022738287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197511524,0.002298245,0,0,0,0,0,0,0,0,0.011183904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_21,1250,0.044622459,0,0.001516501,0.000620252,0,0.037881531,0,0.006500924,0,0,0.00269346,0,0,0,0.023422977,0,0.007941106,0.006260323,0.002342289,0,0,0,0,0,0,0,0,0,0,0,0.008896301,0,0,0,0,0.041505097,0.029754552,0.157270316,0,0.009715342,0,0,0,0,0,0,0,0.003590206,0,0,0.039841695,0,0,0.03840526,0,0,0,0,0,0,0,0,0,0,0.003205843,0,0,0,0,0,0,0.000678356,0.023049814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_37,1250,0.023295695,0,0,0.014024624,0,0,0.007098075,0.000154552,0,0,0.008243019,0,0,0,0,0,0,0.000877216,0.001453326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000444906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00639804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_55,1250,0.023239722,0.133873896,0,0.003849727,0,0,0.00707892,0.00022453,0,0,0.004056567,0,0,0,0.002530703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00664272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_47,1250,0.027971578,0,0,0.005371326,0,0.071583714,0.006969384,0.00027849,0,0,0.007058734,0,0,0.060176555,0.003878934,0,0,0.007147026,0.001063555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018719616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001301092,0,0,0,0,0,0,0,0.009893533,0,0,0.006322176,0,0,0,0.004722841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_51,1250,0.005023665,0,0.005034065,0.006308,0,0.035815728,0,0.000206014,0,0,0.001249381,0,0,0,0,0,0,0,0.000820287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019006484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_27,1250,0.005032391,0,0.005038922,0.005247668,0,0.066645387,0,4.10E-05,0,0,0.000799789,0,0,0,0.004330579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02845747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_05,1250,0.019995352,0,0.004772344,0.002763987,0,0.061268001,0.004549938,0,0,0,0.001031224,0,0,0,0,0,0,0.000575304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049770749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006782197,0,0,0,0,0,0,0.007081309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_26,1250,0.005060162,0,0.005061148,0.002804861,0,0.028020046,0,0.000365792,0,0,0.002578273,0,0,0,0,0,0,2.24E-05,0.005531429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019308576,0,0.000454318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001448331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_35,1250,0.024356126,0.169366724,0,0.009788255,0,0,0.007424556,0,0,0,0.018023017,0,0,0,0.000417451,0,0,0.000152215,0.006243938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005163744,0,0,0,0,0,0,0.013889935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_13,1250,0.005219465,0,0.005226447,0.00524985,0,0.030624718,0,0.002077872,0,0,0.003790277,0,0,0,0,0,0,0.002271747,0.007436837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019942949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001324128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003987777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_128,1250,0.005164877,0,0.005177213,0.010183634,0,0.034119302,0,0.00150076,0,0,0.003189112,0,0,0,0,0,0,0.000131763,0.004187511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019534597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001324128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002623152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_131,1250,0.0048926,0,0.004901829,0.007460772,0,0.033134817,0,0.00132984,0,0,0.006178564,0,0,0,0,0,0,0.000255769,0.006585916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01890406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001260046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_12,1250,0.004779279,0,0.004795694,0.009628098,0,0.032769473,0,0.000402672,0,0,0.003978502,0,0,0,0,0,0,0,0.00252319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017829097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001260046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_33,1250,0.005066099,0,0.005069258,0.007092316,0,0.029994991,0,6.60E-05,0,0,0.005050925,0,0,0,0,0,0,0,0.002347712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019322996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
