"Site","BUFF_DIST","FEATURE_TYPIPELINE","FEATURE_TYHARVEST.AREA","FEATURE_TYMISC.OIL.GAS.FACILITY","FEATURE_TYTRANSMISSION.LINE","FEATURE_TYCONVENTIONAL.SEISMIC","FEATURE_TYLOW.IMPACT.SEISMIC","FEATURE_TYWELL.ABAND","FEATURE_TYWELL.GAS","FEATURE_TYWELL.OTHER","FEATURE_TYWELL.BITUMEN","FEATURE_TYCLEARING.UNKNOWN","FEATURE_TYOPEN.PIT.MINE","FEATURE_TYVEGETATED.EDGE.ROADS","FEATURE_TYROAD.PAVED.UNDIV.2L","FEATURE_TYROAD.GRAVEL.1L","FEATURE_TYROAD.UNIMPROVED","FEATURE_TYHARVEST.AREA.WHITE.ZONE","FEATURE_TYTRAIL","FEATURE_TYCROP","FEATURE_TYROUGH_PASTURE","FEATURE_TYTAME_PASTURE","FEATURE_TYRURAL.RESIDENCE","FEATURE_TYURBAN.RESIDENCE","FEATURE_TYGREENSPACE","FEATURE_TYRECREATION","FEATURE_TYRUNWAY","FEATURE_TYWELL.CASED","FEATURE_TYFACILITY.UNKNOWN","FEATURE_TYURBAN.INDUSTRIAL","FEATURE_TYCLEARING.WELLPAD.UNCONFIRMED","FEATURE_TYGRVL.SAND.PIT","FEATURE_TYVEGETATED.EDGE.RAILWAYS","FEATURE_TYROAD.UNCLASSIFIED","FEATURE_TYBORROWPIT.WET","FEATURE_TYBORROWPIT.DRY","FEATURE_TYBORROWPITS","FEATURE_TYRESIDENCE_CLEARING","FEATURE_TYCAMPGROUND","FEATURE_TYWELL_CLEARED_NOT_CONFIRMED","FEATURE_TYCAMP.INDUSTRIAL","FEATURE_TYOIL.GAS.PLANT","FEATURE_TYTRUCK.TRAIL","FEATURE_TYROAD.GRAVEL.2L","FEATURE_TYROAD.PAVED.UNDIV.1L","FEATURE_TYSUMP","FEATURE_TYDUGOUT","FEATURE_TYCOUNTRY.RESIDENCE","FEATURE_TYMILL","FEATURE_TYROAD.PAVED.2L","FEATURE_TYFACILITY.OTHER","FEATURE_TYSURROUNDING.VEG","FEATURE_TYRLWY.SGL.TRACK","FEATURE_TYWELL_CLEARED_NOT_DRILLED","FEATURE_TYWELL.UNKNOWN","FEATURE_TYCULTIVATION_ABANDONED","FEATURE_TYGOLFCOURSE","FEATURE_TYAIRP.RUNWAY","FEATURE_TYLAGOON","FEATURE_TYRESERVOIR","FEATURE_TYTRANSFER_STATION","FEATURE_TYLANDFILL","FEATURE_TYMINES.PITLAKE","FEATURE_TYRLWY.SPUR","FEATURE_TYROAD.PAVED.1L","FEATURE_TYCANAL","Gridcll","Lab"
"LU2-110",2000,0,0.482524717455159,0,0,0.00535657528392977,0,0,0,0,0,0,0,0.00868426778805106,0,0.00335875542362366,0.00166875542203869,0,0.00212150890162788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030442992135121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-110","ACME"
"LU2-119",2000,0.0103885150294532,0.287181504747033,0,0,0.00688671714722707,0,0.00541275721870289,0,0.00133860863563119,0,0,0,0.0197943630791269,0.00529004073229386,0.00277710928561724,0.00436072089532533,0,0.00177258066016188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247085285173578,0,0,0,0,0,0,0,0,0.00122768804761273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-119","ACME"
"LU2-123",2000,0.0227918235964273,0.0685650063937975,0,0.0362059585567922,0.00975744510457874,0,0.00311901334521764,0,0,0,0,0,0.0204231296388295,0.00237089570027945,0.00455485595906317,0.00025431974619945,0,0.00267953165117712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200562810524798,0.00227534009194953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-123","ACME"
"LU2-13",2000,0,0.296685356512158,0,0,0.00636136856524972,0,0,0,0,0,0,0,0.00399197766663217,0,0.00328286827582794,0.000509673231721849,0,0.0019573802021364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-13","ACME"
"LU2-137",2000,0.00341697398686682,0.0541228618023626,0,0,0.00892703464131784,0,0.00392978157726539,0,0,0,0,0,0.00932183937730342,0,0.00323219806367003,0,0,0.00113915036245791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000933839156735612,0.00281557080601251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-137","ACME"
"LU2-143",2000,0,0.329699195528882,0,0,0.00604877102938624,0,0.000636299029092784,0,0,0,0.00134157579220102,0,0.00678414013030592,0,0.00308897125412874,0,0,0.00278944079768426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000576278798863665,0,0,0,0,0,0,0.00136902095158189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-143","ACME"
"LU2-15",2000,0,0.1042791476144,0,0,0.0076419115055426,0,0.00063625610796571,0,0,0,0,0,0.00350107010199563,0,0.00327304576600797,0,0,0.00143996398018102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-15","ACME"
"LU2-153",2000,0.012173315759557,0.163458770569095,0,0,0.00223680156821396,0,0.00187611994361684,0.000804769534185156,0,0,0,0,0.00252240186904718,0,0,0.00352061825160312,0,0.000957433529134272,0,0,0,0.000158446497335884,0,0,0,0,0,0,0,0,0,0,0,0,0.00110547540435893,0,0,0,0,0,0,0.000673648385660861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-153","ACME"
"LU2-155",2000,0.00278356559215144,0.145444413982168,0,0,0.00711985569687135,0,0.00106505751098714,0,0,0,0,0,0.00339631792943044,0,0.00327682173514504,0,0,0.00385530930940528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000612005865173641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-155","ACME"
"LU2-17",2000,0,0.368095450224989,0,0,0.00720152120078726,0,0,0,0,0,0,0,0.00721125035734211,0,0.00320768375756865,0,0,0.000994760644568892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00407620165114086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-17","ACME"
"LU2-18",2000,0,0.324243393847485,0,0,0.00683665791558821,0,0.000120722083473833,0,0,0,0.00134157579220098,0,0.00843129029043971,0,0.00329066335072388,0.00156633039562233,0,0.00242933242088932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000775041180453339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-18","ACME"
"LU2-20",2000,0.00509502704224129,0.0783343979792065,0,0,0.00603030316643297,0,0.00259985272365345,0,0,0,0.000635142609346679,0,0.00980578780093316,0,0.00330845049757374,0,0,0.0019368256197741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178006983986632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-20","ACME"
"LU2-21",2000,0.00507138672098869,0.0670913012361552,0,0,0.00549386608476238,0,0.00468282358297387,0,0,0,0.0006351426093467,0,0.00933517364060153,0,0.00310365834132762,0,0,0.00144583893472257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000933839156735644,0.001550891332093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-21","ACME"
"LU2-24",2000,0.00916978311121251,0.333428381467889,0,0,0.00804778291550296,0,0.00417048893286776,0.000905905119221977,0.00133860863563117,0,0,0,0.00507947614999585,0,0.0011728617674751,0.00432628614087819,0,0.00261691261923712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122768804761271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-24","ACME"
"LU2-25",2000,0.00385079948346931,0.155354782196624,0,0,0.0123974963529655,0,0.00197167010343904,0,0,0,0.000635142609346683,0,0.0102202012910653,0,0.00345021752392704,0,0,0.00142326067776135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00316414201358907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-25","ACME"
"LU2-26",2000,0.000394187782702069,0.156407995916838,0,0,0.0051750384252791,0,0.000720798872489273,0.000905647295495713,0,0,0,0,0.00335565518848191,0,0.00329426232256872,0,0,0.00376330598598309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-26","ACME"
"LU2-27",2000,0.00993572004523881,0.116255394860528,0.000417126558340564,0,0.01040508255266,0,0.00179907552792064,0,0,0,0,0,0.0220930063769444,0,0.00663167953165476,0.00132161577097676,0,0.00309417411143221,0,0,0,0,0,0,0,0,0,0,0,0.0008804276779892,0,0,0,0,0.00116989944982718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-27","ACME"
"LU2-29",2000,0,0.0756313845460398,0,0,0.00750674680602505,0,0,0,0,0,1.9767895171694e-05,0,0.00913928375920555,0,0.000322280141371469,0,0,0.000905387308154417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000701880518814205,0.00462357164988506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-29","ACME"
"LU2-30",2000,0,0.110808930625046,0,0,0.00924789628049658,0,0.000663021322728682,0,0,0,0.000667726073145687,0,0.00900553398829539,0,0.00033650412431528,0,0,0.000669881636641337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00374915971340756,0.00452748733638178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-30","ACME"
"LU2-31",2000,0,0.0430604260713308,0,0,0.0096403653585184,0,0.000574047410655376,0,0,0,0,0,0.00867087016166477,0,0,0,0,0.00254229891472694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014086638380448,0.00458844345388434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-31","ACME"
"LU2-32",2000,0,0.0212309402963884,0,0,0.00460119626733796,0,0.000779810688376269,0,0,0,0.000376968073671987,0,0.00932806740289088,0,0.000947379598016869,0.00141245251045489,0,0.00165690579367052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111087805740678,0,0,0,3.7452838241569e-05,0.00384136938662648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-32","ACME"
"LU2-33",2000,0,0.235268578350737,0,0,0.00886606425037915,0,0.000574047410655339,0,0,0,0,0,0.00847249313302115,0,0,0,0,0.00121644158419525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140866383804471,0.00447146120815816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-33","ACME"
"LU2-34",2000,0,0.205424471528234,0,0,0.00608720329316295,0,0,0,0,0,0,0,0.00376167008634298,0,0.00329409088018802,0.00028817181657423,0,0.00205033453894592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-34","ACME"
"LU2-36",2000,0,0.115620738902005,0,0,0.00887482248475631,0,0.000636262934214071,0,0,0,0,0,0.00311748191506429,0,0.00264301913982377,0,0,0.00218353933789391,0,0,0,0,0,0,0,0,0,0,0,0.000624919111845325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00679861963434176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-36","ACME"
"LU2-38",2000,0,0.173284376941933,0,0,0.0103896760109991,0,0,0,0,0,0,0,0.00807628202456764,0,0.0032166913681293,0,0,0.00072561585844729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385784196459506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-38","ACME"
"LU2-39",2000,0,0.482044154397129,0,0,0.00665157263200336,0,0,0,0,0,0,0,0.00772446967632428,0,0.00328349762626714,0.000806089365668385,0,0.00180064461786132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00370708433614727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-39","ACME"
"LU2-40",2000,0.00234833511221169,0.0456942796908466,0,0,0.00945205072714561,0,0.00345974546881614,0,0,0,0,0,0.00943459406773217,0,0.00328382960927116,0,0,0.00146106276214342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000933839156735623,0.00284986272811776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-40","ACME"
"LU2-42",2000,0,0.377674213209308,0,0,0.00655597662199455,0,0.000636299029092807,0,0,0,0.00134157579220107,0,0.00829129712770962,0,0.00368630153715154,0.000373093185531766,0,0.00255916845194229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000829570120430173,0,0,0,0,0,0,0.000365045424331612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-42","ACME"
"LU2-44",2000,0,0.207089712531522,0,0,0.00449811858716186,0,0.00118288530282807,0,0,0,0,0,0.00491225704188371,0,0.00326374962633047,0,0,0.00260356683222596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000452517000535436,0,0,0,0,0,0,0.000611403383610984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-44","ACME"
"LU2-46",2000,0.0052263877174238,0.105847138780855,0,0,0.00963815417758295,0,0,0,0,0,0.00220443855416493,0,0.00294403984196407,0,0,0.00334463135911721,0,0.00286043956972636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-46","ACME"
"LU2-47",2000,0.00697029793214875,0.160080699714741,0.000417126558340568,0,0.0125354313893866,0,0.000636450847387751,0,0,0,0,0,0.00962704587906834,0,0.00317638814901804,0.000253577869656699,0,0.00195282455756625,0,0,0,0,0,0,0,0,0,0,0,0.00088042767798921,0,0,0,0,0.00316414201358911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-47","ACME"
"LU2-50",2000,0.00850596014242367,0.150033355824515,0,0,0.00606697724051339,0,0.000947391213136048,0,0,0,0,0,0.00282509969378505,0,0,0.00368492005699612,0,0.00184741374184351,0,0,0,0.000158446497335865,0,0,0,0,0,0,0,0,0,0,0,0,0.0011054754043588,0,0,0,0,0,0,0.000673648385660777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-50","ACME"
"LU2-51",2000,0.0112202638484269,0.138226645475527,0,0,0.00198391886887086,0,0.00151369621342172,0.00128920110408356,0,0,0,0,0.00271228226643627,0,0,0.00336192002060847,0,0.000630574263401761,0,0,0,0.000158446497335873,0,0,0,0,0,0,0,0,0,0,0,0,0.00110547540435885,0,0,0,0,0,0,0.000673648385660812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-51","ACME"
"LU2-52",2000,0.00408852318196651,0.382889926840809,0,0,0.00254715418597619,0,0.00216048657305102,5.40646256525014e-06,0,0,0,0,0.00584067609070524,0,0.00239406731673005,0.00113598573433789,0,0.00190439962020832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000612005865173611,0,0,0,0,0,0,0.00207053549155004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-52","ACME"
"LU2-54",2000,0.00625521802789722,0.392524004707163,0,0,0.00235827578960411,0,0.00268454607515493,0,0,0,0,0,0.00644909091324739,0,0.00161461712647008,0.00174900053410649,0,0.00140595658601975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000973415587419113,0,0,0,0,0,0,0.00294726946003097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-54","ACME"
"LU2-56",2000,0.00528986690625108,0.397842517582513,0,0,0.00201176768697631,0,0.000787968482931055,0.000715899198796813,0,0,0,0,0.00525444670250773,0,0.000309062535835018,0.00317429131082877,0,0.000865117934765974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000996207176264017,0,0,0,0,0,0,0.00157861988924493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-56","ACME"
"LU2-57",2000,0.00288626847169906,0.176107645282091,0,0,0.00608721823230615,0,0.000636284549728546,0.00129028688560619,0,0,0,0,0.00195027120566707,0,0,0.00173331698642508,0,0.00124488121222435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-57","ACME"
"2-0-CA22B",2000,0.00668551736685974,0.34349718913834,0,0,0.00733338550845107,0,0.00348412384292701,0.000905905119222011,0,0,0,0,0.00419394745715602,0,0,0.00404615485243994,0,0.00188545962976891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000373007615726566,0,0,0,0,0,0,0,0,0,0,0,0,0.000126354119716233,0,0,0,0,0,0,3.20168212876303e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-22","ABMI"
"2-0-CA16B",2000,0.0017146435629403,0.0329432212145006,0,0,0.00883498730366626,0,0.00152057111977395,0,0,0,0,0,0.00958397563332093,0,0.00334043016382834,0,0,0.0012270437604881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327035840638629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-16","ABMI"
"2-0-CA48B",2000,0.0120638655070914,0.213543670442569,0.000417126558340582,0,0.0127370771417252,0,0.00158867506368935,0,0,0,0.000234206623559977,0,0.0203841742378178,0,0.00609425715735444,0.0014801741547373,0,0.00322307054898631,0,0,0,7.13709220293175e-05,0,0,0,0,0,0,0,0.000880427677989239,0,0,0,0,0.00214062324644643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-48","ABMI"
"2-0-CA49B",2000,0.0127114978324723,0.197287846487369,0,0,0.00448430341353976,0,0.00322592783885901,0,0,0,0.0356658181548824,0,0.0104445514708418,0,0.00453116312840067,0.000602837248141364,0,0.00205302146823874,0,0,0,0.00385304272160753,0,0.00115414892605114,0,0,0,0,0,0,0,0,0.000319516488269159,0,0.000601128849997331,0,0.000422463203004142,0,0,0,0,0.000141038843853759,0,0,0,0,0.0023689664830514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-49","ABMI"
"2-1B1-CA21B",2000,0.00365904718835227,0.0544259226952805,0,0,0.00711520381336226,0,0.003811742259253,0,0,0,0,0,0.00870249331152892,0,0.00290176501460045,0,0,0.000714166524206398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093383915673563,0.00128697559429621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-21","ABMI"
"LU3-05",2000,0.0280345048732276,0,0,0.010822966666861,0.00260286872008496,0.0373882017180991,0.0037528933992454,0.00197857550350391,0,0,0,0,0.00631779835789898,0,0.00315631885268478,0.000275153685323786,0,0.00111813904884668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292434739718303,0,0,0,0.00999909660318204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-05","ACME"
"LU3-07",2000,0.0721614913926929,0.11230002852906,0.00762855921481725,0.0202569161112699,0.00422717472840667,0.0125931886944862,0.00427297149682071,0.00414279961363579,0,0,0.00204516332540172,0,0.00662896042489806,0,0.000106490290988697,0.00531270149412092,0,0.00287328385778026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000225929316036503,0,0,0,0,0,0,0.0144980571906148,0,0,0.00513819867583707,0,0,0,0,0,0,0.0107266041452491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-07","ACME"
"LU3-10",2000,0.0352463431434643,0.0283493516787026,0,0.0196454811502052,0.00273710901509077,0.0207476346592186,0.0190938638248271,0.0042424484391653,0,0,0.00240605118129507,0,0.0126480231957357,0,0.0015251457447465,0.00283923732489894,0,0.00197630955755886,0,0,0,0,0,0,0,0,0,0,0,0.000640801267614846,0,0,0,0,0.00169081623184261,0.000367782502842055,0,0,0,0,0,0.000678697099155874,0.00447322123864003,0,0.00713375021691115,0,0,0,0,0.00511111405974132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-10","ACME"
"LU3-102",2000,0.0129229700157199,0,0,0,0.00418002243732605,0.0223968278353684,0.00370014454802939,0.00261492007228906,0.000779981850369542,0,0,0,0.00683136955386992,0,0.0033198939891831,0.00110889004390065,0,0.000107090204418185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292434739718284,0,0,0,0.0099990966031814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-102","ACME"
"LU3-103",2000,0.00929577655261243,0.00372773685376937,0,0,0.00603944041393467,0.0317359352891587,0.00415100568523365,0.000893707587797894,0,0,0.000185767248489945,0,0.00299732838200488,0,0.00139347374503642,0.000613063714726511,0,0.000101574536795745,0,0,0,0,0,0,0,0,0.000835828196166376,0,0,0,0,0,0,0,0,0,0,0,0,0.000867224611585242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-103","ACME"
"LU3-111",2000,0.029746387027172,0.00458939439165647,0,0,0.0047777010585102,0.0060234063130744,0.000795581581565982,0.00426010088863168,0,0,0.00147252774628992,0,0.0071261782172642,0,0.00262900112231141,0.00131198989251833,0,0.00120111936289698,0,0,0,0,0,0,0,0.00346436308429177,0.00341141558761414,0.00260446007637843,0,0,0,0,0,0,0,0.0014703258573257,0,0,0,0,0,0,0,0.000419643676654128,0.00566701052491737,0,0,0,0,0,0.0270779324588533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-111","ACME"
"LU3-126",2000,0.0290953210127646,0,0,0.00410788937941055,0.00817483416194631,0.0369008757438161,0.0214969819401513,0,0.0119017415419949,0.00909840795721191,0,0,0,0,0,0.00409487103488719,0,0.000354183820207893,0,0,0,0,0,0,0,0,0.005086730049203,0,0,0.000701924910465615,0,0,0,0,0,0,0,0,0,0,0,0.000536057633652074,0,0,0.00368318023883911,0,0,0,0,0,0,0,0.00367335743234327,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-126","ACME"
"LU3-129",2000,0.0746285418110307,0,0.00746688796866552,0.00970823339055756,0.00314035480214981,0.022831133252051,0.0260480137542578,2.2434462132751e-06,0.036574180434038,0.0475745378526448,0.00664521132896378,0.0308650083410673,0.0124790972374081,0,0.00263770395796788,0.0099742299185115,0,0,0,0,0,0,0,0,0,0,0.00123245044735764,0,0,0.00489117947353969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-129","ACME"
"LU3-13",2000,0.00452442794286382,0.0134943688154211,0,0,0.00680301354494072,0.0255683328507188,0.00817921386707003,0.00128843743370953,0.000429523903679063,0,0,0,0.00976999708075213,0.00485316524705504,0,0.00228980823805213,0,0.000274184302518692,0,0,0,0,0,0,0,0,0.00123991426618033,0,0,0,0.0251047103921231,0,0,0,0,0,0,0,0,0,0,0.000228720423966589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-13","ACME"
"LU3-131",2000,0.00923165295656127,0.0743862956501723,0,0,0.00694431377425359,0.0214333637525486,0.00216185648644782,0,0,0,0.000185767248489924,0,0,0,0,0.000439027101139126,0,0.000462200457230396,0,0,0,0,0,0,0,0,0.001505261423376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-131","ACME"
"LU3-137",2000,0.0308864295816763,0.0108433896364915,0.00320072193084731,0,0.00563431686672216,0.00620052021052016,0.00193724422982238,0.000644989538506945,0.000816446155947726,0,0.00367116836144497,0,0.0156849965389785,0.00462631548134572,0.00249630645650139,0.00333192577308083,0,0.000179532373722953,0,0,0,0,0,0,0,0,0,0.0106857192663355,0,0,0.011639221837579,0,0,0.00370432389715979,0.00183209013098924,0,0,0,0,0,0,0,0,0.000991737308263824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-137","ACME"
"LU3-14",2000,0.00128204105004178,0,0,0,0.0057473058279268,0.0237103564390807,0.00879311188854436,0.000643975313124955,0.000429523903679071,0,0.000277333070853796,0,0.0113547468094064,0.00567822597059427,0,0.00278617622798246,0,8.58004665596545e-05,0,0,0,0,0,0,0,0,0.00123991426618036,0,0,0,0.0208717010346192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-14","ACME"
"LU3-147",2000,0.064685910914149,0,0.0218645342434,0.0123848973250583,0.00529532861845256,0.0167024190349709,0.024817817432664,0.000644276367758835,0.0151824980930986,0.0270565322584394,0.0057761237055668,0,0.00638444643028577,0,0,0.0112734589562898,0,0.0002674667214166,0,0,0,0,0,0,0,0,0.0103710703713563,0,0,0.002817871039185,0,0,0,0.0117204429228674,0,0,0,0,0,0,0,0.000803701759834652,8.33767321292783e-05,0,0.0129967243154573,0,0,0,0,0,0,0,0,0,0,0,0,0.000610723366568563,0,0,0,0,0,0,0,"LU3-147","ACME"
"LU3-15",2000,0.00750991858062619,0,0,0,0.00989799876628637,0.0047253294645158,0.00318530434889394,0,0.00311322150560612,0,0.000654029509186427,0,0.00844745979181612,0,0,0.00358086800654642,0,0.000457594977619475,0,0,0,0,0,0,0,0,0.00157830096545759,0,0,0.000542867897483968,0,0,0,0,0.00185588934127214,0,0,0,0,0,0,0.00225012255111069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-15","ACME"
