"Site","BUFF_DIST","FEATURE_TYPIPELINE","FEATURE_TYHARVEST.AREA","FEATURE_TYMISC.OIL.GAS.FACILITY","FEATURE_TYTRANSMISSION.LINE","FEATURE_TYCONVENTIONAL.SEISMIC","FEATURE_TYLOW.IMPACT.SEISMIC","FEATURE_TYWELL.ABAND","FEATURE_TYWELL.GAS","FEATURE_TYWELL.OTHER","FEATURE_TYWELL.BITUMEN","FEATURE_TYCLEARING.UNKNOWN","FEATURE_TYOPEN.PIT.MINE","FEATURE_TYVEGETATED.EDGE.ROADS","FEATURE_TYROAD.PAVED.UNDIV.2L","FEATURE_TYROAD.GRAVEL.1L","FEATURE_TYROAD.UNIMPROVED","FEATURE_TYHARVEST.AREA.WHITE.ZONE","FEATURE_TYTRAIL","FEATURE_TYCROP","FEATURE_TYROUGH_PASTURE","FEATURE_TYTAME_PASTURE","FEATURE_TYRURAL.RESIDENCE","FEATURE_TYURBAN.RESIDENCE","FEATURE_TYGREENSPACE","FEATURE_TYRECREATION","FEATURE_TYRUNWAY","FEATURE_TYWELL.CASED","FEATURE_TYFACILITY.UNKNOWN","FEATURE_TYURBAN.INDUSTRIAL","FEATURE_TYCLEARING.WELLPAD.UNCONFIRMED","FEATURE_TYGRVL.SAND.PIT","FEATURE_TYVEGETATED.EDGE.RAILWAYS","FEATURE_TYROAD.UNCLASSIFIED","FEATURE_TYBORROWPIT.WET","FEATURE_TYBORROWPIT.DRY","FEATURE_TYBORROWPITS","FEATURE_TYRESIDENCE_CLEARING","FEATURE_TYCAMPGROUND","FEATURE_TYWELL_CLEARED_NOT_CONFIRMED","FEATURE_TYCAMP.INDUSTRIAL","FEATURE_TYOIL.GAS.PLANT","FEATURE_TYTRUCK.TRAIL","FEATURE_TYROAD.GRAVEL.2L","FEATURE_TYROAD.PAVED.UNDIV.1L","FEATURE_TYSUMP","FEATURE_TYDUGOUT","FEATURE_TYCOUNTRY.RESIDENCE","FEATURE_TYMILL","FEATURE_TYROAD.PAVED.2L","FEATURE_TYFACILITY.OTHER","FEATURE_TYSURROUNDING.VEG","FEATURE_TYRLWY.SGL.TRACK","FEATURE_TYWELL_CLEARED_NOT_DRILLED","FEATURE_TYWELL.UNKNOWN","FEATURE_TYCULTIVATION_ABANDONED","FEATURE_TYGOLFCOURSE","FEATURE_TYAIRP.RUNWAY","FEATURE_TYLAGOON","FEATURE_TYRESERVOIR","FEATURE_TYTRANSFER_STATION","FEATURE_TYLANDFILL","FEATURE_TYMINES.PITLAKE","FEATURE_TYRLWY.SPUR","FEATURE_TYROAD.PAVED.1L","FEATURE_TYCANAL","Gridcll","Lab"
"LU2-03",250,0,0,0,0,0.0409076097787411,0,0.020291215486936,0,0,0,0,0,0.000958156506617337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000815135489194637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-03","ACME"
"LU2-05",250,0,0,0,0,0.00832921787976579,0,0,0,0,0,0,0,0.0228589987632824,0,0.0227333693798089,0,0,0.0128774014955584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-05","ACME"
"LU2-100",250,0.0482511339494509,0.0267109380113723,0,0,0.00259426927315759,0,0,0,0,0,0,0,0.0720332266760609,0,0.0215211804142127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-100","ACME"
"LU2-101",250,0,0,0,0,0,0,0,0,0,0,0,0,0.0216805791622068,0,0.0216347501067141,0,0,0.000893441964023714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-101","ACME"
"LU2-106",250,0.021844585853233,0,0,0,0.00439450898359192,0,0,0.0391248132950514,0,0,0,0,0.0291575916563377,0,0.0125212772462406,0.00742313950274814,0,0,0.000715356786759354,0,0.015329210496843,0.00346311042402473,0,0,0,0,0,0,0,0,0,0.12709113032115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244025261471673,0,0,0,0,0,0,0,0,0,0,0,0,0.0196060386102269,"LU2-106","ACME"
"LU2-110",250,0,0.0322886979403347,0,0,0.00983267383773153,0,0,0,0,0,0,0,0.0587435378513627,0,0.0212143650381945,0.0121375167809383,0,0.00564707853393354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-110","ACME"
"LU2-119",250,0,0.192180317846697,0,0,0,0,0,0,0,0,0,0,0.0123605234041454,0,0.0245345097197748,0,0,0.0100887380714843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-119","ACME"
"LU2-123",250,0,0,0,0,0.026299612344432,0,0.00682772633201706,0,0,0,0,0,0.0451537152452798,0,0.0131117804797907,0,0,0.00863769668907644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-123","ACME"
"LU2-13",250,0,0,0,0,0.0168229459327928,0,0,0,0,0,0,0,0.01927102029205,0,0.0192853503139856,0,0,0.00416242931264932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-13","ACME"
"LU2-137",250,0.0136043061492887,0.159757925171796,0,0,0.0173319854101169,0,0,0,0,0,0,0,0.0669601024689642,0,0.0224297570772419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054016676619432,0.0582793737860963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-137","ACME"
"LU2-143",250,0,0,0,0,0.0140362481268862,0,0,0,0,0,0,0,0.0147396069183312,0,0,0,0,0.0178844068867701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147423142230943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-143","ACME"
"LU2-15",250,0,0.24441716852794,0,0,0,0,0,0,0,0,0,0,0.0258622081561571,0,0.0230402373308249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-15","ACME"
"LU2-153",250,0.0626817360022532,0.0328506790927053,0,0,0,0,0,0,0,0,0,0,0.0161420144137393,0,0,0.0212094116656677,0,0,0,0,0,0.000276400330470852,0,0,0,0,0,0,0,0,0,0,0,0,0.0145888993365355,0,0,0,0,0,0,0.0292669719150246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-153","ACME"
"LU2-155",250,0,0.670866136437436,0,0,0.000666380111115841,0,0,0,0,0,0,0,0.0179931409883994,0,0.0181581680320269,0,0,0.00391240548030275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-155","ACME"
"LU2-17",250,0,0.300369942837972,0,0,0,0,0,0,0,0,0,0,0.0449405387263808,0,0.0223616712664368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00824488936003016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-17","ACME"
"LU2-18",250,0,0,0,0,0,0,0,0,0,0,0,0,0.0383640597145523,0,0.0193443139829071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-18","ACME"
"LU2-20",250,0,0.395190307113879,0,0,0.0149137538566666,0,0.0199994499596537,0,0,0,0,0,0.059497320115688,0,0.0197375585103821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-20","ACME"
"LU2-21",250,0,0,0,0,0.00678487791593314,0,0,0,0,0,0,0,0.0559416464537522,0,0.0182414806730959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-21","ACME"
"LU2-24",250,0.0142490228510276,0.393036840541096,0,0,0.00674646537595845,0,0,0,0,0,0,0,0.0249060762861888,0,0,0.0249203518464329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-24","ACME"
"LU2-25",250,0,0,0,0,0.0212462508120225,0,0,0,0,0,0,0,0.0264290887155182,0,0.0106798767874282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-25","ACME"
"LU2-26",250,0,0,0,0,0,0,0,0,0,0,0,0,0.0236176016407062,0,0.0224113941262591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-26","ACME"
"LU2-27",250,0.0470692308735471,0,0,0,0.00699328619109847,0,0.000612490153767277,0,0,0,0,0,0.0686961211055943,0,0.0199437404111005,0,0,0.00587065815585045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-27","ACME"
"LU2-29",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-29","ACME"
"LU2-30",250,0,0,0,0,0.00502160872036165,0,0,0,0,0,0,0,0.0482810439622995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02627814318635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-30","ACME"
"LU2-31",250,0,0,0,0,0,0,0,0,0,0,0,0,0.039883197069744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213239830364523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-31","ACME"
"LU2-32",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00807619746798625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-32","ACME"
"LU2-33",250,0,0.413753959882465,0,0,0,0,0,0,0,0,0,0,0.0519008221051554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278532948697515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-33","ACME"
"LU2-34",250,0,0.0060418268028357,0,0,0,0,0,0,0,0,0,0,0.0193775611697151,0,0.0177413044901453,0,0,0.00948831083774934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-34","ACME"
"LU2-36",250,0,0.149021576084247,0,0,0.00305551357382422,0,0,0,0,0,0,0,0,0,0,0,0,0.00749707828711681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-36","ACME"
"LU2-38",250,0,0.0450958800511316,0,0,0.00421749130581769,0,0,0,0,0,0,0,0.0449326528402649,0,0.0146220776354159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-38","ACME"
"LU2-39",250,0,0.620451848265014,0,0,0.00183114188889345,0,0,0,0,0,0,0,0.0441951771950903,0,0.0216717076768169,0,0,0.00584892841697645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275560497009847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-39","ACME"
"LU2-40",250,0,0,0,0,0,0,0,0,0,0,0,0,0.0544429344221471,0,0.0245915605741486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246611737066393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-40","ACME"
"LU2-42",250,0,0.703681901257998,0,0,0,0,0,0,0,0,0,0,0.0206368909784191,0,0.00822410717642003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-42","ACME"
"LU2-44",250,0,0.585948932851783,0,0,0,0,0,0,0,0,0,0,0.00382338218933367,0,0.00734192738619659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-44","ACME"
"LU2-46",250,0,0,0,0,0.00484162031782276,0,0,0,0,0,0,0,0,0,0,0,0,0.00971433777427038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-46","ACME"
"LU2-47",250,0,0,0,0,0.0280087997350862,0,0,0,0,0,0,0,0.0570920301149567,0,0.0194835645609449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020610327969783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-47","ACME"
"LU2-50",250,0,0.661632371868216,0,0,0,0,0,0,0,0,0,0,0.0199896776674806,0,0,0.0283976636640712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-50","ACME"
"LU2-51",250,0,0,0,0,0,0,0,0,0,0,0,0,0.0221158282090652,0,0,0.0264483375724939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-51","ACME"
"LU2-52",250,0,0.577267168675728,0,0,0,0,0,0,0,0,0,0,0.0280369534583458,0,0.0222894927985813,0,0,0.0050902123290271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-52","ACME"
"LU2-54",250,0,0.444851966416,0,0,0.000938014947632488,0,0,0,0,0,0,0,0.0150603163695354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150653986448205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-54","ACME"
"LU2-56",250,0,0.650930713446176,0,0,0.00462432773462257,0,0,0,0,0,0,0,0.0207937159751634,0,0,0.0225419634233167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079546532296249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-56","ACME"
"LU2-57",250,0.00906871554879256,0.262766379397579,0,0,0.0142626283219953,0,0,0.0367608119558139,0,0,0,0,0.0165520041635932,0,0,0.0160272324179801,0,9.91705575650961e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-57","ACME"
"2-0-CA22B",250,0,0.0886581468618094,0,0,0.0458718312648421,0,0.00776598622667054,0,0,0,0,0,0.0120554112789798,0,0,0.0121212990829098,0,7.3734157560595e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-22","ABMI"
"2-0-CA16B",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-16","ABMI"
"2-0-CA48B",250,0.0534442801752142,0.707816907982688,0,0,0,0,0,0,0,0,0,0,0.0384567896376631,0,0.0144639826901658,0,0,2.61671589652667e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-48","ABMI"
"2-0-CA49B",250,0.0507612995362302,0.700918910576094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-49","ABMI"
"2-1B1-CA21B",250,0.00583209002187173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU2-21","ABMI"
"LU3-05",250,0,0,0,0,0.0119702129416736,0.00601076943674984,0,0,0,0,0,0,0.0257957672146055,0,0.0136014406878145,0.00498447125013737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018715823341973,0,0,0,0.245055591464507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-05","ACME"
"LU3-07",250,0.204699605264745,0,0,0.148765058479546,0.0111069522887883,0.0171988241680997,0,0,0,0,0,0,0,0,0,0.0205221805154196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-07","ACME"
"LU3-10",250,0.0150025106840304,0,0,0.0868612224975698,0,0.0290583053664577,0.0328613237202228,0,0,0,0,0,0.0639706739599561,0,0,0.010105307714703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228790252497452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-10","ACME"
"LU3-102",250,0.0733588611802843,0,0,0,0.0138504286662964,0.0125267221480107,0,0,0,0,0,0,0.0273160636564042,0,0.0133543109252075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-102","ACME"
"LU3-103",250,0.0332596401372044,0,0,0,0.0158009971246649,0.0522515155809628,0,0,0,0,0,0,0,0,0,0,0,0.00162735096756042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-103","ACME"
"LU3-111",250,0.0830331929643565,0,0,0,0.0071909625743862,0.00723414263956521,0,0.0572117060008352,0,0,0,0,0,0,0,0,0,0.00274991602967989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-111","ACME"
"LU3-126",250,0,0,0,0,0.000959746998016641,0.0408383119414514,0,0,0.00216073361249651,0.148325697295067,0,0,0,0,0,0.0131753195841825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121976158019548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-126","ACME"
"LU3-129",250,0.097827918268291,0,0,0,0,0.00666872756719131,0,0,0.0274876153276818,0.0757707114595177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-129","ACME"
"LU3-13",250,0,0,0,0,0.00393961068564686,0.0142879785133813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386481531888896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-13","ACME"
"LU3-131",250,0.0315620771132595,0,0,0,0,0.0587989723880364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342733414451896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-131","ACME"
"LU3-137",250,0.0365638891328159,0,0,0,0,0,0,0,0,0,0.0324953564148207,0,0.0448801630521287,0,0.0227590872015119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-137","ACME"
"LU3-14",250,0,0,0,0,0.0134497390681346,0.0279243889529413,0.0342692563803165,0,0,0,0,0,0.027484814845114,0.0202054608672332,0,0.000180806611945648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-14","ACME"
"LU3-147",250,0.0826502138427237,0,0,0,0,0,0.0334005815151098,0,0.0274946505888578,0,0,0,0.0434468649323972,0,0,0.0183097525242573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271759349729596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-147","ACME"
"LU3-15",250,0.00728958309227334,0,0,0,0.00953984774011848,0.00208902252102131,0,0,0.0259818033670694,0,0,0,0.00642855669317749,0,0,0.0111183257104731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-15","ACME"
"LU3-17",250,0.236608691593599,0,0,0.113185904799862,0,0.018481523965644,0,0,0,0,0,0,0.0200077305773076,0,0,0.019732248026596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-17","ACME"
"LU3-18",250,0,0,0,0,0,0.0145251462076062,0,0,0,0,0,0,0.0142669063872248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274872353332909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014275443675271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-18","ACME"
"LU3-19",250,0,0,0,0,0.00576538564770699,0.00693913750810702,0.0314165500549613,0,0.0478057992310936,0.0897834370192815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-19","ACME"
"LU3-20",250,0.00733271133207947,0,0,0,0,0.00321964941592196,0.0268316432067673,0,0.0548615068208211,0,0,0,0,0,0,0,0,0.0059849555204134,0,0,0,0,0,0,0,0,0.00135667133453327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183409745023605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-20","ACME"
"LU3-21",250,0.137131386594179,0,0,0,0.0189236874933843,0.0129768334352934,0.0407280526925969,0,0,0,0,0,0,0,0,0.00484535385127795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-21","ACME"
"LU3-25",250,0.0515621841873549,0,0,0,0.00449680666560208,0.00465414699657099,0,0,0,0.0447687666988956,0,0,0,0,0,0,0,0.00493945884427223,0,0,0,0,0,0,0,0,0.0685807128334739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-25","ACME"
"LU3-27",250,0,0,0,0,0.0159733524237474,0,0.0131886667002652,0,0,0,0.178265756555094,0,0.0608787289294764,0,0,0.0281560486922727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-27","ACME"
"LU3-28",250,0.0286096472917975,0,0,0,0.0123907362674326,0,0.0193538473775755,0.0515086475060818,0.0233260547759048,0,0,0,0.00765905012053355,0,0,0.00943264929146861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-28","ACME"
"LU3-32",250,0,0.0829794434805036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413837809731553,0,0,0,0,0,0,0,0,0,0,0,0.0838559230134681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LU3-32","ACME"
