"","array","site","buff_dist","red_squirrel","absent_red_squirrel","lc_grassland","lc_coniferous","lc_mixed","lc_broadleaf","lc_shrub"
"42","LU3","LU3_20",500,0,30,0.0380799290221858,0.961920070977875,0,0,0
"43","LU3","LU3_20",750,0,30,0.119220305284054,0.838549314543625,0.0380663111972256,0,0
"44","LU3","LU3_20",1000,0,30,0.153869873678203,0.777799096994547,0.0284858363248493,0,0.00745228432020485
"45","LU3","LU3_20",1250,0,30,0.150073351474488,0.773579731623357,0.0182309352479026,0.0107937819155409,0.0177287820529029
"46","LU3","LU3_20",1500,0,30,0.149768502320898,0.78406193516129,0.0132221909134703,0.0184346534650887,0.0139617336352961
"47","LU3","LU3_20",1750,0,30,0.150008900155625,0.758266708051947,0.0242731936522185,0.028404350431493,0.023948165215954
"48","LU3","LU3_20",2000,0,30,0.14039746190266,0.716120421661829,0.0452808223507429,0.0297506198932881,0.0538955357926704
"49","LU3","LU3_20",2250,0,30,0.118736033552503,0.686751371010948,0.0586318704237694,0.0443126532771537,0.0725321322063429
"50","LU3","LU3_20",2500,0,30,0.0982106563954227,0.667376113693093,0.0674186513292653,0.0533833303404941,0.0899086475760493
"51","LU3","LU3_20",2750,0,30,0.0856124104389283,0.651200542578435,0.0643988677780206,0.0588138189940966,0.110612570177838
"52","LU3","LU3_20",3000,0,30,0.0788798051838382,0.627291726703053,0.0664313930759555,0.0643264527515064,0.128554193771572
"53","LU3","LU3_20",3250,0,30,0.0730223249934368,0.597459819686189,0.0794061424558345,0.0663700632628184,0.148649654268709
"54","LU3","LU3_20",3500,0,30,0.0637953336025089,0.574864209475475,0.0924338576332325,0.0629350052372941,0.172309234106822
"55","LU3","LU3_20",3750,0,30,0.0565804932634332,0.557680795311105,0.101427362338573,0.0584505283382996,0.19134598910434
"56","LU3","LU3_20",4000,0,30,0.0531813906567685,0.544701651910057,0.105330306354401,0.0531850081461894,0.206738550738522
"57","LU3","LU3_20",4250,0,30,0.0509490971705047,0.530541009726869,0.102325347684694,0.050058108294239,0.23055116171452
