array,site,months_active,black_bear,caribou,cougar,coyote,fisher,grey_wolf,lynx,moose,red_fox,red_squirrel,snowshoe_hare,white_tailed_deer,wolverine,absent_black_bear,absent_caribou,absent_cougar,absent_coyote,absent_fisher,absent_grey_wolf,absent_lynx,absent_moose,absent_red_fox,absent_white_tailed_deer,absent_wolverine,absent_snowshoe_hare,absent_red_squirrel
LU15,LU15_21,12,2,0,0,2,2,2,0,1,0,4,3,5,0,6,12,12,10,10,10,12,11,12,7,12,9,8
LU15,LU15_23,12,2,1,0,4,0,1,5,0,0,6,11,5,0,6,11,12,8,12,11,7,12,12,7,12,1,6
LU15,LU15_41,12,4,0,0,1,0,0,1,0,0,1,7,7,0,4,12,12,11,12,12,11,12,12,5,12,5,11
LU15,LU15_25,12,2,0,0,1,0,0,0,4,0,1,1,0,0,6,12,12,11,12,12,12,8,12,12,12,11,11
LU15,LU15_9,11,2,0,0,2,1,1,0,0,0,3,6,1,0,6,11,11,9,10,10,11,11,11,10,11,5,8
LU15,LU15_24,10,2,0,0,2,1,0,0,1,0,7,0,7,0,6,10,10,8,9,10,10,9,10,3,10,10,3
LU15,LU15_46,12,4,0,0,1,0,1,3,1,0,3,6,7,0,4,12,12,11,12,11,9,11,12,5,12,6,9
LU15,LU15_40,12,0,2,0,0,1,1,5,6,0,3,3,1,0,8,10,12,12,11,11,7,6,12,11,12,9,9
LU15,LU15_16,12,4,1,0,2,2,1,3,3,2,1,9,2,0,4,11,12,10,10,11,9,9,10,10,12,3,11
LU15,LU15_4,12,3,4,0,3,0,0,4,1,2,3,5,0,0,5,8,12,9,12,12,8,11,10,12,12,7,9
LU15,LU15_36,12,1,0,0,1,1,0,2,0,0,8,3,0,0,7,12,12,11,11,12,10,12,12,12,12,9,4
LU15,LU15_3,12,2,0,0,2,1,0,0,0,0,11,4,5,0,6,12,12,10,11,12,12,12,12,7,12,8,1
LU15,LU15_15,12,0,0,0,6,0,1,3,1,0,2,5,7,0,8,12,12,6,12,11,9,11,12,5,12,7,10
LU15,LU15_14,12,4,1,0,4,0,0,2,4,0,2,2,7,0,4,11,12,8,12,12,10,8,12,5,12,10,10
LU15,LU15_22,12,3,0,0,0,0,0,1,1,0,1,3,9,0,5,12,12,12,12,12,11,11,12,3,12,9,11
LU15,LU15_61,12,6,0,0,2,1,0,6,2,0,2,9,5,0,2,12,12,10,11,12,6,10,12,7,12,3,10
LU21,LU21_106,12,6,0,0,1,0,1,1,2,0,1,6,8,0,2,12,12,11,12,11,11,10,12,4,12,6,11
LU21,LU21_10,12,1,0,0,0,1,2,0,6,1,4,0,7,0,7,12,12,12,11,10,12,6,11,5,12,12,8
LU21,LU21_16,12,6,0,0,0,5,0,4,7,0,11,8,7,0,2,12,12,12,7,12,8,5,12,5,12,4,1
LU21,LU21_107,12,7,1,0,1,0,1,1,2,0,3,3,7,0,1,11,12,11,12,11,11,10,12,5,12,9,9
LU21,LU21_41,12,1,2,0,0,2,0,1,3,0,3,5,1,0,7,10,12,12,10,12,11,9,12,11,12,7,9
LU21,LU21_63,8,0,0,0,2,1,1,1,1,1,0,0,3,0,4,8,8,6,7,7,7,7,7,5,8,8,8
LU21,LU21_27,12,3,3,0,0,4,1,0,1,0,0,0,2,0,5,9,12,12,8,11,12,11,12,10,12,12,12
LU21,LU21_23,12,3,0,0,0,1,0,1,1,0,4,3,2,0,5,12,12,12,11,12,11,11,12,10,12,9,8
LU21,LU21_21,12,3,0,0,0,1,0,0,5,0,0,0,10,0,5,12,12,12,11,12,12,7,12,2,12,12,12
LU21,LU21_82,12,6,0,0,3,1,0,3,4,0,2,1,10,0,2,12,12,9,11,12,9,8,12,2,12,11,10
LU21,LU21_871,12,7,0,0,2,1,2,2,7,0,0,1,9,0,1,12,12,10,11,10,10,5,12,3,12,11,12
LU21,LU21_164,12,7,0,0,3,0,0,0,2,3,0,0,8,0,1,12,12,9,12,12,12,10,9,4,12,12,12
LU21,LU21_36,12,6,0,0,2,2,5,0,5,0,0,0,8,0,2,12,12,10,10,7,12,7,12,4,12,12,12
LU21,LU21_14,10,5,0,0,0,2,2,2,4,0,1,2,7,0,3,10,10,10,8,8,8,6,10,3,10,8,9
LU21,LU21_32,12,2,2,0,0,0,0,0,3,0,0,0,0,0,6,10,12,12,12,12,12,9,12,12,12,12,12
LU21,LU21_126,12,3,5,0,0,0,2,0,4,0,0,1,0,0,5,7,12,12,12,10,12,8,12,12,12,11,12
LU21,LU21_122,12,4,0,0,0,1,3,1,2,0,0,2,4,0,4,12,12,12,11,9,11,10,12,8,12,10,12
LU21,LU21_56,12,2,0,0,0,0,2,6,2,0,1,1,9,0,6,12,12,12,12,10,6,10,12,3,12,11,11
LU21,LU21_57,12,2,0,0,0,2,0,0,7,0,0,3,8,0,6,12,12,12,10,12,12,5,12,4,12,9,12
LU21,LU21_9,11,7,0,1,3,0,3,1,5,0,3,0,9,0,1,11,10,8,11,8,10,6,11,2,11,11,8
LU21,LU21_98,12,3,0,0,0,1,0,0,4,0,1,0,2,0,5,12,12,12,11,12,12,8,12,10,12,12,11
LU21,LU21_119,12,2,0,1,0,0,0,3,4,0,1,8,10,0,6,12,11,12,12,12,9,8,12,2,12,4,11
LU21,LU21_52,12,6,0,0,3,0,1,8,2,0,2,8,7,0,2,12,12,9,12,11,4,10,12,5,12,4,10
LU21,LU21_59,12,2,0,0,0,0,1,0,8,0,0,0,6,0,6,12,12,12,12,11,12,4,12,6,12,12,12
LU21,LU21_68,12,6,0,0,4,0,0,0,5,2,3,1,10,0,2,12,12,8,12,12,12,7,10,2,12,11,9
LU21,LU21_109,12,1,0,0,1,0,0,2,0,0,1,2,6,0,7,12,12,11,12,12,10,12,12,6,12,10,11
LU21,LU21_93,12,5,0,0,5,1,3,1,3,0,5,7,9,0,3,12,12,7,11,9,11,9,12,3,12,5,7
LU21,LU21_114,10,3,0,0,0,0,0,0,3,0,2,0,3,0,5,10,10,10,10,10,10,7,10,7,10,10,8
LU21,LU21_105,11,0,0,0,1,0,0,1,3,0,0,0,5,0,8,11,11,10,11,11,10,8,11,6,11,11,11
LU21,LU21_100,12,7,0,0,0,0,3,0,2,0,4,0,7,0,1,12,12,12,12,9,12,10,12,5,12,12,8
LU21,LU21_74,12,3,0,0,0,1,0,0,5,0,6,4,6,0,5,12,12,12,11,12,12,7,12,6,12,8,6
LU21,LU21_78,11,4,0,0,0,0,3,0,5,0,1,0,9,0,4,11,11,11,11,8,11,6,11,2,11,11,10
LU21,LU21_153,12,0,0,0,1,0,0,1,0,0,0,3,0,0,8,12,12,11,12,12,11,12,12,12,12,9,12
LU21,LU21_6,10,6,0,0,0,1,1,4,1,0,4,8,3,0,2,10,10,10,9,9,6,9,10,7,10,2,6
LU21,LU21_116,12,6,0,0,0,1,2,0,4,0,1,0,10,0,2,12,12,12,11,10,12,8,12,2,12,12,11
LU21,LU21_97,12,6,0,0,0,0,1,0,7,0,0,0,8,0,2,12,12,12,12,11,12,5,12,4,12,12,12
LU1,LU1_6,14,7,0,0,4,4,0,0,3,0,3,4,12,0,3,14,14,10,10,14,14,11,14,2,14,10,11
LU1,LU1_10,5,3,0,0,4,3,0,0,2,0,0,1,5,0,2,5,5,1,2,5,5,3,5,0,5,4,5
LU1,LU1_11,14,4,0,1,8,3,2,1,5,2,7,3,12,0,6,14,13,6,11,12,13,9,12,2,14,11,7
LU1,LU1_13,15,7,0,0,10,3,0,0,9,0,0,0,12,0,4,15,15,5,12,15,15,6,15,3,15,15,15
LU1,LU1_22,14,8,0,1,11,2,0,1,1,0,10,8,13,0,2,14,13,3,12,14,13,13,14,1,14,6,4
LU1,LU1_25,14,9,0,0,9,1,0,1,0,0,1,2,14,0,1,14,14,5,13,14,13,14,14,0,14,12,13
LU1,LU1_27,15,4,0,0,11,1,1,0,2,0,15,2,15,0,7,15,15,4,14,14,15,13,15,0,15,13,0
LU1,LU1_30,15,5,0,0,0,1,0,0,4,0,0,0,9,0,6,15,15,15,14,15,15,11,15,6,15,15,15
LU1,LU1_32,15,7,0,0,9,0,0,0,1,4,9,12,12,0,4,15,15,6,15,15,15,14,11,3,15,3,6
LU1,LU1_36,15,7,0,0,4,3,0,2,0,0,3,4,10,0,4,15,15,11,12,15,13,15,15,5,15,11,12
LU1,LU1_40,14,8,0,0,7,3,0,1,3,0,2,7,10,0,2,14,14,7,11,14,13,11,14,4,14,7,12
LU1,LU1_41,15,4,0,0,6,0,1,0,2,2,4,8,11,0,7,15,15,9,15,14,15,13,13,4,15,7,11
LU1,LU1_43,14,1,0,0,10,2,0,1,1,0,6,13,10,0,9,14,14,4,12,14,13,13,14,4,14,1,8
LU1,LU1_44,15,2,0,0,7,6,0,0,0,7,13,7,11,0,9,15,15,8,9,15,15,15,8,4,15,8,2
LU1,LU1_45,14,3,0,1,4,2,0,2,1,0,0,6,13,0,7,14,13,10,12,14,12,13,14,1,14,8,14
LU1,LU1_46,14,3,0,1,11,3,0,2,0,0,11,11,14,0,7,14,13,3,11,14,12,14,14,0,14,3,3
LU1,LU1_47,15,6,0,1,14,2,0,2,3,9,8,15,15,0,5,15,14,1,13,15,13,12,6,0,15,0,7
LU1,LU1_48,14,6,0,2,5,6,0,1,0,0,7,3,14,0,4,14,12,9,8,14,13,14,14,0,14,11,7
LU1,LU1_60,14,4,0,0,2,0,0,1,2,0,0,6,11,0,6,14,14,12,14,14,13,12,14,3,14,8,14
LU1,LU1_63,6,2,0,0,5,0,1,4,2,0,5,0,5,0,4,6,6,1,6,5,2,4,6,1,6,6,1
LU1,LU1_64,15,4,0,0,3,0,0,0,1,0,0,0,15,0,7,15,15,12,15,15,15,14,15,0,15,15,15
LU1,LU1_66,15,3,0,0,7,0,0,5,7,0,13,7,13,0,8,15,15,8,15,15,10,8,15,2,15,8,2
LU1,LU1_67,15,7,0,0,7,6,0,1,2,5,8,15,13,0,4,15,15,8,9,15,14,13,10,2,15,0,7
LU1,LU1_70,9,1,0,0,2,1,1,1,2,1,4,3,9,0,4,9,9,7,8,8,8,7,8,0,9,6,5
LU1,LU1_71,14,4,0,0,11,4,0,0,0,0,10,4,10,0,6,14,14,3,10,14,14,14,14,4,14,10,4
LU1,LU1_72,4,4,0,0,3,0,0,0,0,0,0,1,4,0,0,4,4,1,4,4,4,4,4,0,4,3,4
LU1,LU1_73,15,2,0,0,11,0,0,3,7,0,6,15,9,0,9,15,15,4,15,15,12,8,15,6,15,0,9
LU1,LU1_74,15,4,0,0,6,3,2,5,0,1,2,13,13,0,7,15,15,9,12,13,10,15,14,2,15,2,13
LU1,LU1_75,15,4,0,0,9,1,1,0,0,0,1,7,10,0,7,15,15,6,14,14,15,15,15,5,15,8,14
LU1,LU1_76,7,2,0,0,7,0,1,1,1,2,1,5,7,0,4,7,7,0,7,6,6,6,5,0,7,2,6
LU1,LU1_77,4,2,0,0,1,0,0,0,0,0,0,0,3,0,2,4,4,3,4,4,4,4,4,1,4,4,4
LU1,LU1_78,14,1,0,0,3,0,0,3,0,0,0,4,7,0,9,14,14,11,14,14,11,14,14,7,14,10,14
LU1,LU1_79,15,3,0,0,9,1,0,1,0,0,2,14,6,0,8,15,15,6,14,15,14,15,15,9,15,1,13
LU1,LU1_80,14,3,0,0,6,1,2,0,0,1,0,1,12,0,7,14,14,8,13,12,14,14,13,2,14,13,14
LU1,LU1_82,15,6,0,0,6,6,0,3,0,0,7,12,6,0,5,15,15,9,9,15,12,15,15,9,15,3,8
LU1,LU1_83,14,5,0,0,5,0,0,1,0,0,3,3,5,0,5,14,14,9,14,14,13,14,14,9,14,11,11
LU1,LU1_84,15,6,0,0,6,1,1,2,1,1,8,13,9,0,5,15,15,9,14,14,13,14,14,6,15,2,7
LU1,LU1_85,12,5,0,0,6,3,2,1,1,0,8,9,10,0,3,12,12,6,9,10,11,11,12,2,12,3,4
LU1,LU1_86,14,2,0,0,8,2,0,0,0,0,6,1,13,0,8,14,14,6,12,14,14,14,14,1,14,13,8
LU9,LU9_5,12,0,0,0,8,0,0,0,0,0,3,0,2,0,8,12,12,4,12,12,12,12,12,10,12,12,9
LU9,LU9_6,12,2,0,0,8,0,1,0,1,0,1,1,8,0,6,12,12,4,12,11,12,11,12,4,12,11,11
LU9,LU9_7,12,4,0,0,9,2,2,0,0,1,1,2,12,0,4,12,12,3,10,10,12,12,11,0,12,10,11
LU9,LU9_8,12,3,0,0,7,0,1,0,0,0,0,1,10,0,5,12,12,5,12,11,12,12,12,2,12,11,12
LU9,LU9_100,12,0,0,0,1,1,0,1,0,0,1,0,1,0,8,12,12,11,11,12,11,12,12,11,12,12,11
LU9,LU9_102,12,1,0,0,4,1,0,0,0,0,4,3,7,0,7,12,12,8,11,12,12,12,12,5,12,9,8
LU9,LU9_106,12,1,1,0,8,0,0,4,0,0,10,3,4,0,7,11,12,4,12,12,8,12,12,8,12,9,2
LU9,LU9_112,12,0,0,0,1,2,1,0,0,2,4,4,1,0,8,12,12,11,10,11,12,12,10,11,12,8,8
LU9,LU9_113,12,0,6,0,1,0,0,0,0,0,4,0,0,0,8,6,12,11,12,12,12,12,12,12,12,12,8
LU9,LU9_12,12,4,0,0,9,0,2,0,0,1,5,4,10,0,4,12,12,3,12,10,12,12,11,2,12,8,7
LU9,LU9_13,12,1,0,0,0,0,2,1,0,0,2,0,5,0,7,12,12,12,12,10,11,12,12,7,12,12,10
LU9,LU9_18,12,0,0,0,3,1,0,0,0,3,4,2,11,0,8,12,12,9,11,12,12,12,9,1,12,10,8
LU9,LU9_21,12,1,0,0,8,0,3,0,0,0,1,0,11,0,7,12,12,4,12,9,12,12,12,1,12,12,11
LU9,LU9_24,12,6,0,0,2,2,2,2,0,0,1,8,10,0,2,12,12,10,10,10,10,12,12,2,12,4,11
LU9,LU9_27,12,5,2,0,10,5,1,4,0,0,12,12,9,0,3,10,12,2,7,11,8,12,12,3,12,0,0
LU9,LU9_28,12,1,0,0,4,2,0,0,0,2,4,3,12,0,7,12,12,8,10,12,12,12,10,0,12,9,8
LU9,LU9_29,12,4,0,0,7,1,1,3,0,1,10,0,11,0,4,12,12,5,11,11,9,12,11,1,12,12,2
LU9,LU9_30,12,1,0,0,6,1,3,0,1,0,2,7,10,0,7,12,12,6,11,9,12,11,12,2,12,5,10
LU9,LU9_31,12,3,0,0,6,0,0,2,0,0,1,1,9,0,5,12,12,6,12,12,10,12,12,3,12,11,11
LU9,LU9_32,12,4,0,0,8,1,2,4,0,0,0,9,12,0,4,12,12,4,11,10,8,12,12,0,12,3,12
LU9,LU9_33,12,3,0,0,10,2,6,0,0,1,1,0,9,0,5,12,12,2,10,6,12,12,11,3,12,12,11
LU9,LU9_39,12,2,0,0,2,2,0,2,0,0,9,12,3,0,6,12,12,10,10,12,10,12,12,9,12,0,3
LU9,LU9_41,12,3,0,0,4,0,0,0,0,1,0,1,11,0,5,12,12,8,12,12,12,12,11,1,12,11,12
LU9,LU9_44,12,1,3,0,3,0,0,1,1,0,0,7,1,0,7,9,12,9,12,12,11,11,12,11,12,5,12
LU9,LU9_51,12,0,2,0,0,1,0,2,0,0,8,12,2,0,8,10,12,12,11,12,10,12,12,10,12,0,4
LU9,LU9_55,12,2,0,0,4,1,0,1,0,0,9,3,5,0,6,12,12,8,11,12,11,12,12,7,12,9,3
LU9,LU9_57,12,0,0,0,0,0,0,1,2,0,2,3,3,0,8,12,12,12,12,12,11,10,12,9,12,9,10
LU9,LU9_62,12,2,0,0,1,0,0,0,0,0,1,0,12,0,6,12,12,11,12,12,12,12,12,0,12,12,11
LU9,LU9_63,12,3,0,0,3,0,0,0,0,0,0,0,12,0,5,12,12,9,12,12,12,12,12,0,12,12,12
LU9,LU9_64,12,1,0,0,6,3,2,2,0,0,3,3,11,0,7,12,12,6,9,10,10,12,12,1,12,9,9
LU9,LU9_65,12,3,1,0,9,1,0,3,1,0,9,5,2,0,5,11,12,3,11,12,9,11,12,10,12,7,3
LU9,LU9_67,12,0,7,0,1,0,0,0,0,0,0,0,0,0,8,5,12,11,12,12,12,12,12,12,12,12,12
LU9,LU9_68,12,2,0,0,1,1,0,0,0,0,3,0,3,0,6,12,12,11,11,12,12,12,12,9,12,12,9
LU9,LU9_72,12,5,0,0,9,1,3,0,0,0,4,8,11,0,3,12,12,3,11,9,12,12,12,1,12,4,8
LU9,LU9_73,12,3,0,0,6,2,0,0,0,0,3,3,8,0,5,12,12,6,10,12,12,12,12,4,12,9,9
LU9,LU9_75,12,0,1,0,4,1,1,4,0,0,9,8,3,0,8,11,12,8,11,11,8,12,12,9,12,4,3
LU9,LU9_76,12,3,1,0,9,0,1,2,1,0,5,5,7,0,5,11,12,3,12,11,10,11,12,5,12,7,7
LU9,LU9_77,12,2,1,0,2,0,0,2,0,0,1,5,3,0,6,11,12,10,12,12,10,12,12,9,12,7,11
LU9,LU9_79,12,2,0,0,7,0,2,4,0,1,6,4,8,0,6,12,12,5,12,10,8,12,11,4,12,8,6
LU9,LU9_80,12,3,0,0,10,3,0,1,0,0,7,4,10,0,5,12,12,2,9,12,11,12,12,2,12,8,5
LU9,LU9_81,5,0,0,0,1,2,0,1,0,0,3,5,3,0,3,5,5,4,3,5,4,5,5,2,5,0,2
LU9,LU9_85,12,3,0,1,7,0,4,3,0,1,4,2,9,1,5,12,11,5,12,8,9,12,11,3,11,10,8
LU9,LU9_82,12,4,1,0,3,1,3,1,1,0,0,0,3,0,4,11,12,9,11,9,11,11,12,9,12,12,12
LU9,LU9_86,12,3,0,0,4,1,2,1,0,1,3,0,4,1,5,12,12,8,11,10,11,12,11,8,11,12,9
LU9,LU9_87,12,1,0,0,9,1,0,0,0,0,1,12,4,0,7,12,12,3,11,12,12,12,12,8,12,0,11
LU9,LU9_90,12,2,5,0,4,0,1,2,0,0,0,2,0,0,6,7,12,8,12,11,10,12,12,12,12,10,12
LU9,LU9_93,12,3,0,0,5,0,0,0,0,3,1,0,12,0,5,12,12,7,12,12,12,12,9,0,12,12,11
LU9,LU9_94,12,1,0,0,4,0,4,1,1,0,1,0,11,0,7,12,12,8,12,8,11,11,12,1,12,12,11
LU9,LU9_96,12,2,1,0,4,2,0,0,0,0,0,5,5,0,6,11,12,8,10,12,12,12,12,7,12,7,12
LU9,LU9_98,12,1,3,0,6,2,0,2,0,0,2,3,0,0,7,9,12,6,10,12,10,12,12,12,12,9,10
LU14,LU14_3,12,7,0,0,0,1,2,0,0,0,1,2,2,0,1,12,12,12,11,10,12,12,12,10,12,10,11
LU14,LU14_7,12,3,1,0,1,1,0,1,0,0,4,3,0,0,5,11,12,11,11,12,11,12,12,12,12,9,8
LU14,LU14_8,12,6,0,0,6,6,0,4,3,0,8,3,2,0,2,12,12,6,6,12,8,9,12,10,12,9,4
LU14,LU14_9,12,5,0,0,2,1,0,0,1,1,7,5,1,0,3,12,12,10,11,12,12,11,11,11,12,7,5
LU14,LU14_100,12,2,0,0,0,0,0,1,0,0,7,12,0,0,6,12,12,12,12,12,11,12,12,12,12,0,5
LU14,LU14_102,12,0,0,0,0,2,0,1,0,0,10,9,2,0,8,12,12,12,10,12,11,12,12,10,12,3,2
LU14,LU14_105,12,5,0,0,0,1,2,0,1,0,0,0,0,0,3,12,12,12,11,10,12,11,12,12,12,12,12
LU14,LU14_110,11,0,0,0,0,0,3,1,0,0,1,3,0,0,8,11,11,11,11,8,10,11,11,11,11,8,10
LU14,LU14_114,12,1,0,0,0,0,0,3,2,0,3,6,0,0,7,12,12,12,12,12,9,10,12,12,12,6,9
LU14,LU14_115,12,5,0,0,0,1,4,10,2,0,6,5,0,0,3,12,12,12,11,8,2,10,12,12,12,7,6
LU14,LU14_120,12,2,0,0,0,2,1,1,2,0,8,3,0,0,6,12,12,12,10,11,11,10,12,12,12,9,4
LU14,LU14_121,12,1,0,0,0,1,1,0,2,0,6,0,0,0,7,12,12,12,11,11,12,10,12,12,12,12,6
LU14,LU14_131,12,7,0,0,0,1,4,7,2,0,6,5,0,0,1,12,12,12,11,8,5,10,12,12,12,7,6
LU14,LU14_135,12,2,0,0,0,1,1,0,0,0,1,2,0,0,6,12,12,12,11,11,12,12,12,12,12,10,11
LU14,LU14_16,12,1,0,0,0,0,1,4,0,0,11,12,0,0,7,12,12,12,12,11,8,12,12,12,12,0,1
LU14,LU14_17,12,5,0,0,0,0,1,2,4,0,0,7,0,0,3,12,12,12,12,11,10,8,12,12,12,5,12
LU14,LU14_19,12,3,0,0,4,5,0,2,0,0,4,11,1,0,5,12,12,8,7,12,10,12,12,11,12,1,8
LU14,LU14_20,12,6,0,0,0,4,1,0,0,0,0,1,1,0,2,12,12,12,8,11,12,12,12,11,12,11,12
LU14,LU14_250,12,2,0,0,0,2,1,2,1,0,10,0,4,2,6,12,12,12,10,11,10,11,12,8,10,12,2
LU14,LU14_30,12,1,0,0,0,2,0,0,1,0,1,0,0,0,7,12,12,12,10,12,12,11,12,12,12,12,11
LU14,LU14_31,12,4,0,0,0,0,0,2,0,0,9,11,0,0,4,12,12,12,12,12,10,12,12,12,12,1,3
LU14,LU14_33,12,4,0,0,0,3,0,0,2,0,2,2,0,0,4,12,12,12,9,12,12,10,12,12,12,10,10
LU14,LU14_37,12,6,0,0,0,0,0,0,4,0,2,4,4,0,2,12,12,12,12,12,12,8,12,8,12,8,10
LU14,LU14_47,12,3,0,0,0,4,1,0,0,0,9,3,4,1,5,12,12,12,8,11,12,12,12,8,11,9,3
LU14,LU14_48,12,6,0,0,0,0,0,0,3,0,11,0,1,0,2,12,12,12,12,12,12,9,12,11,12,12,1
LU14,LU14_49,12,4,0,0,0,1,0,0,1,0,0,3,3,0,4,12,12,12,11,12,12,11,12,9,12,9,12
LU14,LU14_51,12,6,0,0,0,4,3,2,5,0,11,6,2,0,2,12,12,12,8,9,10,7,12,10,12,6,1
LU14,LU14_54,12,6,0,0,3,3,0,0,4,0,0,1,0,0,2,12,12,9,9,12,12,8,12,12,12,11,12
LU14,LU14_56,12,3,0,0,0,6,0,9,3,0,8,9,1,1,5,12,12,12,6,12,3,9,12,11,11,3,4
LU14,LU14_61,12,2,0,0,2,5,0,3,2,0,7,6,0,1,6,12,12,10,7,12,9,10,12,12,11,6,5
LU14,LU14_62,12,2,0,0,0,0,1,1,4,0,0,2,0,0,6,12,12,12,12,11,11,8,12,12,12,10,12
LU14,LU14_63,12,6,0,0,0,1,1,1,0,0,8,1,0,0,2,12,12,12,11,11,11,12,12,12,12,11,4
LU14,LU14_66,4,0,0,0,2,0,0,0,1,0,1,0,0,0,2,4,4,2,4,4,4,3,4,4,4,4,3
LU14,LU14_70,6,0,0,0,0,0,2,2,0,0,6,6,0,0,2,6,6,6,6,4,4,6,6,6,6,0,0
LU14,LU14_71,12,4,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,12,12,12,12,12,12,12,12,12,12
LU14,LU14_72,11,5,0,0,0,0,1,2,4,0,0,0,0,0,3,11,11,11,11,10,9,7,11,11,11,11,11
LU14,LU14_74,12,5,0,0,0,0,7,6,3,0,7,2,1,2,3,12,12,12,12,5,6,9,12,11,10,10,5
LU14,LU14_75,12,4,0,0,1,0,1,1,2,0,7,5,0,0,4,12,12,11,12,11,11,10,12,12,12,7,5
LU14,LU14_76,12,2,0,0,2,1,5,2,2,0,5,0,1,0,6,12,12,10,11,7,10,10,12,11,12,12,7
LU14,LU14_78,12,1,0,0,1,0,0,0,2,0,3,0,4,0,7,12,12,11,12,12,12,10,12,8,12,12,9
LU14,LU14_80,12,6,0,0,1,7,2,3,4,0,5,0,3,0,2,12,12,11,5,10,9,8,12,9,12,12,7
LU14,LU14_84,10,3,0,0,0,1,1,0,1,0,1,1,0,0,3,10,10,10,9,9,10,9,10,10,10,9,9
LU14,LU14_85,12,3,1,0,1,0,0,1,0,1,1,0,0,1,5,11,12,11,12,12,11,12,11,12,11,12,11
LU14,LU14_86,12,5,0,0,0,0,0,3,1,0,4,0,2,0,3,12,12,12,12,12,9,11,12,10,12,12,8
LU14,LU14_88,11,3,0,0,1,3,1,1,5,1,4,5,1,0,5,11,11,10,8,10,10,6,10,10,11,6,7
LU14,LU14_91,12,4,0,0,0,0,1,0,5,0,10,4,0,0,4,12,12,12,12,11,12,7,12,12,12,8,2
LU14,LU14_92,12,5,1,0,0,1,0,3,2,0,3,2,2,0,3,11,12,12,11,12,9,10,12,10,12,10,9
LU14,LU14_96,12,6,0,0,1,1,2,1,6,0,2,1,4,0,2,12,12,11,11,10,11,6,12,8,12,11,10
LU14,LU14_97,12,4,0,0,0,1,0,0,1,0,0,8,1,0,4,12,12,12,11,12,12,11,12,11,12,4,12
LU16,LU16_2,12,1,0,0,2,0,0,3,2,0,6,8,0,0,7,12,12,10,12,12,9,10,12,12,12,4,6
LU16,LU16_3,12,5,0,0,3,0,0,3,4,0,3,11,0,1,3,12,12,9,12,12,9,8,12,12,11,1,9
LU16,LU16_15,12,3,0,0,9,0,0,7,3,0,5,10,0,0,5,12,12,3,12,12,5,9,12,12,12,2,7
LU16,LU16_20,12,6,0,0,5,0,0,3,1,0,11,12,0,0,2,12,12,7,12,12,9,11,12,12,12,0,1
LU16,LU16_200,12,5,0,0,5,2,0,9,1,0,3,12,2,0,3,12,12,7,10,12,3,11,12,10,12,0,9
LU16,LU16_201,12,5,0,0,5,0,1,0,3,0,2,1,2,0,3,12,12,7,12,11,12,9,12,10,12,11,10
LU16,LU16_202,12,4,0,0,3,2,1,1,1,0,5,5,0,0,4,12,12,9,10,11,11,11,12,12,12,7,7
LU16,LU16_203,12,4,0,0,6,1,2,3,2,0,2,12,1,0,4,12,12,6,11,10,9,10,12,11,12,0,10
LU16,LU16_22,12,1,0,0,4,0,2,1,0,0,1,6,0,0,7,12,12,8,12,10,11,12,12,12,12,6,11
LU16,LU16_23,12,3,0,0,5,0,0,1,6,0,2,10,0,0,5,12,12,7,12,12,11,6,12,12,12,2,10
LU16,LU16_24,12,5,0,0,10,0,0,7,4,0,1,6,0,0,3,12,12,2,12,12,5,8,12,12,12,6,11
LU16,LU16_25,12,4,0,0,9,0,1,1,4,0,1,11,4,0,4,12,12,3,12,11,11,8,12,8,12,1,11
LU16,LU16_26,12,3,0,0,9,1,0,8,1,1,9,11,0,0,5,12,12,3,11,12,4,11,11,12,12,1,3
LU16,LU16_270,12,6,0,0,5,4,0,0,5,0,6,0,9,0,2,12,12,7,8,12,12,7,12,3,12,12,6
LU16,LU16_28,12,5,0,0,4,1,1,2,2,0,0,7,5,0,3,12,12,8,11,11,10,10,12,7,12,5,12
LU16,LU16_300,12,3,0,0,2,0,0,3,4,0,0,8,1,0,5,12,12,10,12,12,9,8,12,11,12,4,12
LU16,LU16_301,12,0,0,0,6,0,0,3,2,0,0,9,0,0,8,12,12,6,12,12,9,10,12,12,12,3,12
LU16,LU16_302,11,2,0,0,3,0,0,3,4,0,2,6,0,0,6,11,11,8,11,11,8,7,11,11,11,5,9
LU16,LU16_303,12,2,0,0,3,0,0,2,1,0,0,11,0,0,6,12,12,9,12,12,10,11,12,12,12,1,12
LU16,LU16_313,12,2,0,0,9,0,0,1,2,1,1,6,7,0,6,12,12,3,12,12,11,10,11,5,12,6,11
LU16,LU16_314,12,1,0,0,5,0,0,3,3,0,0,11,0,0,7,12,12,7,12,12,9,9,12,12,12,1,12
LU16,LU16_36,12,6,0,0,8,0,3,9,0,0,8,11,2,0,2,12,12,4,12,9,3,12,12,10,12,1,4
LU16,LU16_37,11,6,0,0,0,0,2,0,8,0,2,3,5,0,2,11,11,11,11,9,11,3,11,6,11,8,9
LU16,LU16_49,12,3,0,0,10,1,4,1,0,1,3,1,10,0,5,12,12,2,11,8,11,12,11,2,12,11,9
LU16,LU16_52,12,5,0,0,9,0,2,1,2,1,5,10,10,0,3,12,12,3,12,10,11,10,11,2,12,2,7
