array,site,red_squirrel,absent_red_squirrel,buffer_dist,harvest,roads,trails,veg_edges,wells,lc_grassland,lc_coniferous,lc_broadleaf,lc_mixed,lc_developed,lc_shrub,osm_industrial,forest_cai_mn,nonforest_cai_mn,nonveg_anthro_cai_mn,veg_anthro_cai_mn,forest_cohesion,nonforest_cohesion,nonveg_anthro_cohesion,veg_anthro_cohesion,forest_ed,nonforest_ed,nonveg_anthro_ed,veg_anthro_ed,forest_tca,nonforest_tca,nonveg_anthro_tca,veg_anthro_tca,seismic,pipe_trans
LU9,LU9_28,9,42,250,0,0.02306688527092199,0,0.0227712842802318,0,0,0.18557373975907895,0.630311198520697,0,0.184115111376842,0,0,65.49785793903108,0,0,13.585291113381,98.932136376743955,100,91.74188539181483,96.82238835201814,79.69119661312415,0,93.13908604158884,129.49819449632673,11.355,0,0,0.665,0.0102704551490718,0.12430544208125806
LU9,LU9_29,18,33,250,0,0.02227613273736679,0.00645762960917569,0.04290632184018921,0.0389069047187508,0.0923265153595847,0.298119146580809,0.343772700221834,0,0.265781528912759,0,0,50.23368997621304,27.12100139082058,10.257867758558106,6.407035175879397,98.68126573828972,96.9112498777852,95.80895345318945,97.6648917098429,118.58495266567016,26.15844544095665,160.93672147483807,200.548081714001,7.5825,0.975,0.5025,0.3825,0.00713301437982653,0.06462305722573222
LU9,LU9_30,2,49,250,0.01266292108941499,0.03222780552390485,0,0.05082999373946411,0.06054828281488878,0,0.0828940112754673,0.7374077743966758,0,0.1796982074463271,0,0.16596720726676856,35.52514779076938,0,15.412620759662987,2.222222222222222,98.4355446034086,100,97.21891734028674,96.80196415172958,130.51058530510585,0,151.4321295143213,203.7359900373599,7.33,0,1.575,0.3675,0.00798504642170792,0.03959066963820472
LU9,LU9_31,1,50,250,0,0.02875675179587609,0,0.04602493315896339,0.0509529231758996,0,0.04710671379698841,0.5396399133371432,0.19068079000924695,0.22257258421727,0,0.0143977329892692,36.37619130728852,0,4.495906432748538,4.753623188405797,98.31816385421438,100,95.90299241434607,97.23692244902604,119.22837585563164,0,162.7878033602987,192.90603609209708,9.0725,0,0.2875,0.41,0.0216590267976199,0.03362522564169601
LU9,LU9_32,0,51,250,0,0.0482027565066986,0,0.03289257028411872,0.05091898238390021,0,0.0222458173225462,0.889112682594109,0,0.08864149998232566,0,0.04248402993143468,37.66058683584457,0,4.122691292875989,9,99.71724052389938,100,96.48800878911558,94.34369223490276,80.47838544910924,0,119.09804410115858,82.96997632988662,11.8725,0,0.3125,0.36,0,0.0174212603517904
LU9,LU9_33,2,49,250,0,0.0307441550236468,0,0.04683781676037171,0,0,0,0.7525466899558848,0.10672788207169805,0.14072542909022606,0,0.1785980247190035,30.56428489470437,0,11.29065907717985,0,98.34960987894668,100,96.39732386605328,95.57931056512344,115.08282476024412,0,157.4293187196413,135.01058662348984,8.4925,0,1.59,0,0.012367235036692,0.0295662843260012
LU9,LU9_39,16,35,250,0,0.011614299117573,0,0.0169693034354234,0.04849975793541741,0.180369979796264,0.7038232452414378,0,0,0.11580673942114704,0,1.1846022216867511e-4,40.90909090909091,28.578479763079955,0,10.898458266879318,99.69048636942956,97.27868657130573,88.44265209578843,97.89499682067184,43.59197907585004,51.31398679785776,42.59559098268775,69.74716652136006,11.16,1.4475,0,1.025,0,0.0924316554363976
LU9,LU9_41,0,51,250,0.23599250701449304,0.01985352144491389,0.00226587341441303,0.01976779167618789,0.0275499944915521,0.03947137083318871,0.314901336170544,0.3208799718538232,0.15093926902460006,0.17380800787117506,0,0.0139545761708995,19.37627811860941,36.95652173913043,0,24.744765123093444,98.63255723827324,95.49320000942907,91.26524609250654,98.61546176521011,170.71651090342678,17.19626168224299,90.21806853582557,190.404984423676,4.0925,0.2975,0,3.705,0.00645840641643,0.133038765036079
LU9,LU9_44,0,51,250,0,0.00411128110448144,0,0.00719006219888078,0.04992684345060969,0,0.951248026895901,0,0,0.0487519312118444,0,0,84.706835990272907,0,1.4184397163120568,21.826280623608017,99.952960408899,100,89.89392629760033,96.35585124518254,22.908366533864545,0,25.398406374501995,33.366533864541836,15.675,0,0.015,0.245,0,0
LU9,LU9_51,15,36,250,0,0.02051087922628849,0,0.0120344124054793,0.0372101414048476,0.00671053519304743,0.3503867828906092,0,0.2129992307037041,0.14860674067049406,0.281296828320196,0.0651597571791225,21.864061864061863,33.17652329749104,11.988993710691824,5.136612021857922,99.34440848059774,98.88224509538084,97.19543343622244,95.22109369517337,97.8829389788294,54.29638854296389,78.20672478206725,79.95018679950186,6.715,3.7025,0.7625,0.1175,0,0.03351881699510842
LU9,LU9_55,14,37,250,0,0.0263350298955634,0,0.026461403700012,0.0520063600658721,0,0.4675291812481241,0.27901013803569,0,0.2534606191291971,0,0.09806800144006993,41.89222330584411,0,15.73241671073506,2.8521825396825395,98.93094225066297,100,98.74296386261054,94.65227346041772,116.4903546981954,0,162.5388923459863,201.36901057871813,8.24,0,1.4875,0.2875,0,0.04372329974418974
LU9,LU9_57,2,49,250,0,0.01225463464627099,0,0.0125087618574654,0.03921161930809892,0,0.4913844124376201,0.07821593840451063,0,0.09989650815864616,0.3305031619028831,0.01987996835074689,49.99323840824082,56.279062634716865,2.695417789757412,7.639751552795031,98.06327655047546,98.48756100558114,94.09250567386005,97.11989111757012,87.36776602364654,63.47230864965774,86.12321095208462,103.04915992532668,6.055,4.0525,0.075,0.3075,0.0105324000382523,0.03714532162307611
LU9,LU9_62,1,50,250,0,0.0351858386585045,0,0.03610729712990201,0.0421923909874971,0,0.6697256219362697,0,0,0.3302744836844771,0,0,55.20598149531619,0,3.08071147996261,10.683303886736518,98.74997958164072,100,95.64778773416974,97.18763717835463,94.9059658737078,0,170.6314609540416,173.3715282102379,8.48,0,0.1475,0.36,0.0131338803946104,0.103668834954161
LU9,LU9_63,0,51,250,0,0.0323360435014586,0,0.07909412229724072,0,0,0.738753860980549,0.0897689330029844,0,0.138552606334591,0.0329246313366759,0.05372697064930842,66.12846542000594,26.495726495726498,0.7312851818674453,0,99.442239462069125,94.51762451473584,91.9773996846925,95.41696872987455,52.31037489102006,10.960269024785156,142.23440029891646,105.36804085191184,12.76,0.155,0.0425,0,0,0
