"Site","BUFF_DIST","LC_class20","LC_class32","LC_class33","LC_class34","LC_class50","LC_class110","LC_class120","LC_class210","LC_class220","LC_class230"
"LU14_131","250","0","0","0","0","0.0788289677505952","0","0","0.921171032246791","0","0"
"LU14_135","250","0.0829873206490014","0","0","0","0.722309263185907","0","0","0.194703416162969","0","0"
"LU14_16","250","0","0","0","0.135113385693556","0","0","0","0.574165483400022","0.290721157657384","0"
"LU14_17","250","0","0","0","0","0.435704553679066","0","0","0","0.564295446320809","0"
"LU14_19","250","0","0","0","0","0","0","0","0.999999999999915","0","0"
"LU14_20","250","0","0","0","0","0","0","0","0.699632932476691","0.300367067525221","0"
"LU14_250","250","0","0","0","0","0.334920366491312","0","0","0.221156449937188","0.0934168477705326","0.350506335806261"
"LU14_30","250","0","0","0","0","0","0","0","0.66308005821169","0","0.336919941785963"
"LU14_31","250","0","0","0","0","0.345820659463766","0","0","0.285484630669436","0.197435016836076","0.171259693028659"
"LU14_33","250","0","0","0","0","0","0","0","0.0877333659194932","0.337993308673195","0.574273325407208"
"LU14_37","250","0","0","0","0","0","0","0","0.357195648674574","0.642804351325645","0"
"LU14_47","250","0","0","0","0","0","0","0","0.11288974454716","0.589675214473093","0.297435040980099"
"LU14_48","250","0","0","0","0","0","0","0","0.950363069544747","0.0496369304555088","0"
"LU14_49","250","0","0","0","0","0","0","0","0.310182565511201","0.606946583998428","0.0828708504900016"
"LU14_51","250","0","0","0","0","0.468523209088003","0","0","0","0.526113144849376","0.00536364606265571"
"LU14_54","250","0","0","0","0","0.313691313164735","0","0","0","0.686308686835024","0"
"LU14_56","250","0","0","0","0","0.672633179593381","0","0","0.327366820405428","0","0"
"LU14_57","250","0","0","0","0","0.301750457863624","0","0","0","0.422937956732683","0.2753115854016"
"LU14_61","250","0","0","0","0","0.300920118645924","0.487467065650983","0","0","0.211612815703185","0"
"LU14_62","250","0","0","0","0","0.389846696424033","0","0","0.610153303576095","0","0"
"LU14_63","250","0","0","0","0","0.347397316244451","0","0","0","0.652602683755495","0"
"LU14_66","250","0","0","0","0","0.471019732149318","0","0","0.0586842726435287","0.461229890189803","0.00906610502079416"
"LU14_70","250","0","0","0","0","0.745919004862278","0","0","0","0.254080995138331","0"
"LU14_71","250","0","0","0","0","0.048570545250984","0","0","0","0.951429454749081","0"
"LU14_72","250","0","0","0","0","0","0","0","0.0122396808317534","0.987760319168292","0"
"LU14_74","250","0","0","0","0","0.575181630149957","0.0865507972349365","0","0","0.219701875711404","0.118565696904856"
"LU14_76","250","0","0","0","0","0.295923211683672","0","0","0","0.704076788316143","0"
"LU14_78","250","0.42149731577167","0","0","0","0","0","0","0","0.578502684228366","0"
"LU14_80","250","0.684566077619181","0","0","0","0.0431802828362232","0","0","0","0","0.272253639543049"
"LU14_84","250","0","0","0","0","0.471213890118039","0","0","0.173010648487113","0.304235854976553","0.0515396064164938"
"LU14_85","250","0.114384112273264","0","0","0","0.885615887726703","0","0","0","0","0"
"LU14_86","250","0","0","0","0","0.310809511082595","0","0","0","0.689190488914203","0"
"LU14_88","250","0","0","0","0","0.292983698361151","0.0306824984483191","0","0.160580524868659","0.515753278321793","0"
"LU14_91","250","0","0","0","0","0.917278861603166","0","0","0.0014082625620831","0.0813128758348654","0"
"LU14_92","250","0","0","0","0","0.293799177932532","0","0","0.597647688884855","0.0712490583042818","0.0373040748787437"
"LU14_96","250","0","0","0","0","0.00346471313251519","0","0","0","0.996535286867488","0"
"LU14_97","250","0","0","0","0","0.330115564702244","0","0","0.669884435298079","0","0"
"LU14-75","250","0","0","0","0","0.179020909001958","0","0","0","0.820979090998465","0"
"LU16_02","250","0","0","0","0","0","0","0","0.999999999999991","0","0"
"LU16_03","250","0","0","0","0.0754148167700825","0","0","0","0.924585189540748","0","0"
"LU16_15","250","0","0","0","0","0.00682303256679743","0","0","0.993176967433191","0","0"
"LU16_20","250","0","0","0","0.136883677231953","0","0","0","0.863116287750916","0","0"
"LU16_200","250","0","0","0","0.189505894224741","0.298815123272696","0","0","0","0.00672026506676467","0.504958686453698"
"LU16_201","250","0","0","0.0339270470388423","0.310959822936788","0","0","0","0.0267484552723593","0.628364526943089","0"
"LU16_202","250","0","0","0","0.167797070744787","0.25200243647182","0","0","0","0.580200436144133","0"
"LU16_203","250","0","0","0","0.0399901619575613","0.719049208062544","0","0","0","0.24096062535892","0"
"LU16_22","250","0","0","0","0","0","0","0","0.922379859071529","0.0776201409283858","0"
"LU16_23","250","0","0","0","0","0","0","0","1.00000000000007","0","0"
"LU16_24","250","0","0","0","0","0","0","0","0.999999999999988","0","0"
"LU16_25","250","0","0","0","0.26031228209096","0.163580369652654","0","0","0.429954228747932","0.0366662373566835","0.109486901313679"
"LU16_26","250","0","0","0","0.087499516171608","0.427732508946767","0","0","0.484767853123575","0","0"
"LU16_270","250","0","0","0","0","0","0","0","0.569913954053636","0","0.430086045947248"
"LU16_28","250","0","0","0","0.222852087073251","0.756593296059677","0","0","0","0.0205545961896925","0"
"LU16_300","250","0","0","0.104379712712099","0.0621445327621461","0","0","0","0.833475759316094","0","0"
"LU16_301","250","0","0","0","0.148006636464668","0.188344824960397","0.00664504438149593","0","0.657003433003072","0","0"
"LU16_302","250","0","0","0.0226743764721262","0","0","0","0","0.977325623528156","0","0"
"LU16_303","250","0","0","0","0.127062251480373","0","0","0","0.872937709117081","0","0"
"LU16_313","250","0","0","0","0.000507177549352894","0","0.207440577135883","0","0.670245374287661","0.121806845017253","0"
"LU16_314","250","0","0","0","0","0","0","0","0.999999999999976","0","0"
"LU16_36","250","0","0","0.206666471866305","0","0.793333528136532","0","0","0","0","0"
"LU16_37","250","0","0","0","0","0.114747227972009","0","0","0","0.885252772026374","0"
"LU16_49","250","0","0","0","0.16829490140683","0","0","0","0.831705160224296","0","0"
"LU16_52","250","0","0","0","0.0458495471102652","0","0","0","0.954150519223018","0","0"
"LU16_54","250","0","0","0","0.137891133329051","0.252708377626724","0","0","0.609400353835569","0","0"
"LU16_55","250","0","0","0","0.203448012136097","0.272723906973421","0","0","0.523828062321334","0","0"
"LU16_57","250","0","0","0","0.220883196966602","0.276488990196038","0","0","0.502627884933642","0","0"
"LU16_58","250","0","0","0","0.255030391797278","0","0","0","0.744969526646148","0","0"
"LU16_60","250","0","0","0","0.289232549307939","0.498831001458545","0","0","0.211936506011398","0","0"
"LU16_62","250","0","0","0","0","0","0","0","0.999999999999881","0","0"
"LU16_63","250","0","0","0","0","0.00837911781672043","0","0","0.991620882182053","0","0"
"LU16_64","250","0","0","0","0.168087002261844","0","0","0","0.831913129903711","0","0"
"LU16_67","250","0","0","0","0","0","0","0","1","0","0"
"LU16_68","250","0","0","0","0.17151501592408","0","0","0","0.828484982574299","0","0"
"LU16_69","250","0","0","0","0","0","0","0","0.999999999999962","0","0"
"LU16_70","250","0","0","0","0","0","0","0","1.00000000000004","0","0"
"LU16_71","250","0","0","0","0.146306532547931","0","0","0","0.853693465875353","0","0"
"LU16_72","250","0","0","0","0.0822574239436463","0","0","0","0.917742557676541","0","0"
"LU16_73","250","0","0","0","0.00450878670306438","0","0","0","0.995491240144153","0","0"
"LU16_74","250","0","0","0","0","0","0","0","1","0","0"
"LU16_75","250","0","0","0","0.12792028751694","0.00136796259746163","0","0","0.870711644716983","0","0"
"LU16_77","250","0","0","0","0","0","0","0","0.999999999999896","0","0"
"LU16_80","250","0","0","0","0.0840520475457952","0","0","0","0.915947953875229","0","0"
"LU16_81","250","0","0","0","0.00780549453499328","0","0","0","0.992194504781695","0","0"
"LU16_83","250","0","0","0","0","0","0","0","0.999999999999955","0","0"
"LU16_84","250","0","0","0","0.0871301433384088","0","0","0","0.912869863143456","0","0"
"LU16_85","250","0","0","0","0","0","0","0","1.00000000000008","0","0"
"LU16_88","250","0.0450338320860148","0","0","0.102637942553148","0","0","0","0.852328230093554","0","0"
"LU22_110","250","0","0","0","0.23005065237085","0","0.0289345692524729","0","0.0020679827466123","0.7191970787408","0.0197497049437735"
"LU22_48","250","0","0","0","0.194359008021868","0","0","0","0","0.762982043173897","0.0426590024666306"
"LU22-107","250","0","0","0","0.133269560992884","0","0","0","2.90974447044995e-05","0.866701364999534","0"
"LU22_49","250","0","0","0","0.150571588518181","0","0","0","0.0581768051976715","0.791251706155159","0"
"LU22_103","250","0","0","0","0.178817858578769","0","0","0","0.255126027992895","0.566056118665238","0"
"LU22_44","250","0","0","0","0.21095218206602","0.000367342061466121","0","0","0","0.788680527693677","0"
"LU22_21","250","0.279896812721854","0","0","0.190724020015703","0","0","0","0.134946733856166","0.322829632309323","0.0716028383810264"
"LU22_15","250","0","0","0","0.401035330003777","0","0","0","0","0.392294539603059","0.206670082212228"
"LU22_50","250","0.0405188448997274","0","0","0.0337590084411239","0","0","0","0","0.925722135815506","0"
"LU22_38","250","0","0","0","0.334798561166628","0","0","0","0","0.623756234940544","0.0414451993133317"
"LU22_22","250","0","0","0","0.133022717446255","0","0.0434226345310835","0","0.48774293916385","0.335811690149872","0"
"LU22_85","250","0","0","0","0.0247660310113588","0.975234014608182","0","0","0","0","0"
"LU22_33","250","0","0","0","0.226130187697953","0.139670995784281","0","0","0.394775791621892","0.239423045540588","0"
"LU22_34","250","0","0","0","0.0469216342194054","0","0.0717274235185298","0","0.828181510791377","0.0531694015028906","0"
"LU22_11","250","0","0","0","0.151243281968386","0","0","0","0.0141795900185005","0.272934110573281","0.561643032818116"
"LU22_29","250","0","0","0","0.148555807080655","0.63160350078945","0","0","0.098082424498081","0","0.121758255690729"
"LU22_86","250","0","0","0","0.202634148294706","0.797365786243688","0","0","0","0","0"
"LU22_80","250","0","0","0","0","0.951002005985515","0","0","0.0489979940141797","0","0"
"LU22_17","250","0","0","0","0.192479418905318","0","0","0","0","0.491855315950634","0.315665301066793"
"LU22_35","250","0","0","0","0.320016620865843","0.500032943229205","0.0984852590769356","0","0.0180462125681058","0","0.0634190075175611"
"LU22_63","250","0","0","0","0","1.00000000000003","0","0","0","0","0"
"LU22_30","250","0","0","0","0.197346660900828","0.770077250315824","0","0","0","0","0.0325760532325"
"LU22_04","250","0","0","0","0.316873955540068","0","0.493701598532615","0","0.166661564810975","0.0227628434956626","0"
"LU22_36","250","0","0","0","0.145431714634157","0","0.026824994206483","0","0.162074370960545","0.0991886504533034","0.56648022490175"
"LU22_76","250","0","0","0","0.229940459265626","0.641880704186913","0","0","0.128178781446601","0","0"
"LU22_05","250","0","0","0","0.112608907769105","0","0","0","0.528804750083978","0.0181530596912501","0.340433221737278"
"LU22_87","250","0","0","0","0.262149914897942","0.414746198576147","0","0","0.264460715954009","0","0.0586431402787405"
"LU22_25","250","0","0","0","0.125716837773483","0","0","0","0","0.874283085971755","0"
"LU22_89","250","0","0","0","0.033251090126893","0.966748907008427","0","0","0","0","0"
"LU22_18","250","0","0","0","0.144933312272983","0","0","0","0.177557265163527","0.677509407974001","0"
"LU22_32","250","0","0","0","0.18731715628225","0","0","0","0.0375759275087363","0.775106959704735","0"
"LU22_08","250","0","0","0","0.138082171948966","0.0129654176821684","0","0","0","0.711220768449892","0.137731728986997"
"LU22_06","250","0","0","0","0.134410611575466","0","0","0","0.147892261136045","0.399151515997174","0.318545643875074"
"LU22-81","250","0","0","0","0.127780438372797","0.0244110779536876","0.113396561334165","0","0.532019560094455","0.202392361941392","0"
"LU22_07","250","0","0","0","0.131762265586702","0","0.00576838845577199","0","0","0.862469290547157","0"
"LU22_69","250","0","0","0","0","0.0191985106081886","0","0","0.289500461336348","0.21150414161376","0.479796886443"
"LU22_70","250","0","0","0","0.225746031231653","0.0891123753451727","0","0","0.661890440558207","0.0125826724927997","0.0106683957179798"
"LU22_82","250","0","0","0","0.254526776926909","0","0","0","0.606049769203889","0.000600941574175754","0.138822595927963"
"LU22_94","250","0","0","0","0.169371501899032","0.0615769237493616","0","0","0.135687246712591","0","0.633364417737206"
"LU22_101","250","0","0","0","0.193372468315459","0","0","0","0.373569388578652","0","0.433058089302849"
"LU22_71","250","0","0","0","0.135073026644115","0","0","0","0.526751749980762","0.0082628094444325","0.329912263891005"
"LU22_77","250","0","0","0","0","0","0","0","0.0740264571670158","0.569027478845996","0.356946063986157"
"LU22_72","250","0.148956516913229","0","0","0.234838266010504","0","0","0","0.334968016664187","0","0.281237160715943"
"LU22_65","250","0","0","0","0.244931184146904","0","0","0","0.0479646295581943","0.235772537155458","0.471331685940779"
"LU22_60","250","0","0","0","0.314253690610859","0","0","0","0.604468529296238","0.0812777606048598","0"
"LU22_61","250","0","0","0","0.209973946990418","0.555968978737864","0","0","0","0.234057045547545","0"
"LU22_53","250","0","0","0","0.231811961731196","0.285748990000098","0","0","0","0.482439121131597","0"
"LU22_46","250","0","0","0","0.185929278584257","0","0","0","0.121888691596394","0.359847546282371","0.332334437251626"
"LU22_40","250","0","0","0","0.0154221909339694","0","0","0","0.859489734893157","0","0.125088152256157"
"LU22_47","250","0","0","0","0.231030979090124","0","0","0","0.00049852890869332","0.424160130017115","0.344310357514945"
"LU09_05","500","0.253201897408913","0","0","0.154487334545369","0","0","0","0.490356306159081","0.101954462842357","0"
"LU09_06","500","0.13831889386166","0","0","0.105355969409772","0","0","0","0.0529987829691794","0.429388383161723","0.273937968866972"
"LU09_07","500","0","0","0","0.14395111256582","0.0319062854944394","0.0990568517188256","0","0.530260425056621","0.0956132055891196","0.0992121153992409"
"LU09_08","500","0","0","0","0.0687763831308273","0","0.041307204884774","0","0.176275794531193","0.713640616770068","0"
"LU09_100","500","0","0","0","0.131289430745622","0.0414990267358972","0.524972755808362","0","0.125389721684727","0","0.176849073928949"
"LU09_102","500","0","0","0","0","0.151301514412254","0","0","0.0839199997515165","0.417104959266574","0.347673526571415"
"LU09_106","500","0.0314797969046946","0","0","0.0824662134762063","0.0224039269849386","0.755897908420884","0","0.0735401981756486","0","0.0342119513193225"
"LU09_112","500","0","0","0","0.104350316557107","0.664470448967593","0.207132687123129","0","0","0","0.0240465444316035"
"LU09_113","500","0","0","0","0.0932954156631287","0.0609846922746652","0.12874312097341","0","0.415681646945775","0","0.301295119763889"
"LU09_12","500","0","0","0","0.125968738219442","0","0.0977756124402448","0","0.0181846076103431","0.723971032645869","0.0341000001911678"
"LU09_13","500","0","0","0","0.0675306334484789","0","0.000229696739708163","0","0.914530047496784","0.0177096231147129","0"
"LU09_18","500","0","0","0","0.111969742148902","0.025307136216385","0","0","0.000235590473454702","0.808159843663985","0.0543276797248205"
"LU09_21","500","0","0","0.0524277469926229","0.0706991576267957","0","0.0232160780356075","0","0.121188367050137","0.732468656189247","0"
"LU09_24","500","0","0","0","0.0950644788256672","0.0576662895966758","0.121197384449402","0","0.19964970239589","0.304052162955751","0.222369984600414"
"LU09_28","500","0","0","0.00523024013771745","0.109515248531794","0.113610428335691","0.160557742505967","0","0.268635730193017","0.342450614853632","0"
"LU09_29","500","0","0","0","0.148797941687874","0","0.172979809496078","0","0.156586092656826","0.4723514484024","0.0492847001266767"
"LU09_30","500","0","0","0","0.134746948971822","0","0.000282815357640337","0","0.129178344298437","0.696536200697287","0.0392556622250377"
"LU09_31","500","0","0","0","0.121908730147425","0.0595509280580355","0.0165592978592255","0","0.26419619759644","0.261486769593253","0.276298078153416"
"LU09_32","500","0","0","0","0.0709928769816828","0.0465714454836056","0.0171341545783652","0","0.197279911766318","0.637395520798443","0.0306260890485636"
"LU09_33","500","0","0","0","0.0785763935351956","0.000511780442836858","0","0","0.0872248929795748","0.634830638004067","0.198856295864496"
"LU09_39","500","0","0","0","0.110517860046681","0.151607353235082","0.0471649997567361","0","0.655628330744931","0.0350814552863884","0"
"LU09_41","500","0","0","0","0.0990473262472683","0","0.0883975391892416","0","0.354663728963649","0.336948123335911","0.120943277870893"
"LU09_44","500","0","0","0","0.0359873264758198","0.0834155573592792","0","0","0.85677596497697","0","0.0238211438131677"
"LU09_51","500","0","0","0","0.0977038764985313","0.284178093005238","0.113867325524509","0","0.198414991695","0","0.305835716618067"
"LU09_55","500","0","0","0.0104967662184079","0.187303772477943","0.0191344956269633","0.0575941837649312","0","0.480360670525221","0.103854029762461","0.141256081750167"
"LU09_57","500","0.0186348787186306","0","0","0.0844292551658734","0.212736742091107","0","0","0.49043781488323","0.0915050792751309","0.102256224448603"
"LU09_62","500","0","0","0.00131383239372942","0.197509285960814","0.0316065709857654","0.123467085053326","0","0.603996302499635","0","0.0421069463693089"
"LU09_63","500","0","0","0","0.161683219111661","0.13392047651004","0.0119793735333525","0","0.617710004860315","0.0297982765818516","0.0449086739481419"
"LU09_64","500","0","0","0","0.0990160779924272","0.0240175974434926","0.247166882918713","0","0.523597645192636","0.106201787636246","0"
"LU09_65","500","0","0","0","0.0973357003957817","0","0","0","0.85304777931142","0.0496165218579593","0"
"LU09_67","500","0","0","0","0.0577965727828503","0.0548868196810143","0.175260342046181","0","0.712056256631138","0","0"
"LU09_68","500","0.0052798886062801","0","0","0.055762227959956","0.0849907538265743","0.0142658192143507","0","0.300896584700063","0.284626330387383","0.254178392820952"
"LU09_72","500","0","0","0","0.0916597577350584","0","0","0","0.206959917620327","0.548799779422055","0.152580533868571"
"LU09_73","500","0","0","0","0.11658778097352","0.123312693748986","0.0451340412548532","0","0.30660995717049","0","0.408355543392611"
"LU09_75","500","0","0","0","0.0719891672969578","0.13801790390394","0.435956720313919","0","0.259142935599374","0","0.0948932777855595"
"LU09_76","500","0","0","0","0.132651962997497","0.0315077669939548","0.128804755299687","0","0.575762399262075","0.128850502377819","0.0024226061309408"
"LU09_77","500","0.0450943332403863","0","0","0.103353029880208","0.311296962114349","0.00130116050653066","0","0.339942558343169","0.117874154279552","0.0811377917077283"
"LU09_79","500","0","0","0","0.0952898260257217","0.0213469475276183","0.029231725628693","0","0.646138880637141","0.190728404099619","0.0172642189390751"
"LU09_80","500","0","0","0","0.131196821738094","0","0","0","0.760982535187904","0.104833140764005","0.00298749762693042"
"LU09_81","500","0","0","0","0.143528839356554","0.0229144003774141","0.21583076182538","0","0.585070157897257","0.032655845388459","0"
"LU09_82","500","0","0","0","0.120087780278878","0.18950888616084","0.149464914021039","0","0.409244555640779","0.0333495308324326","0.0983443388335762"
"LU09_85","500","0","0","0","0.0874316683621609","1.66505919560071e-05","0.0866246823344563","0","0.76778223564069","0","0.0581447559146641"
"LU09_86","500","0.0226527104598415","0","0","0.0906761197194913","0.0486210390231398","0.244358752075477","0","0.263997022398153","0","0.329694357592209"
"LU09_87","500","0.0172880478556745","0","0.0544209140845218","0.133784894506679","0.0148228920753053","0","0","0.604548217803791","0.0826565802051468","0.0924784635816095"
"LU09_90","500","0","0","0","0.119239200072274","0.0736950789067762","0.367240898630906","0","0.204144620777159","0.00264713888142886","0.233033059844755"
"LU09_93","500","0","0","0","0.103016485249781","0","0.0043333067954906","0","0.0432810848327342","0.849369129406204","0"
"LU09_94","500","0","0","0","0","0","0","0","0.131472360726543","0.862585109459981","0.00594252981351039"
"LU09_96","500","0.0217748844940937","0","0","0.0729987424187944","0.490486633024842","0","0","0.11407296060069","0","0.300666782701452"
"LU09_98","500","0","0","0","0.109022187746635","0.15239144714843","0.107497491893037","0","0.553490701537265","0","0.0775981742977034"
"LU09-27","500","0","0","0","0.117347148691542","0","0.393504162687678","0","0.310631519842442","0","0.178517176141819"
"LU14_03","500","0","0","0","0.0388844223568986","0","0","0","0.573567240366037","0.38754833893966","0"
"LU14_07","500","0","0","0","0.0893753633146975","0","0","0","0.202886355454057","0.662113620891597","0.0456246420073924"
"LU14_08","500","0","0","0","0","0","0","0","0.499147112383537","0.239392715719985","0.261460171897657"
"LU14_09","500","0","0","0","0.0765903198011222","0","0","0","0.525099280129773","0.391396800447741","0.00691359442366186"
"LU14_100","500","0","0","0","0","0.535032309756962","0","0","0.35726260902721","0.107705081213868","0"
"LU14_102","500","0","0","0","0","0.136191385327614","0","0","0.262514320306831","0.375214364086956","0.226079930278174"
"LU14_105","500","0","0","0","0","0","0.155375307560267","0","0.205745419183967","0.313450641491538","0.325428631763064"
"LU14_110","500","0.0326045110157138","0","0","0","0.0367642386909024","0.0571971787425575","0","0.873434071550967","0","0"
"LU14_114","500","0","0","0","0","0.0546021415561088","0","0","0.692619978707067","0.109687817417852","0.143090062318693"
"LU14_115","500","0","0","0","0","0.642150090182944","0.310064282040431","0","0.0234242073143718","0.0243614204620502","0"
"LU14_120","500","0","0","0","0","0.11356652025282","0.0936258723960393","0","0.525343089201262","0.062306305375916","0.205158212774539"
"LU14_121","500","0.461945501576344","0","0","0","0.149441252934119","0","0","0.224993298167391","0.134956677973437","0.0286632693487467"
"LU14_131","500","0","0","0","0","0.141152897150832","0","0","0.764997074224804","0.0350870803541924","0.0587629482709706"
"LU14_135","500","0.144690063523782","0","0","0","0.706376373843799","0","0","0.148933562631611","0","0"
"LU14_16","500","0","0","0","0.0678746511353427","0","0","0","0.534387235214279","0.289275630071515","0.108462495853988"
"LU14_17","500","0","0","0","0.111185186973217","0.365539726988798","0","0","0","0.523275104358174","0"
"LU14_19","500","0","0","0","0","0","0","0","0.993956795746479","0.00604320425350807","0"
"LU14_20","500","0","0","0","0","0.0486423188268356","0","0","0.713763501248012","0.23759417992435","0"
"LU14_250","500","0","0","0","0","0.366331436329661","0","0","0.229395404537213","0.184169296791235","0.220103862343404"
