"Site","BUFF_DIST","LC_class20","LC_class33","LC_class34","LC_class50","LC_class110","LC_class120","LC_class210","LC_class220","LC_class230","Gridcll","Lab"
"LU2-34",1500,0.0115893534476395,0,0.0350442388925128,0.0449517422875065,0,0,0.195414106360043,0.430624140934499,0.282376417861439,"LU2-34","ACME"
"LU2-36",1500,0,0,0.0308857460148217,0,0,0,0,0.925602893319535,0.0435113604312298,"LU2-36","ACME"
"LU2-38",1500,0,0,0.0342503577051573,0.107662672769233,0,0,0.142916022352663,0.323815672137085,0.391355275362732,"LU2-38","ACME"
"LU2-39",1500,0,0,0.0417164814840257,0.0337995645990817,0,0,0.156478676644158,0.225688349119608,0.542316928784738,"LU2-39","ACME"
"LU2-40",1500,0.0403742264583475,0,0.0437652583949253,0.0278579667177755,0.0405212587038013,0,0.159290344643099,0.469520951912719,0.218669992736553,"LU2-40","ACME"
"LU2-42",1500,0,0,0.041438461820019,0,0,0,0.380217681883688,0.188775346818644,0.389568508813377,"LU2-42","ACME"
"LU2-44",1500,0,0,0,0,0,0,0.294132509032345,0.160358987453322,0.545508503514057,"LU2-44","ACME"
"LU2-46",1500,0.0185977907207818,0,0.0326820690673532,0.151057568941926,0.018395150860852,0,0.162671141570452,0.293514877091948,0.323081401467731,"LU2-46","ACME"
"LU2-47",1500,0.00473580029463335,0,0.0327647399516432,0.0218799610442839,0.0347426903137508,0,0.162467997581378,0.426102595286551,0.317306216567773,"LU2-47","ACME"
"LU2-50",1500,0.0196695709429125,0,0.0343493159493277,0.0141713480969476,0.0327729995350945,0,0.0842390301394965,0.398605197533922,0.416192536785495,"LU2-50","ACME"
"LU2-51",1500,0.122812916908029,0,0.0388208978313731,0,0.168710646015869,0,0.00405499796189797,0.288648537351878,0.376952004389176,"LU2-51","ACME"
"LU2-52",1500,0,0,0.0332256421822951,0.0970628200402874,0.045504087095903,0,0.14058492391131,0.181069818660099,0.502552706935915,"LU2-52","ACME"
"LU2-54",1500,0,0,0.0576932753731647,0.0292205523862904,0.0145804813126363,0,0.103417012725044,0.227648516301713,0.567440162012492,"LU2-54","ACME"
"LU2-56",1500,0,0,0.0339149430850125,0.0012409230867598,0.0168820861785283,0,0.137410562430217,0.593078718877079,0.217472766247342,"LU2-56","ACME"
"LU2-57",1500,0.0912399856249181,0,0.00510532517746469,0.00577896719037812,0.0598269021628379,0,0.130441474100254,0.623119221277694,0.0844881242054107,"LU2-57","ACME"
"2-0-CA22B",1500,0.0698068927398331,0,0.0259662730025783,0.0191711120286236,0.0930422641029056,0,0.158936582326997,0.143062679416847,0.490014195973352,"LU2-22","ABMI"
"2-0-CA16B",1500,0.0116696210487949,0,0.0329336443581432,0.0519406850873614,0.0145267743608415,0,0.320491316186432,0.237782468822374,0.33065548957732,"LU2-16","ABMI"
"2-0-CA48B",1500,0.0026750255358418,0,0.0798663412902835,0.0677457247181971,0.059404726361597,0,0.093558080734195,0.179883287741348,0.516866814829477,"LU2-48","ABMI"
"2-0-CA49B",1500,0.118046275458485,0,0.0603591406191853,0.126101462085034,0.0533600883953199,0,0.0272597838574157,0.214498333197398,0.400374920655321,"LU2-49","ABMI"
"2-1B1-CA21B",1500,0.00168073513687569,0,0.0339007665409113,0.0275116897238588,0.0742091595904901,0,0.501358716290003,0.209919576563664,0.15141935710197,"LU2-21","ABMI"
"LU3-05",1500,0,0,0.0407581482688153,0.00352424156624684,0.0478744869786093,0,0.796350749806915,0.0270067315882776,0.0844856409608806,"LU3-05","ACME"
"LU3-07",1500,0,0,0.0579145222173098,0,0.17990531018733,0,0.596999612570739,0.052991628848409,0.112188926219972,"LU3-07","ACME"
"LU3-10",1500,0,0,0.0820196504700576,0.0174807013964571,0.0535666478479373,0,0.604084641830536,0.222206372561974,0.0206419875666225,"LU3-10","ACME"
"LU3-102",1500,0,0,0.0415906777508198,0,0.0394241860117399,0,0.821732040777991,0.0299548348960653,0.0672982602828386,"LU3-102","ACME"
"LU3-103",1500,0,0,0.00200560223744274,0,0.0144104167401076,0,0.887956714935974,0.0115068564445576,0.0841204086294444,"LU3-103","ACME"
"LU3-111",1500,0.148806780384097,0.00593388871285478,0.055584825821046,0.358730210617179,0.0833343329229604,0,0.251550416442502,0.0376205086631945,0.0584390350690642,"LU3-111","ACME"
"LU3-126",1500,0.00649649073113876,0,0,0.0273368798589987,0.0629782692877792,0,0.790340451687905,0.0861328918427099,0.0267150165917861,"LU3-126","ACME"
"LU3-129",1500,0.0204024768836268,0.0291615344906197,0.0232860582735548,0.0160859208173501,0.273234882863971,0,0.596264108491421,0.0110047052842854,0.0305603052653827,"LU3-129","ACME"
"LU3-13",1500,0.00503159675288203,0,0.0270050447829738,0.838819386731822,0.00438959209297468,0,0.0206922301859301,0,0.104062151590843,"LU3-13","ACME"
"LU3-131",1500,0.0125612965289691,0,0,0,0.0104630233935131,0,0.669641790757428,0.0994796796537221,0.207854209666069,"LU3-131","ACME"
"LU3-137",1500,0,0.00362841810354394,0.0739996828834539,0.384252272039695,0.0750391491648279,0,0.403591675559459,0.0168646001856732,0.0426242044540512,"LU3-137","ACME"
"LU3-14",1500,0.0218893721474239,0,0.0360537010913599,0.850506196487407,0,0,0.0178947939560499,0.0257272215485311,0.0479287150973492,"LU3-14","ACME"
"LU3-147",1500,0,0.00814924310973601,0.0102798761557947,0,0.106517463548442,0,0.533230795139521,0.164669107322712,0.177153517966846,"LU3-147","ACME"
"LU3-15",1500,0.0507077177542344,0,0.0502713672409699,0.00252812630991013,0.0123130863298101,0,0.652948987746075,0.00713964263643666,0.224091072831699,"LU3-15","ACME"
"LU3-17",1500,0.00411868895002773,0.0115511663933324,0.0487176494345563,0.0138241594115212,0.105880366816314,0,0.549372309374259,0.0741482971223803,0.192387358202789,"LU3-17","ACME"
"LU3-18",1500,0.0219278875813874,0,0.0590987188830764,0.607909006120559,0.0290937703016322,0,0.163765341391933,0.0963080372772101,0.0218972529454499,"LU3-18","ACME"
"LU3-19",1500,0.00331193548952457,0,0,0.302276559118564,0.0517427086330481,0,0.642668796758917,0,0,"LU3-19","ACME"
"LU3-20",1500,0.0205509845038769,0,0,0.0139617336352961,0.149768502320898,0,0.78406193516129,0.0184346534650887,0.0132221909134703,"LU3-20","ACME"
"LU3-21",1500,0.00133751209331411,0,0.00289451306765729,0,0,0,0.542590888598916,0.19192392334838,0.261253165173126,"LU3-21","ACME"
"LU3-25",1500,0.0142880309255635,0,0.0636657840818527,0.00195892501315381,0.00511651694796882,0,0.691194725319205,0.00075250289143055,0.223023515404212,"LU3-25","ACME"
"LU3-27",1500,0.0108788907556378,0,0.0263458558247743,0.026114425124104,0.157922939422214,0,0.71503971920112,0.0416171523153775,0.0220810294807538,"LU3-27","ACME"
"LU3-28",1500,0,2.46535986080715e-05,0.060651795437406,0.00301469906273131,0.0778215943085934,0,0.519410507930654,0.131672445869751,0.207404300162946,"LU3-28","ACME"
"LU3-32",1500,0,0,0.0388326109426446,0.0402254994687533,0.110281120496396,0,0.717059888798575,0.0268069828649468,0.0667938982089317,"LU3-32","ACME"
"LU3-36",1500,0.0671660786701456,0,0,0.675171793889109,0.0246013903617293,0,0.186411372024503,0.0174534374903358,0.0291959275647208,"LU3-36","ACME"
"LU3-38",1500,0,0,0.0567668438507404,0,0.0534615139333337,0,0.481848376778558,0.2773394347982,0.130583830707345,"LU3-38","ACME"
"LU3-39",1500,0,0,0,0.755767113777005,0.0260801942066175,0,0.14255642829029,0.0488691682257688,0.0267270955002684,"LU3-39","ACME"
"LU3-40",1500,0.089337340514455,0,0,0.868028708506381,0.00132346272606793,0,0.0026989277278114,0.00386906278929616,0.0347424977359174,"LU3-40","ACME"
"LU3-41",1500,0.0859536525532268,0,0,0.708156120050919,0,0,0.0485826024249329,0.0267081075722377,0.130599517398492,"LU3-41","ACME"
"LU3-44",1500,0.13590848231695,0,0.0392255277709049,0.0188667130820071,0.0744302166883444,0,0.536647546701711,0.0697206540803751,0.12520085984829,"LU3-44","ACME"
"LU3-45",1500,0,0,0,0,0.00127601179869354,0,0.537669895285834,0.169277281583313,0.291776811331724,"LU3-45","ACME"
"LU3-46",1500,0.0274805384144721,0,0.0485322467983689,0.0343921748194903,0.0294752336334141,0,0.483526589666529,0.259338755605841,0.117254463088157,"LU3-46","ACME"
"LU3-48",1500,0,0,0.0544840109954548,0.781306221665992,0,0,0.144408875254955,0,0.0198009087682185,"LU3-48","ACME"
"LU3-50",1500,0,0,0.0271112431862867,0,0.100781013754018,0,0.583640069602645,0.0965116537645335,0.191956020225625,"LU3-50","ACME"
"LU3-51",1500,0,0.0032710010333983,0.0134218766700891,0,0.250366069845242,0,0.503881220952551,0.159162255591526,0.0698975798336153,"LU3-51","ACME"
"LU3-52",1500,0,0.0513989354445281,0.117809537205462,0.00301469906273156,0.16146595775928,0,0.332584551876588,0.215025396571407,0.118700917918688,"LU3-52","ACME"
"LU3-49",1500,0,0,0.043004286934768,0.545130458016713,0.00155889645027997,0,0.280783514580429,0.0226749139206195,0.106847930593143,"LU3-49","ACME"
"3-0-CA16B",1500,0.00331193548952508,0,0.0357402982298258,0.623881709739543,0.00558853728020906,0,0.315542951836341,0.00169266528804551,0.0142419023981715,"LU3-16","ABMI"
"3-0-CA22B",1500,0,0,0,0,0.121444514997404,0,0.605079272285806,0.134904915297666,0.138571297419292,"LU3-22","ABMI"
"3-2C1-CA43B",1500,0.00122671021149238,0.00245447396782101,0.0415217540483741,0.0340454198125033,0.00933851266805534,0,0.5478857468878,0.0840279816364444,0.279499402861981,"LU3-43","ABMI"
"3-2B1-CA38B",1500,0.0203599882912319,0,0.0751692226070369,0,0.0174002441229164,0,0.442898901410614,0.300779162779464,0.143392477105336,"LU3-38","ABMI"
"3-0-CA33B",1500,0.00798499613548397,0,0.0437033884696094,0.844520947811695,0.0477047434598162,0,0.0166010436326213,0.0305703637418897,0.00891451715816767,"LU3-33","ABMI"
"3-0-CA34B",1500,0.217866799793586,0,0.0422390694754254,0.560453516900372,0.0314162503525399,0,0.0583282728917518,0.0200518285299083,0.069644261768119,"LU3-34","ABMI"
"3-0-CA35B",1500,0.102481116726685,0,0.0391633181908153,0.502195643871231,0.024312382693642,0,0.13609003111835,0.0613222341679513,0.13443527175465,"LU3-35","ABMI"
"3-0-CA4B",1500,0.0341596475466225,0.012074401178073,0.069906031480469,0,0.0692023558995602,0,0.683434249835682,0.00372516380726091,0.127498147888603,"LU3-4","ABMI"
"3-0-CA8B",1500,0,0.00802338513340275,0.0350185258683504,0.036697027857581,0.00144031212319205,0,0.585371657878026,0.177239114736179,0.156209975868534,"LU3-8","ABMI"
"3-2F2-CA4B",1500,0,0.054448764692493,0.118133902910241,0.00301469906273162,0.150425645987913,0,0.34458393700438,0.206649197259569,0.122743850920325,"LU3-52","ABMI"
"LU2-03",1750,0.0295009009675984,0,0.0284629039438476,0.00614553656046105,0,0,0.307290011702725,0.209629242860092,0.418971403931364,"LU2-03","ACME"
"LU2-05",1750,0.157310251866158,0,0.030508779275224,0.0258274316883243,0,0,0.263518294179144,0.273428839632569,0.249406402948085,"LU2-05","ACME"
"LU2-100",1750,0.00987341479331113,0,0.0865987105677764,0.0813146026099411,0.0382585905507141,0,0.244717073721952,0.0530535759516119,0.486184030880218,"LU2-100","ACME"
"LU2-101",1750,0.304249168936161,0,0.0448974268490186,0.0169914967745789,0,0,0.248553704992966,0.162891912075499,0.222416285464524,"LU2-101","ACME"
"LU2-106",1750,0.0597702242631833,0,0.0874259177112368,0.0268071000292542,0.0780438817029373,0.130346405363734,0.222949158927004,0.0951464759208815,0.299510836584117,"LU2-106","ACME"
"LU2-110",1750,0,0,0.0511028594761354,0,0,0,0.316059984400928,0.176164973421279,0.456672183265892,"LU2-110","ACME"
"LU2-119",1750,0.016902224935037,0,0.078403751394258,0.0959862835905582,0.0524940591328741,0,0.224110328589993,0.220798988759834,0.311304363474794,"LU2-119","ACME"
"LU2-123",1750,0.00987341705526804,0,0.0488835688166904,0.0857765406174377,0.0416327222813561,0,0.0678619332246725,0.0970056969348024,0.648966118635717,"LU2-123","ACME"
"LU2-13",1750,0,0,0.0358002408123119,0.0187797671861952,0,0,0.282613339672018,0.419029658709494,0.243776993093275,"LU2-13","ACME"
"LU2-137",1750,0.0222866503432626,0,0.0372730401728585,0.0238837906661913,0.0559952681411232,0,0.33728661855879,0.354468173836976,0.168806458460279,"LU2-137","ACME"
"LU2-143",1750,0,0,0.014664075508315,0,0,0,0.31439338489827,0.210671610021234,0.46027092884949,"LU2-143","ACME"
"LU2-15",1750,0,0,0.034585992496805,0.00174084758740857,0,0,0.232552631781997,0.48963766288195,0.241482865224324,"LU2-15","ACME"
"LU2-153",1750,0.0642244669551942,0,0.0321981531039606,0.00809526486218207,0.110128815796088,0,0.00846441378043498,0.406152107014547,0.370736778724013,"LU2-153","ACME"
"LU2-155",1750,0.00449217036156846,0,0,0.00492202875118044,0.0230077461851529,0,0.179442069144893,0.256968102075299,0.531167883482121,"LU2-155","ACME"
"LU2-17",1750,0,0,0.0325262735204263,0.101166062867664,0,0,0.107264110122979,0.260557222054703,0.498486331336419,"LU2-17","ACME"
"LU2-18",1750,0,0,0.0454157951591384,0,0,0,0.39640597726571,0.179271586492815,0.378906639926357,"LU2-18","ACME"
"LU2-20",1750,0.00123482581484732,0,0.0323672203696315,0.0300404618313036,0.0523372253575026,0,0.444774802324487,0.241567793883567,0.197677670768206,"LU2-20","ACME"
"LU2-21",1750,0.00123482581484736,0,0.0314345291686779,0.025375708407272,0.0628088149056782,0,0.514776655097929,0.244710919774227,0.119658547422982,"LU2-21","ACME"
"LU2-24",1750,0.0530872295163227,0,0.0468795473334184,0.0257677615791619,0.0782069563327331,0,0.268258208938897,0.297301442915803,0.230498853140126,"LU2-24","ACME"
"LU2-25",1750,0.00389945450573323,0,0.0309422034926624,0.0445493370438245,0.0111116074303186,0,0.200352642276602,0.368507006231815,0.34063774901741,"LU2-25","ACME"
"LU2-26",1750,0.00449217036156865,0,0,0.00322874722034571,0.00508948711742905,0,0.218298059273123,0.154220444310472,0.614671091717287,"LU2-26","ACME"
"LU2-27",1750,0,0,0.0687583302759343,0.0263693530470572,0.0296029218823123,0,0.0614376308239673,0.144753966682166,0.669077799584524,"LU2-27","ACME"
"LU2-29",1750,0.0197000391798884,0,0.030444241458549,0.0263843842927116,0,0,0.153021187643089,0.423122006650199,0.347328140296133,"LU2-29","ACME"
"LU2-30",1750,0.0484186428229831,0,0.0298064867749917,0.043341310755895,0,0,0.130942260046518,0.506870951474888,0.240620347659335,"LU2-30","ACME"
"LU2-31",1750,0,0,0.0287992281485097,0.0037668710861711,0,0,0.297855897706878,0.306553813956152,0.363024188948658,"LU2-31","ACME"
"LU2-32",1750,0.0840673840642343,0,0.0481028988675707,0,0,0,0.383247980352718,0.196668823228398,0.287912913593136,"LU2-32","ACME"
"LU2-33",1750,0,0,0.0289758783121806,0,0,0,0.110934088270344,0.380638954480131,0.479451078585082,"LU2-33","ACME"
"LU2-34",1750,0.0246920326285216,0,0.031827494610842,0.0330257698438824,0,0,0.233399473856906,0.379581709262499,0.297473518957659,"LU2-34","ACME"
"LU2-36",1750,0,0,0.0255805403551828,0,0,0,0,0.925257604868046,0.049161854010391,"LU2-36","ACME"
"LU2-38",1750,0,0,0.0290338569376708,0.106713181358924,0,0,0.135654305561252,0.28183232125991,0.44676633505809,"LU2-38","ACME"
"LU2-39",1750,0,0,0.0378856473272789,0.0419998373881995,0,0,0.160599047545821,0.208992455016131,0.550523012659368,"LU2-39","ACME"
"LU2-40",1750,0.0466888055459101,0,0.0368347978971546,0.0290743286964761,0.0366134801241032,0,0.220503095625522,0.43250646702167,0.197779024586333,"LU2-40","ACME"
"LU2-42",1750,0,0,0.0364785360815163,0,0,0,0.390898170971662,0.18300277960284,0.389620510967394,"LU2-42","ACME"
"LU2-44",1750,0,0,0,0,0,0,0.251602028390571,0.200634573326438,0.547763398282752,"LU2-44","ACME"
"LU2-46",1750,0.0136636829785341,0,0.0296930942681164,0.146326663853042,0.0226863431917844,0,0.157023014377686,0.320084764329418,0.310522436995388,"LU2-46","ACME"
"LU2-47",1750,0.00389945450573309,0,0.0295026724459988,0.0586472685324743,0.0364550122969427,0,0.134451113906111,0.412598316240344,0.324446163074007,"LU2-47","ACME"
"LU2-50",1750,0.0150017157492084,0,0.0323771048645595,0.0210064340633249,0.0413098203699737,0,0.0809905845956096,0.406065953093486,0.403248385253056,"LU2-50","ACME"
"LU2-51",1750,0.163711721234449,0,0.032592342038396,0,0.138317781220774,0,0.00803137457225551,0.290037883960377,0.367308897388308,"LU2-51","ACME"
"LU2-52",1750,0,0,0.0288297822100191,0.0909876482934697,0.0436854890462795,0,0.125239125939054,0.226157980760511,0.485099973240088,"LU2-52","ACME"
"LU2-54",1750,0,0,0.0475128979933601,0.0392643326715648,0.0304544324422634,0,0.14279940005373,0.216316441867784,0.523652494859703,"LU2-54","ACME"
"LU2-56",1750,0,0,0.0334907264372893,0.0152155144728404,0.0287204882157451,0,0.137150104872146,0.58826622213162,0.197156942721031,"LU2-56","ACME"
"LU2-57",1750,0.113268937152888,0,0.00528403496283163,0.00662907272139217,0.0487925000938472,0,0.131598267591382,0.602570637148283,0.0918565501365375,"LU2-57","ACME"
"2-0-CA22B",1750,0.0633525949579737,0,0.0216523847079622,0.0438499613981105,0.0817414723360157,0,0.160747827281746,0.167149451653233,0.46150630755699,"LU2-22","ABMI"
"2-0-CA16B",1750,0.00857560152238032,0,0.0300719592707098,0.0445732680009427,0.0330581268622461,0,0.263680888626561,0.288312401439582,0.331727754070031,"LU2-16","ABMI"
"2-0-CA48B",1750,0.00572047118754811,0,0.0677489932270586,0.0821690638056561,0.0507410361729482,0,0.114900171238106,0.183972959554821,0.494747305267718,"LU2-48","ABMI"
"2-0-CA49B",1750,0.12384836114159,0,0.0553833305311174,0.108292733625233,0.0543828981238039,0,0.0302712635227431,0.236203858332617,0.391617555645187,"LU2-49","ABMI"
"2-1B1-CA21B",1750,0.00490450666041869,0,0.0302988578026583,0.0305163654673336,0.0582108635796382,0,0.469801310130383,0.256038092368037,0.150230004932583,"LU2-21","ABMI"
"LU3-05",1750,0,0,0.0342061619738208,0.00258923870173264,0.0445791344881912,0,0.81064073023151,0.0335960087367946,0.0743887255698293,"LU3-05","ACME"
"LU3-07",1750,0.0100753446498264,0,0.0469160180825402,0.00483730622731051,0.172562581346234,0,0.588868842508832,0.0755218176291961,0.101218089505093,"LU3-07","ACME"
"LU3-10",1750,0.0026666085807921,0,0.0705032725033414,0.0128429642912734,0.0656666600680282,0,0.607283386743113,0.188467856236986,0.0525692530274626,"LU3-10","ACME"
"LU3-102",1750,0,0,0.0362425613723306,0,0.0461740549455215,0,0.824620397973447,0.0390128261188453,0.0539501594021195,"LU3-102","ACME"
"LU3-103",1750,0,0,0.00964763657399026,0,0.0383487550043672,0,0.850111082233995,0.0243666996320192,0.0775258238873273,"LU3-103","ACME"
"LU3-111",1750,0.164369717969012,0.00435959170740386,0.0502854118387658,0.32639879424102,0.0827581288641595,0,0.271360484064157,0.0397510137478567,0.0607168554285115,"LU3-111","ACME"
"LU3-126",1750,0.00477293196573499,0,0,0.026749455153639,0.0754942348776738,0,0.770475821740314,0.0755157753002164,0.0469917809626275,"LU3-126","ACME"
"LU3-129",1750,0.0215249838354043,0.0237256414273929,0.0187541449626145,0.0366633819212533,0.275868481032835,0,0.564274405795161,0.0228005122414252,0.0363884426827755,"LU3-129","ACME"
"LU3-13",1750,0.00477270071118666,0,0.0249024467242285,0.860125200324742,0.00322500643565509,0,0.019139473290322,0.00237841291818594,0.0854567609632124,"LU3-13","ACME"
"LU3-131",1750,0.00922870765393662,0,0,0,0.0141193955016233,0,0.693664994549545,0.0914006158856408,0.191586286408945,"LU3-131","ACME"
"LU3-137",1750,0,0.0026672247684638,0.0666226803953001,0.342094140966074,0.0958273264991804,0,0.420947591247862,0.0195825242370789,0.0522585121116652,"LU3-137","ACME"
