"Site","BUFF_DIST","Feature_Area","Buffer_Area","CONVENTIONAL-SEISMIC","LOW-IMPACT-SEISMIC","TRAIL","HARVEST-AREA","WELL-ABAND","RUNWAY","WELL-OTHER","CLEARING-WELLPAD-UNCONFIRMED","CLEARING-UNKNOWN","VEGETATED-EDGE-ROADS","ROAD-GRAVEL-1L","TRUCK-TRAIL","ROAD-UNIMPROVED","ROAD-WINTER","ROAD-WINTER-ACCESS","BORROWPITS","SUMP","BORROWPIT-DRY"
"RICH48","1000","0","3140157.37457664","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH49","1000","0","3140157.37457674","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH50","1000","0","3140157.37457674","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH51","1000","0","3140157.37457662","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH52","1000","0","3140157.374577","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH53","1000","0","3140157.37457687","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH54","1000","0","3140157.37457677","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH55","1000","0","3140157.37457647","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH56","1000","0","3140157.37457659","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH57","1000","0","3140157.37457684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH58","1000","0","3140157.37457696","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH01","1250","0","4906495.89777584","0.0106889593936472","0","0.00176446002317582","0","0.00229245261153523","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH02","1250","0","4906495.89777518","0.001837663559919","0","0.000578608556696761","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH03","1250","0","4906495.8977757","0.00291046896286334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH04","1250","0","4906495.89777544","0.00305804949613511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH05","1250","0","4906495.89777615","0.00209108242986779","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH06","1250","0","4906495.89777589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH07","1250","0","4906495.89777514","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH08","1250","0","4906495.89777566","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH09","1250","0","4906495.89777607","0.00307852503428923","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH10","1250","0","4906495.89777517","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH11","1250","0","4906495.89777541","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH12","1250","0","4906495.89777531","0.00305173721252717","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH13","1250","0","4906495.8977755","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH14","1250","0","4906495.89777537","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH15","1250","0","4906495.89777622","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH16","1250","0","4906495.89777516","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH17","1250","0","4906495.89777511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH18","1250","0","4906495.8977764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH19","1250","0","4906495.89777588","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH20","1250","0","4906495.89777558","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH21","1250","0","4906495.89777499","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH22","1250","0","4906495.89777545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH23","1250","0","4906495.89777536","0.0031181431314996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH24","1250","0","4906495.89777644","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH25","1250","0","4906495.89777535","0.00305727357795449","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH26","1250","0","4906495.89777631","0.00305715252155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH27","1250","0","4906495.89777542","0.00405803584524639","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH28","1250","0","4906495.89777519","0.00305808916345259","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH29","1250","0","4906495.89777449","0.00306082420030955","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH30","1250","0","4906495.89777627","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH31","1250","0","4906495.89777559","5.25934381143963e-05","0","0","0","0","0","0","0","0","0","0","0.00221532501088121","0","0","0","0","0","0"
"RICH32","1250","0","4906495.89777591","0.000710229428431047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH33","1250","0","4906495.89777582","0.000231110646592227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH34","1250","0","4906495.89777543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH35","1250","0","4906495.89777543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH36","1250","0","4906495.89777509","0.00305524201356958","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH37","1250","0","4906495.89777539","0.00173303150058866","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH38","1250","0","4906495.89777556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH39","1250","0","4906495.8977757","0.00296712955928515","0","5.79784346335206e-05","0","0.00078379560634795","0","0","0","0","0","0","0","0","0.0035648648192189","0","0","0","0"
"RICH40","1250","0","4906495.89777537","0.00264409480407589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH41","1250","0","4906495.89777572","0.00307531163987643","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH42","1250","0","4906495.89777553","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH43","1250","0","4906495.89777545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH44","1250","0","4906495.89777554","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH45","1250","0","4906495.89777587","0.00152890397742301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH46","1250","0","4906495.89777583","0.00204898448264849","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH47","1250","0","4906495.89777525","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH48","1250","0","4906495.89777596","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH49","1250","0","4906495.89777509","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH50","1250","0","4906495.8977761","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH51","1250","0","4906495.89777593","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH52","1250","0","4906495.89777529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH53","1250","0","4906495.8977752","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH54","1250","0","4906495.89777541","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH55","1250","0","4906495.89777529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH56","1250","0","4906495.89777579","0.00142291324031395","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH57","1250","0","4906495.89777589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH58","1250","0","4906495.89777545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH01","1500","0","7065354.09279726","0.00915862926784462","0","0.00122531946053875","0","0.00159198098023278","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH02","1500","0","7065354.09279699","0.00148946484840087","0","0.000962582930020855","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH03","1500","0","7065354.09279776","0.00258794562212612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH04","1500","0","7065354.09279707","0.00247667709014311","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH05","1500","0","7065354.0927967","0.00194822221656763","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH06","1500","0","7065354.09279727","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH07","1500","0","7065354.09279686","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH08","1500","0","7065354.09279731","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH09","1500","0","7065354.09279726","0.00240934147176039","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH10","1500","0","7065354.09279756","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH11","1500","0","7065354.09279807","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH12","1500","0","7065354.09279776","0.00253871782924162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH13","1500","0","7065354.09279753","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH14","1500","0","7065354.0927969","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH15","1500","0","7065354.09279764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH16","1500","0","7065354.09279715","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH17","1500","0","7065354.09279727","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH18","1500","0","7065354.09279804","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH19","1500","0","7065354.09279763","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH20","1500","0","7065354.09279743","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH21","1500","0","7065354.09279715","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH22","1500","0","7065354.09279704","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH23","1500","0","7065354.09279681","0.0025898669729928","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH24","1500","0","7065354.09279685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH25","1500","0","7065354.09279747","0.00254966358059779","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH26","1500","0","7065354.09279684","0.00247426997404984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH27","1500","0","7065354.09279731","0.00402243013605064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH28","1500","0","7065354.09279707","0.00254816835984363","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH29","1500","0","7065354.09279795","0.00255019344058465","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH30","1500","0","7065354.09279748","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH31","1500","0","7065354.09279747","0.000447589981873245","0","0","0","0","0","0","0","0","0","0","0.00339907428890031","0","0","0","0","0","0"
"RICH32","1500","0","7065354.09279733","0.000555528726254375","0","0.000113856245824391","0","0.000418890453365679","0","0","0.000496572284936666","0","0","0","0","0","0","0","0","0","0"
"RICH33","1500","0","7065354.09279722","0.000435477264030698","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH34","1500","0","7065354.09279763","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH35","1500","0","7065354.09279738","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH36","1500","0","7065354.09279775","0.00254603430444804","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH37","1500","0","7065354.09279737","0.00154383253916982","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH38","1500","0","7065354.09279688","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH39","1500","0","7065354.09279718","0.00248597463715806","0","0.00019254198581819","0","0.00055539649072284","0","0","0","0","0","0","0","0","0.0034283099023729","0","0","0","0"
"RICH40","1500","0","7065354.09279732","0.00204396520199483","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH41","1500","0","7065354.09279745","0.00256529893223004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH42","1500","0","7065354.09279739","0","0","6.12879071046686e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH43","1500","0","7065354.09279793","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH44","1500","0","7065354.09279726","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH45","1500","0","7065354.09279724","0.00106173887321043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH46","1500","0","7065354.09279741","0.00163509282669464","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH47","1500","0","7065354.09279755","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH48","1500","0","7065354.09279779","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH49","1500","0","7065354.0927976","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH50","1500","0","7065354.0927977","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH51","1500","0","7065354.09279715","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH52","1500","0","7065354.09279812","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH53","1500","0","7065354.09279726","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH54","1500","0","7065354.09279819","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH55","1500","0","7065354.0927971","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH56","1500","0","7065354.09279706","0.00170710695831471","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH57","1500","0","7065354.09279733","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH58","1500","0","7065354.09279751","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH01","1750","0","9616731.9596416","0.00777616265704856","0","0.00148396419530846","0","0.00176506581115974","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH02","1750","0","9616731.9596406","0.00118497765305273","0","0.0013013575873161","0","0.000245247612739986","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH03","1750","0","9616731.95964094","0.00233966489228872","0","9.27244113166705e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH04","1750","0","9616731.95963976","0.00212928823627782","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH05","1750","0","9616731.95964135","0.0018740354592514","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH06","1750","0","9616731.95964037","0.00110904785685149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH07","1750","0","9616731.95964029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH08","1750","0","9616731.95964066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH09","1750","0","9616731.95964054","0.00192607189968368","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH10","1750","0","9616731.95964092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH11","1750","0","9616731.95964076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH12","1750","0","9616731.95964037","0.00217704447669632","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH13","1750","0","9616731.95963999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH14","1750","0","9616731.95964078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH15","1750","0","9616731.95964068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH16","1750","0","9616731.95964053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH17","1750","0","9616731.95964087","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH18","1750","0","9616731.95964061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH19","1750","0","9616731.95964077","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH20","1750","0","9616731.95964142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH21","1750","0","9616731.95964006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH22","1750","0","9616731.95964025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH23","1750","0","9616731.95964077","0.00221491790566928","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH24","1750","0","9616731.95964043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH25","1750","0","9616731.9596409","0.00218272410801695","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH26","1750","0","9616731.95964164","0.00203987283852882","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH27","1750","0","9616731.95964072","0.0041958645749445","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH28","1750","0","9616731.95964015","0.00218398902546262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH29","1750","0","9616731.95963958","0.00218557161720412","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH30","1750","0","9616731.95964144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH31","1750","0","9616731.95964044","0.000557726509755141","0","0","0","0","0","0","0","0","0","0","0.0032461564142943","0","0","0","0","0","0"
"RICH32","1750","0","9616731.95964056","0.000800881465413546","0","0.000297482923733913","0","0.000324102090185514","0","0","0.000364828617504499","0","0","0","0","0","0","0","0","0","0"
"RICH33","1750","0","9616731.95964096","0.000504556306837417","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH34","1750","0","9616731.9596405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH35","1750","0","9616731.95964142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH36","1750","0","9616731.9596406","0.00218231562307009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH37","1750","0","9616731.95964095","0.00144761807851593","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH38","1750","0","9616731.95964001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH39","1750","0","9616731.95964082","0.00213997951964579","0","0.000270788206669342","0","0.000408046401347383","0","0","0","0","0","0","0","0","0.00314816497440393","0","0","0","0"
"RICH40","1750","0","9616731.9596401","0.00179282208976566","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH41","1750","0","9616731.95964115","0.00208449680936323","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH42","1750","0","9616731.9596407","0","0","0.000188642596909607","0","0","0","0","0","0","0","0","0","0","0.00340388106652033","0","0","0","0"
"RICH43","1750","0","9616731.95964072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH44","1750","0","9616731.95964157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH45","1750","0","9616731.9596402","0.0011513453199178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH46","1750","0","9616731.95964064","0.00135722662085306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH47","1750","0","9616731.95964039","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH48","1750","0","9616731.95964106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH49","1750","0","9616731.95964031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH50","1750","0","9616731.95964042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH51","1750","0","9616731.95964074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH52","1750","0","9616731.95964068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH53","1750","0","9616731.95964084","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH54","1750","0","9616731.95964103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH55","1750","0","9616731.95964072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH56","1750","0","9616731.95964084","0.00167794509084683","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH57","1750","0","9616731.95964144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH58","1750","0","9616731.95964012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH01","2000","0","12560629.498306","0.00682419568030708","0","0.00145311209542452","0","0.00166680642761633","0","0","0.000279321910276882","0","0","0","0","0","0","0","0","0","0"
"RICH02","2000","0","12560629.4983069","0.0010993410226465","0","0.00121363683259887","0","0.000378138290366319","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH03","2000","0","12560629.4983063","0.002002667551566","0","7.0992127414327e-05","0","0.000290492828102069","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH04","2000","0","12560629.4983066","0.00213793212769184","0","0.000127494405572954","0","0.000190890018054705","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH05","2000","0","12560629.4983069","0.00199727898318309","0","0","0","0","0","0","0","0","0","0","9.20490247074948e-05","0","0","0","0","0","0"
"RICH06","2000","0","12560629.498307","0.00195435178551693","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH07","2000","0","12560629.4983066","0.000806993055129435","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH08","2000","0","12560629.4983068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH09","2000","0","12560629.4983071","0.00159404345039191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH10","2000","0","12560629.4983061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH11","2000","0","12560629.4983068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH12","2000","0","12560629.4983064","0.00190557201454575","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH13","2000","0","12560629.4983066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH14","2000","0","12560629.4983066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH15","2000","0","12560629.4983064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH16","2000","0","12560629.4983066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH17","2000","0","12560629.4983068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH18","2000","0","12560629.4983066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH19","2000","0","12560629.498307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH20","2000","0","12560629.4983064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH21","2000","0","12560629.4983062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH22","2000","0","12560629.4983064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH23","2000","0","12560629.4983068","0.00193570192281073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH24","2000","0","12560629.4983064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH25","2000","0","12560629.4983069","0.00190781045063092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH26","2000","0","12560629.4983067","0.00179607753043775","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH27","2000","0","12560629.4983067","0.00394526638494858","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH28","2000","0","12560629.4983063","0.00191109266198095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH29","2000","0","12560629.4983067","0.0019122400869811","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH30","2000","0","12560629.4983075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH31","2000","0","12560629.4983063","0.00058430085316016","0","0","0","0","0","0","0","0","0","0","0.00293508323911525","0","0","0","0","0","0"
"RICH32","2000","0","12560629.4983062","0.00101811869716672","0","0.000392739718864394","0","0.00043509369782761","0","0","0.000279321910276878","0","0","0","0","0","0","0","0","0","0"
"RICH33","2000","0","12560629.4983069","0.000522241208221995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH34","2000","0","12560629.4983066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH35","2000","0","12560629.4983069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH36","2000","0","12560629.4983058","0.00260682965470326","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH37","2000","0","12560629.4983072","0.0012770183793308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH38","2000","0","12560629.4983068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH39","2000","0","12560629.4983072","0.00187729304160522","0","0.000207322220731202","0","0.000312410526031571","0","0","0","0","0","0","0","0","0.00287143170242821","0","0","0","0"
"RICH40","2000","0","12560629.4983063","0.00161155080970128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH41","2000","0","12560629.4983064","0.00172596581664374","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
