"Site","BUFF_DIST","Feature_Area","Buffer_Area","CONVENTIONAL-SEISMIC","LOW-IMPACT-SEISMIC","TRAIL","HARVEST-AREA","WELL-ABAND","RUNWAY","WELL-OTHER","CLEARING-WELLPAD-UNCONFIRMED","CLEARING-UNKNOWN","VEGETATED-EDGE-ROADS","ROAD-GRAVEL-1L","TRUCK-TRAIL","ROAD-UNIMPROVED","ROAD-WINTER","ROAD-WINTER-ACCESS","BORROWPITS","SUMP","BORROWPIT-DRY"
"RICH42","2000","0","12560629.4983063","9.36946210224782e-06","0","0.000393110987233766","0","0","0","0","0","0","0","0","0","0","0.00339956417139382","0","0","0","0"
"RICH43","2000","0","12560629.4983066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH44","2000","0","12560629.498307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH45","2000","0","12560629.4983065","0.0013432103256884","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH46","2000","0","12560629.4983069","0.00113437808644303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH47","2000","0","12560629.4983068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH48","2000","0","12560629.4983065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH49","2000","0","12560629.4983063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH50","2000","0","12560629.498307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH51","2000","0","12560629.4983064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH52","2000","0","12560629.4983067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH53","2000","0","12560629.4983071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH54","2000","0","12560629.498307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH55","2000","0","12560629.4983069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH56","2000","0","12560629.498306","0.00150222564601746","0","4.34435343672183e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH57","2000","0","12560629.4983069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH58","2000","0","12560629.4983062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH01","2250","0","15897046.708794","0.00595509787506088","0","0.00145421854406046","0","0.00131698285638818","0","0","0.000220698793305185","0","0","0","0","0","0","0","0","0","0"
"RICH02","2250","0","15897046.7087935","0.00110254444462619","0","0.00110345791168765","0","0.000298775933128967","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH03","2250","0","15897046.7087938","0.00169736439910338","0","8.63016901252283e-05","0","0.000229525197512749","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH04","2250","0","15897046.7087936","0.00207399854571454","0","0.000462777649856","0","0.000150911727757726","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH05","2250","0","15897046.7087947","0.0019306422068508","0","0","0","0","0","0","0","0","0","0","0.000283261177115499","0","0","0","0","0","0"
"RICH06","2250","0","15897046.7087946","0.00197739697977886","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH07","2250","0","15897046.7087941","0.00100820058139165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH08","2250","0","15897046.708794","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH09","2250","0","15897046.708795","0.00135456504580441","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH10","2250","0","15897046.7087944","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH11","2250","0","15897046.708793","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH12","2250","0","15897046.7087948","0.00169438807520489","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH13","2250","0","15897046.7087941","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH14","2250","0","15897046.708794","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH15","2250","0","15897046.708795","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH16","2250","0","15897046.7087945","7.84739728636586e-06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH17","2250","0","15897046.7087931","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH18","2250","0","15897046.7087944","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH19","2250","0","15897046.7087952","0.000199054939439485","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH20","2250","0","15897046.7087948","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH21","2250","0","15897046.7087945","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH22","2250","0","15897046.7087945","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH23","2250","0","15897046.7087958","0.00171819244492159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH24","2250","0","15897046.7087939","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH25","2250","0","15897046.7087947","0.00169606886797767","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH26","2250","0","15897046.7087939","0.00151343413153287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH27","2250","0","15897046.7087948","0.00362000165773636","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH28","2250","0","15897046.7087945","0.00169884866382508","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH29","2250","0","15897046.7087947","0.00169991752215843","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH30","2250","0","15897046.708794","0.000511446527260893","0","2.93773322499737e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH31","2250","0","15897046.7087935","0.000574114781229196","0","0","0","0","0","0","0","0","0","0","0.00259575066769457","0","0","0","0","0","0"
"RICH32","2250","0","15897046.708795","0.00132436357451223","0","0.000474011867144397","0","0.000343777736555123","0","0","0.000459624759981915","0","0","0","0","0","0","0","0","0","0"
"RICH33","2250","0","15897046.7087937","0.000582797308309694","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH34","2250","0","15897046.708794","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH35","2250","0","15897046.7087953","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH36","2250","0","15897046.7087948","0.00310593854728273","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH37","2250","0","15897046.7087938","0.00180740868577257","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH38","2250","0","15897046.7087943","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH39","2250","0","15897046.7087949","0.00167197577359273","0","0.000163810149713544","0","0.000246842884765688","0","0","0","0","0","0","0","0","0.00262165991799165","0","0","0","0"
"RICH40","2250","0","15897046.7087946","0.00146198523022529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH41","2250","0","15897046.7087952","0.00146724259979463","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH42","2250","0","15897046.7087948","7.40303178449167e-06","0","0.000434139369188915","0","0","0","0","0","0","0","0","0","0","0.00308285810291269","0","0","0","0"
"RICH43","2250","0","15897046.7087945","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH44","2250","0","15897046.7087937","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH45","2250","0","15897046.7087943","0.00147025694968716","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH46","2250","0","15897046.7087951","0.0008962987349673","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH47","2250","0","15897046.708794","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH48","2250","0","15897046.7087944","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH49","2250","0","15897046.7087937","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH50","2250","0","15897046.7087951","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH51","2250","0","15897046.7087954","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH52","2250","0","15897046.7087952","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH53","2250","0","15897046.7087957","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH54","2250","0","15897046.708794","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH55","2250","0","15897046.7087955","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH56","2250","0","15897046.7087936","0.00137635637170153","0","0.000125559258995047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH57","2250","0","15897046.7087946","9.07268500003629e-06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH58","2250","0","15897046.7087947","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH01","2500","0","19625983.591106","0.00523485412548445","0","0.00133910937537359","0","0.00107567661951662","0","0","0.000178766022577179","0","0","0","0","0","0","0","0","0","0"
"RICH02","2500","0","19625983.5911037","0.00114248823507775","0","0.00100599373404284","0","0.000242008505834455","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH03","2500","0","19625983.5911047","0.0014513166726053","0","0.000121252227782808","0","0.000185915409985314","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH04","2500","0","19625983.5911055","0.00200613693980176","0","0.000569497658830633","0","0.000235179665757738","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH05","2500","0","19625983.591104","0.00177885756430239","0","0","0","0","0","0","0","0","0","0","0.000400749798933109","0","0","0","0","0","0"
"RICH06","2500","0","19625983.5911056","0.00182101831591868","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH07","2500","0","19625983.5911045","0.00105245130948514","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH08","2500","0","19625983.5911057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH09","2500","0","19625983.5911059","0.0011737380336396","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH10","2500","0","19625983.5911057","0.000209750121511874","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH11","2500","0","19625983.5911049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH12","2500","0","19625983.5911052","0.00150909112296637","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH13","2500","0","19625983.5911048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH14","2500","0","19625983.5911057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH15","2500","0","19625983.5911048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH16","2500","0","19625983.5911044","0.000121508968669344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH17","2500","0","19625983.591105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH18","2500","0","19625983.5911056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH19","2500","0","19625983.591105","0.000682697677396901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH20","2500","0","19625983.5911054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH21","2500","0","19625983.5911054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH22","2500","0","19625983.5911048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH23","2500","0","19625983.5911047","0.00154499703478417","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH24","2500","0","19625983.5911049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH25","2500","0","19625983.5911066","0.00152672655049794","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH26","2500","0","19625983.5911051","0.00134726983902395","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH27","2500","0","19625983.5911066","0.00336163023668603","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH28","2500","0","19625983.5911044","0.00203382127188189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH29","2500","0","19625983.5911055","0.00152990083124048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH30","2500","0","19625983.5911043","0.000987789970284978","0","0.000229779369687063","0","0","0","0","0","0","0","0","0","0","0.000614199331096651","0","0","0","0"
"RICH31","2500","0","19625983.5911061","0.000550322014810496","0","0.00011307292839765","0","0","0","0","0","0","0","0","0.0023065697932626","0","0","0","0","0","0"
"RICH32","2500","0","19625983.5911061","0.00232560758842784","0","0.000548959892197302","0","0.000278459966609634","0","0","0.00037229605558533","0","0","0","0","0","0","0","0","0","0"
"RICH33","2500","0","19625983.5911051","0.000647291289535773","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH34","2500","0","19625983.5911058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH35","2500","0","19625983.5911049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH36","2500","0","19625983.5911055","0.00321434054913816","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH37","2500","0","19625983.5911055","0.00177848161922666","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH38","2500","0","19625983.5911053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH39","2500","0","19625983.5911054","0.00150788991447858","0","0.000155232846548639","0","0.000199942736660201","0","0","0","0","0","0","0","0","0.00240200823063838","0","0","0","0"
"RICH40","2500","0","19625983.5911048","0.00133701519778656","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH41","2500","0","19625983.5911048","0.00126567583520454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH42","2500","0","19625983.5911043","2.79993013078418e-05","0","0.000637663653533696","0","9.00877984696916e-05","0","0","0","0","0","0","0","0","0.00302742879229147","0","0","0","0"
"RICH43","2500","0","19625983.5911058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH44","2500","0","19625983.5911061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH45","2500","0","19625983.5911067","0.00148897037670462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH46","2500","0","19625983.5911053","0.000752095984694207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH47","2500","0","19625983.5911055","0.000476465542984027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH48","2500","0","19625983.5911043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH49","2500","0","19625983.5911063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH50","2500","0","19625983.5911057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH51","2500","0","19625983.5911053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH52","2500","0","19625983.5911057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH53","2500","0","19625983.5911064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH54","2500","0","19625983.5911052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH55","2500","0","19625983.5911047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH56","2500","0","19625983.5911056","0.00120111058563563","0","0.000134446189499915","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH57","2500","0","19625983.5911054","0.000125697468788643","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH58","2500","0","19625983.5911054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH01","2750","0","23747440.1452357","0.00490244754730158","0","0.00119734186610094","0","0.00109950125532645","0","0","0.00014774051452661","0","0","0","5.79245168388593e-05","0","0","0","0","0","0"
"RICH02","2750","0","23747440.1452357","0.00113887444571208","0","0.000928742227477639","0","0.000200007029615251","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH03","2750","0","23747440.1452353","0.00126262754138988","0","0.000209287046052741","0","0.000318856610120387","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH04","2750","0","23747440.1452365","0.00183978695839713","0","0.000639118772247742","0","0.000293311779536914","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH05","2750","0","23747440.1452371","0.00162053847262748","0","0","0","0","0","0","0","0","0","0","0.000485938470842115","0","0","0","0","0","0"
"RICH06","2750","0","23747440.1452344","0.00165416365111127","0","0","0","0","0","0","0","0","0","0","0.000165535131648237","0","0","0","0","0","0"
"RICH07","2750","0","23747440.1452351","0.00104730422670026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH08","2750","0","23747440.1452351","0.000185988002447246","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH09","2750","0","23747440.1452358","0.00103318592743853","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH10","2750","0","23747440.1452353","0.000527144189143105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH11","2750","0","23747440.1452356","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH12","2750","0","23747440.1452358","0.00136079469055632","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH13","2750","0","23747440.1452371","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH14","2750","0","23747440.1452351","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH15","2750","0","23747440.1452362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH16","2750","0","23747440.1452356","0.000184894123102861","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH17","2750","0","23747440.1452355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH18","2750","0","23747440.1452361","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH19","2750","0","23747440.145235","0.000810294925041405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH20","2750","0","23747440.1452366","0.00015080511680359","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH21","2750","0","23747440.1452354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH22","2750","0","23747440.1452347","0.000156643649341781","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH23","2750","0","23747440.1452346","0.00140323428329877","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH24","2750","0","23747440.1452365","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH25","2750","0","23747440.1452364","0.00137108619633101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH26","2750","0","23747440.1452354","0.00153897247000697","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH27","2750","0","23747440.1452341","0.00312454493017543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH28","2750","0","23747440.1452358","0.00210250065478823","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH29","2750","0","23747440.1452357","0.00139067287288269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH30","2750","0","23747440.1452351","0.00133436947715039","0","0.000469983830399514","0","0","0","0","0","0","0","0","0","0","0.00109764246071499","0","0","0","0"
"RICH31","2750","0","23747440.1452352","0.000526596811957144","0","0.000449253997303794","0","0.000165218933155108","0","0","0","0","0","0","0.00203392596425473","0","0","0","0","0","0"
"RICH32","2750","0","23747440.1452356","0.00309147814408124","0","0.00058930193466149","0","0.000556748150920763","0","0","0.000307682690566424","0","0","0","0","0","0","0","0","0","0"
"RICH33","2750","0","23747440.1452368","0.000647086951037346","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH34","2750","0","23747440.1452351","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH35","2750","0","23747440.1452367","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH36","2750","0","23747440.1452354","0.00302343745974148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH37","2750","0","23747440.1452348","0.00208396726788209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH38","2750","0","23747440.1452352","0.000244947455765715","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH39","2750","0","23747440.1452344","0.00134755907699057","0","0.0001282916087179","0","0.000165241931124154","0","0","0","0","0","0","0","0","0.00221231184436188","0","0","0","0"
"RICH40","2750","0","23747440.1452365","0.0012312746974651","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH41","2750","0","23747440.1452357","0.00110916476948359","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH42","2750","0","23747440.1452357","2.31399184362334e-05","0","0.000710297492827289","0","7.44527260080111e-05","0","0","0","0","0","0","0","0","0.00324232124112568","0","0","0","0"
"RICH43","2750","0","23747440.1452358","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH44","2750","0","23747440.1452357","3.856467376985e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH45","2750","0","23747440.1452354","0.00145547976432467","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH46","2750","0","23747440.1452358","0.000854716575319053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH47","2750","0","23747440.1452343","0.00062991266292915","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH48","2750","0","23747440.1452363","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH49","2750","0","23747440.1452355","0.000373281137922444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH50","2750","0","23747440.1452348","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH51","2750","0","23747440.1452369","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH52","2750","0","23747440.1452358","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH53","2750","0","23747440.1452347","3.2906116735863e-06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH54","2750","0","23747440.1452367","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH55","2750","0","23747440.1452366","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH56","2750","0","23747440.1452351","0.00106213406868308","0","0.000111112553305728","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH57","2750","0","23747440.1452362","0.000278965701658795","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH58","2750","0","23747440.1452354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH01","3000","0","28261416.3711898","0.004648599240812","0","0.00102972849227316","0","0.00131406990241287","0","0","0.000124143071234165","0","0","0","0.00010688152474079","0","0","0","0","0","0"
"RICH02","3000","0","28261416.3711884","0.00116374503326247","0","0.000860556803989628","0","0.000428943289637953","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH03","3000","0","28261416.3711902","0.00111428776221902","0","0.000265036688278357","0","0.000267928123781704","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH04","3000","0","28261416.3711899","0.00162552398060897","0","0.000688886236643789","0","0.000292427135932691","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH05","3000","0","28261416.3711891","0.00148392505386603","0","0","0","0","0","0","0","0","0","0","0.000539812687854126","0","0","0","0","0","0"
"RICH06","3000","0","28261416.3711895","0.00156196636193217","0","0","0","0","0","0","0","0","0","0","0.000337613482978309","0","0","0","0","0","0"
"RICH07","3000","0","28261416.3711895","0.00101536666858846","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH08","3000","0","28261416.3711889","0.000437020578106244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH09","3000","0","28261416.3711906","0.00092122348442574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH10","3000","0","28261416.3711898","0.000546450425748004","0","5.75717029549696e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH11","3000","0","28261416.3711894","0.000239313374175685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH12","3000","0","28261416.3711897","0.00135956149799427","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH13","3000","0","28261416.3711891","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH14","3000","0","28261416.3711894","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH15","3000","0","28261416.371191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH16","3000","0","28261416.3711901","0.000219732566475605","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH17","3000","0","28261416.3711891","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH18","3000","0","28261416.3711901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH19","3000","0","28261416.3711914","0.000848403615079387","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH20","3000","0","28261416.3711898","0.000391684665177044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH21","3000","0","28261416.3711895","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH22","3000","0","28261416.3711891","0.000531246054116482","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH23","3000","0","28261416.3711898","0.00128588100240633","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH24","3000","0","28261416.3711891","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH25","3000","0","28261416.37119","0.00121791583785858","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH26","3000","0","28261416.3711904","0.00183826431230608","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RICH27","3000","0","28261416.37119","0.00290953662018718","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
