buffer,site,water_area_mn,natural_area_mn,anthropogenic_area_mn,water_cohesion,natural_cohesion,anthropogenic_cohesion,water_core_mn,natural_core_mn,anthropogenic_core_mn,water_ed,natural_ed,anthropogenic_ed,water_lpi,natural_lpi,anthropogenic_lpi,water_np,natural_np,anthropogenic_np,water_pd,natural_pd,anthropogenic_pd,water_split,natural_split,anthropogenic_split,water_tca,natural_tca,anthropogenic_tca,landscape_split
4750,LU21_107,94.965,2231.64,0.06669117647058824,99.74379331568807,99.98418755309484,91.9970082570346,83.41250000000001,2168.4216666666666,9.099264705882353e-4,4.185864213892163,12.275621323798942,8.08975710990678,4.60829249448746,77.14929112410685,0.025588897097387254,4,3,272,0.05639426357550909,0.04229569768163183,3.834809923134619,462.55714782792506,1.6002354661299558,2919425.691391499,333.65000000000003,6505.265,0.2475,1.5947176009209831
5000,LU21_107,87.837,3699.54,0.06994006849315068,99.75268240677386,99.98522399084601,92.49898551910046,77.448,3597.165,9.931506849315068e-4,4.184540993645568,12.253954620284876,8.069413626639308,4.828159918561465,76.04809963495812,0.026053968935652424,5,2,292,0.06362385576471899,0.025449542305887595,3.7156331766595887,423.1875556478965,1.636379953510484,2925420.3350614887,387.23999999999995,7194.33,0.29,1.6300758708214502
250,LU21_41,NA,20.0725,NA,NA,100,NA,NA,17.9325,NA,NA,0,NA,NA,100,NA,NA,1,NA,NA,4.981940465811433,NA,NA,1,NA,NA,17.9325,NA,1
500,LU21_41,NA,79.45,NA,NA,100,NA,NA,74.79,NA,NA,0,NA,NA,100,NA,NA,1,NA,NA,1.2586532410320954,NA,NA,1,NA,NA,74.79,NA,1
750,LU21_41,NA,178.0275,NA,NA,100,NA,NA,170.7625,NA,NA,0,NA,NA,100,NA,NA,1,NA,NA,0.5617109716195531,NA,NA,1,NA,NA,170.7625,NA,1
1000,LU21_41,NA,315.85,NA,NA,99.99999999999999,NA,NA,305.96,NA,NA,0,NA,NA,100,NA,NA,1,NA,NA,0.3166059838530948,NA,NA,1,NA,NA,305.96,NA,1
1250,LU21_41,NA,492.9925,NA,NA,100,NA,NA,480.4725,NA,NA,0,NA,NA,100,NA,NA,1,NA,NA,0.20284284243675108,NA,NA,1,NA,NA,480.4725,NA,1
1500,LU21_41,NA,354.1025,0.55,NA,99.99262710019777,93.65807649026088,NA,344.87875,0,NA,3.383593799564362,3.383593799564362,NA,99.82200886783541,0.1008028986120216,NA,2,2,NA,0.28196614996369684,0.28196614996369684,NA,1.00356929664115,762929.0818485104,NA,689.7575,0,1.0035679765315457
1750,LU21_41,NA,962.2275,0.6675000000000001,NA,99.9997764721821,95.78124675499285,NA,933.9925,0,NA,6.202731378203385,6.202731378203385,NA,99.72328667034583,0.15597511652792137,NA,1,4,NA,0.10363795118134311,0.41455180472537245,NA,1.0055573227193069,259094.56898434964,NA,933.9925,0,1.005553420122626
2000,LU21_41,NA,628.16625,1.1391666666666667,NA,99.99174874941042,97.40369448224041,NA,611.27,0,NA,6.032943044254813,6.032943044254813,NA,99.33994840246079,0.2702917245485216,NA,2,3,NA,0.15876165905933717,0.23814248858900575,NA,1.0133173727019449,136877.01374779586,NA,1222.54,0,1.0133098710443025
2250,LU21_41,NA,794.85625,1.3599999999999999,NA,99.98635144444819,97.62470324657478,NA,775.26125,0,NA,5.687691465482489,5.687691465482489,NA,98.26859519040276,0.25520888070435765,NA,2,3,NA,0.1254868497624377,0.18823027464365655,NA,1.0353152620285107,153534.38204352913,NA,1550.5225,0,1.0353082807227623
2500,LU21_41,NA,981.195,1.5675000000000001,NA,99.98363208455325,97.786518627838,NA,959.005,0,NA,5.29969993785244,5.29969993785244,NA,96.96951210987791,0.23842295164055582,NA,2,3,NA,0.10167290048637774,0.15250935072956662,NA,1.0626000698598093,175914.55815505682,NA,1918.01,0,1.0625936513342478
2750,LU21_41,3.9175,1185.2225,1.7641666666666667,97.57382363411058,99.98250237723816,97.91182400026307,2.4625,1160.1387499999998,0,0.3445877658736245,5.2654691541420915,4.920881388268467,0.16462470400121024,95.47476419901204,0.22188090290399237,1,2,3,0.04202289827727128,0.08404579655454256,0.12606869483181385,368986.0826271265,1.0949837837397203,203122.71641257682,2.4625,2320.2774999999997,0,1.0949746316158246
3000,LU21_41,5.22,1410.18875,1.9558333333333335,97.90355416423928,99.98226340113887,98.01495656046438,3.535,1381.9837499999999,0,0.4485310607759587,5.030964536026403,4.582433475250444,0.18435686120082712,94.17262795054857,0.20678341423962507,1,2,3,0.035317406360311714,0.07063481272062343,0.10595221908093512,294226.23149340885,1.123844055554216,233866.08766666646,3.535,2763.9674999999997,0,1.1238343623007097
3250,LU21_41,5.22,1655.4275000000002,2.1408333333333336,97.89647842712958,99.98213439811387,98.10078420217934,3.535,1624.74,0,0.38224257505084647,4.656135933887083,4.2738933588362364,0.15711072769806445,92.99826410704598,0.19292715795873433,1,2,3,0.03009784055518476,0.06019568111036952,0.0902935216655543,405124.3242724803,1.1503618129866233,268665.6499517121,3.535,3249.48,0,1.1503536209874134
3500,LU21_41,5.22,959.211875,1.5382142857142858,97.89041276788979,99.96290095945905,97.74672364360777,3.535,939.3975,0,0.3296274042361015,6.831333290940307,6.501705886704206,0.1354846496151535,90.89501626724217,0.18058131220257292,1,4,7,0.025954913719378067,0.10381965487751227,0.18168439603564648,544778.3186251303,1.2014965150366617,265973.54345001397,3.535,3757.59,0,1.2014884376325368
3750,LU21_41,5.5525,2198.86625,2.7045,97.95103935999266,99.98996650665445,97.8426984958644,3.89875,2151.87375,0,0.5178230627990484,7.750386671370037,7.232563608570988,0.13307374343110917,97.86522354579907,0.16778371729122005,2,2,5,0.04522472164183829,0.04522472164183829,0.11306180410459571,316043.21912360913,1.0438313425519739,265683.7932352396,7.7975,4303.7475,0,1.0438237939727721
4000,LU21_41,5.485833333333334,1249.59125,1.8088888888888888,97.94442472949721,99.98716767476951,98.40281852686513,3.845833333333333,1222.74,0.013888888888888888,0.7066045662953597,8.302355199481624,7.595750633186265,0.13501016924222872,96.081972092598,0.23821816391138917,3,4,9,0.05962907732450293,0.07950543643267058,0.1788872319735088,271749.78083316394,1.081995588772151,159293.1262528754,11.5375,4890.96,0.125,1.0819839314025508
4250,LU21_41,6.6775,1879.9791666666667,1.4763461538461538,98.14252085857834,99.98594851991321,98.4118043528569,4.849166666666667,1839.37,0.01596153846153846,0.7747621238166719,8.652684264625286,7.8779221408086135,0.1412180052956752,94.24791947756381,0.2320764725432667,3,3,13,0.052824690260227625,0.052824690260227625,0.22890699112765306,234214.09492387754,1.12287443720907,166898.80683612605,14.5475,5518.11,0.20750000000000002,1.1228614994887611
4500,LU21_41,5.373125,1053.7079166666667,0.8116964285714285,98.01305018222226,99.98369335487519,98.40478848332145,3.820625,1030.63875,0.007410714285714286,0.7806526931928892,9.264164153826279,8.48351146063339,0.12597252715104568,92.40351890589248,0.22414313746202272,4,6,28,0.06282919059902528,0.09424378589853794,0.439804334193177,289848.0826768727,1.1658425328572317,170533.83028746277,15.2825,6183.8324999999995,0.20750000000000002,1.1658298734797616
4750,LU21_41,5.4495,879.5846875000001,0.6907142857142857,98.00252347136697,99.9779152988131,98.33172662587657,3.858,859.2796874999999,0.0049404761904761904,0.8120756781219621,10.758592881508148,9.946517203386186,0.11307025934962041,90.26207063789532,0.2154961239599686,5,8,42,0.07049268039253144,0.11278828862805029,0.5921385152972641,290877.47851755033,1.2188579877979995,170364.2250598636,19.29,6874.237499999999,0.20750000000000002,1.2188441603715428
5000,LU21_41,6.30875,648.7395833333334,0.8991874999999999,98.18948575027592,99.97322755242526,98.56218496179748,4.692916666666667,633.0999999999999,0.013999999999999999,0.8990042239837529,11.791397935662346,10.892393711678592,0.18800831435753645,87.96606815762668,0.23537622976842845,6,12,40,0.0763485540538219,0.1526971081076438,0.5089903603588127,171243.20925158166,1.2796711170541868,133951.32657279613,28.157500000000002,7597.2,0.5599999999999999,1.2796493296385847
250,LU21_63,NA,20.0675,NA,NA,100,NA,NA,17.8875,NA,NA,0,NA,NA,100,NA,NA,1,NA,NA,4.983181761554753,NA,NA,1,NA,NA,17.8875,NA,1
500,LU21_63,NA,79.41,NA,NA,100,NA,NA,74.71,NA,NA,0,NA,NA,100,NA,NA,1,NA,NA,1.2592872434202242,NA,NA,1,NA,NA,74.71,NA,1
750,LU21_63,NA,178,NA,NA,100,NA,NA,170.6825,NA,NA,0,NA,NA,100,NA,NA,1,NA,NA,0.5617977528089888,NA,NA,1,NA,NA,170.6825,NA,1
1000,LU21_63,NA,315.8475,NA,NA,100,NA,NA,305.9175,NA,NA,0,NA,NA,100,NA,NA,1,NA,NA,0.3166084898566555,NA,NA,1,NA,NA,305.9175,NA,1
