Site,BUFF_DIST,Feature_Area,Buffer_Area,CONVENTIONAL-SEISMIC,TRAIL,LOW-IMPACT-SEISMIC,PIPELINE,HARVEST-AREA,TAME_PASTURE,ROUGH_PASTURE,CULTIVATION_ABANDONED,CROP,WELL-ABAND,RURAL-RESIDENCE,URBAN-RESIDENCE,COUNTRY-RESIDENCE,RESIDENCE_CLEARING,TRANSMISSION-LINE,RECREATION,RUNWAY,GREENSPACE,TRANSFER_STATION,WELL-GAS,WELL-OIL,WELL-OTHER,WELL-CASED,WELL-BIT,WELL-CLEARED-NOT-DRILLED,CLEARING-UNKNOWN,CLEARING-WELLPAD-UNCONFIRMED,MISC-OIL-GAS-FACILITY,FACILITY-UNKNOWN,OIL-GAS-PLANT,FACILITY-OTHER,CAMP-INDUSTRIAL,URBAN-INDUSTRIAL,GRVL-SAND-PIT,OPEN-PIT-MINE,VEGETATED-EDGE-ROADS,CANAL,ROAD-PAVED-1L,ROAD-UNIMPROVED,ROAD-WINTER-ACCESS,TRUCK-TRAIL,ROAD-PAVED-UNDIV-1L,ROAD-PAVED-UNDIV-2L,ROAD-GRAVEL-1L,ROAD-UNCLASSIFIED,ROAD-GRAVEL-2L,SUMP,BORROWPIT-WET,DUGOUT,BORROWPITS,BORROWPIT-DRY,LAGOON,RESERVOIR,MINES-PITLAKE
CAM38,1750,0,9616731.96,0.020382147,0.001882234,0,0,0.001309612,0,0,0,0,0.001119722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002392642,0,0,0,0,0.002393047,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM39,1750,0,9616731.96,0.025188882,0.000938947,0,0,0,0,0,0,0,0,0,0,0,0,0.023564141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002387218,0,0,0,0,0.002387458,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM40,1750,0,9616731.96,0.018706983,0.000960573,0,0,0,0,0,0,0,0.000884285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM41,1750,0,9616731.96,0.016811339,0.000120956,0,0.017219233,0.195851676,0,0,0,0,0.014600638,0,0,0,0,0,0,0,0,0,0,0.00243555,0.001349717,0,0,0,0.000472838,0,0.001036727,0,0,0,0,0,0,0,0.027977578,0,0,0.006277129,0,0,0,0.005971102,0.006984055,0,0,0.003065166,0.000124317,0,0.004790702,0.000919948,0,0,0
CAM42,1750,0,9616731.96,0.025166271,8.17032413724773e-05,0,0.011934491,0.026166707,0,0,0,0,0.013313469,0,0,0,0,0,0,0,0,0,0,0.00143891,0.001021267,0,0,0,0,0,0.001408396,0,0,0,0,0,0,0,0.008289855,0,0,0.00243239,0,0.000517582,0,0,0.002962906,0,0,0.000778454,0.000936726,0,0.000537195,0.001547458,0,0,0
CAM43,1750,0,9616731.96,0.040367991,0.000659173,0,0,0.100397152,0,0,0,0,0.002977127,0,0,0,0,0,0,0,0,0,0,0.000999039,0,0,0,0,0.000268396,0,0,0,0,0,0,0,0,0,0.00103655,0,0,0,0,0,0,0,0.000564209,0,0,0.000704819,0,0,0.000481053,0.000627698,0,0,0
CAM44,1750,0,9616731.96,0.040621302,0.000478726,0,0,0.050587227,0,0,0,0,0.002065023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000268396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000481053,0.000627698,0,0,0
CAM45,1750,0,9616731.96,0.013487958,0.000409436,0,0,0.20026886,0,0,0,0,0.002942812,0,0,0,0,0.016246445,0,0,0,0,0,0.001155458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005156077,0,0,0.001689631,0,0.000746036,0,0,0.002867581,0,0,0,0,0,0,0,0,0,0
CAM46,1750,0,9616731.96,0.018795618,0,0,0,0.085249407,0,0,0,0,0.001667223,0,0,0,0,0,0,0,0,0,0,0.001480968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120657,0,0,0.000494428,0,0.00069234,0,0,0,0,0,0.000202507,0,0,0,0,0,0,0
CAM47,1750,0,9616731.96,0.021726047,0,0,0,0.099887127,0,0,0,0,0.001129662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000561505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM48,1750,0,9616731.96,0.024586618,0.000124227,0,0,0.074204567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM49,1750,0,9616731.96,0.008928475,0.000314219,0,0,0.151577768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM50,1750,0,9616731.96,0.014787016,3.34208612929437e-05,0,0,0.138092599,0,0,0,0,0.000734782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000261607,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM51,1750,0,9616731.96,0.014905068,0.001670561,0,0,0.137918231,0,0,0,0,0.004412298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000873195,0,0,0,0,0,0,0,0,0,0.009417116,0,0,0.006109117,0,0.001636434,0,0,0,0,0,0.000173342,0,0,0,0,0,0,0
CAM52,1750,0,9616731.96,0.020092413,0.000693702,0,0,0.15084977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000638882,0,0,0,0,0.00083561,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM53,1750,0,9616731.96,0.018688896,0.000634355,0,0,0.114778466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000538496,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM54,1750,0,9616731.96,0.017322996,0.000166715,0,0,0.066266163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000754807,0,0,0,0,0.002150664,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM55,1750,0,9616731.96,0.021980495,9.15543558578808e-05,0,0,0.139788362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM75,1750,0,9616731.96,0.019271891,0.003366358,0,0.002351343,0.112421797,0,0,0,0,0.001292263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001196843,0,0,0,0.00060476,0.001196158,0,0,0,0,0,0.001186178,0,0,0,0.000247918,0,0,0
CAM76,1750,0,9616731.96,0.011226057,0.00012323,0,0,0.34490029,0,0,0,0,0.001011157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00741485,0,0,0,0,0.00146203,0,0,0.002958221,0,0,0,0,0,0,0.003107252,0,0,0
CAM77,1750,0,9616731.96,0.014148779,0.000651651,0.000324575,0,0.35263056,0,0,0,0,0.001746998,0,0,0,0,0,0,0,0,0,0,0.00256292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01051986,0,0,0.002057006,0.000907371,0,0,0,0.004452091,0,0,0,0,0,0,0.002655365,0,0,0
CAM78,1750,0,9616731.96,0.01471469,0.000121455,0,0,0.260736267,0,0,0,0,0.000994732,0,0,0,0,0,0,0,0,0,0,0.002050489,0,0,0,0,0.00039384,0,0,0,0,0,0,0,0,0,0.005448103,0,0,0.00104,0.003560528,0,0,0,0.003951909,0,0,0,0,0,0,0,0,0,0
CAM79,1750,0,9616731.96,0.02187298,0.000583806,0.001276154,0.005405435,0.013047857,0,0,0,0,0.004414299,0,0,0,0,0,0,0,0,0,0,0.008182697,0.000756133,0,0,0,0,0,0.002143095,0,0.000545088,0,0,0,0,0,0.001928374,0,0,0.000129457,0,0,0,0,0.001916784,0,0,0,0.001635043,0,0,0.001132232,0,0,0
CAM80,1750,0,9616731.96,0.016962017,0.00030141,0.002096957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM81,1750,0,9616731.96,0.0151183,0.00030141,0.000677499,0,0,0,0,0,0,0.001315196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM82,1750,0,9616731.96,0.020867884,0.000463845,0.001107927,0.00509056,0.007757885,0,0,0,0,0.003895577,0,0,0,0,0,0,0,0,0,0,0.001431819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000305018,0,0,0,3.36688120643224e-05,0,0,0,0.000250703,0,0,0,0,0,0,9.84846584321765e-05,0,0,0
CAM83,1750,0,9616731.96,0.015285642,0.000138517,0.000285638,0,0.215079206,0,0,0,0,0.002771306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM86,1750,0,9616731.96,0.035350692,0.003517988,0.000468491,0.005610119,0,0,0,0,0,0.00126195,0,0,0,0,0,0,0,0,0,0,0,6.21727478030995e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001448818,0,0,0,0,0.00166942,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM87,1750,0,9616731.96,0.044275441,0.002303549,0,0.00505912,0,0,0,0,0,0.003416191,0,0,0,0,0,0,0,0,0,0,0,0.000804897,0,0,0,0.000460156,0,0,0,0,0,0,0,0,0,0.003089051,0,0,0,0,0.003704809,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM88,1750,0,9616731.96,0.043317895,0.002819319,0,0.007481546,0.053359661,0,0,0,0,0.002275329,0,0,0,0,0,0,0,0,0,0,0.002204051,0,0,0,0,0.000117987,0.001117891,0,0,0,0,0,0,0,0,0.002242071,0,0,0.00038849,0,0.002142587,0,0,0,0,0,0,0.000953369,0,0,0,0,0,0
CAM89,1750,0,9616731.96,0.03775516,0.000896859,0.001093445,0.004877654,0,0,0,0,0,0.007167084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001083579,0,0,0,0.000464935,0.001083043,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM90,1750,0,9616731.96,0.002920654,0.000456956,0,0,0.543673645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00262327,0,0,0,0,0.002623339,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM91,1750,0,9616731.96,0.002946773,0.000474509,0,0,0.348982144,0,0,0,0,0.003908017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000678794,0,0,0,0,0,0,0,0,0,0.00309537,0,0,0.000373541,0,0.003104792,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM92,1750,0,9616731.96,0.001783877,0.000629627,0,0,0.620370831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001185073,0,0,0,0,0.001182214,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM93,1750,0,9616731.96,0.009236054,0,0.002093481,0,0.296608232,0,0,0,0,0.00082916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001505973,0,0,0,0,0.001628877,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM94,1750,0,9616731.96,0.005395765,0.000449367,0.000406088,0,0.51527474,0,0,0,0,0.001498581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002988977,0,0,0,0,0.002985771,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM95,1750,0,9616731.96,0.005580031,0.000169196,0.000302243,0,0.555957951,0,0,0,0,0.000925768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004739662,0,0,0,0,0.004878767,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM96,1750,0,9616731.96,0.019535451,0.001088097,0,0.005730946,0.060310545,0,0,0,0,0.001327725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000398488,0,0,0,0,0,0,0,0,0,0.016014765,0,0,0,0,0,0,0.004291161,0.004172074,0,0,0,0,0,0.000572025,0,0,0,0
CAM97,1750,0,9616731.96,0.023984366,0.003872986,0,0.011513605,0.101206028,0,0,0,0,0.005084614,0,0,0,0,0,0,0,0,0,0,0.000881456,0.001819655,0,0,0,0,0.001137533,0,0,0,0.001835481,0,0,0,0,0.006151067,0,0,7.97113617210007e-05,0.000307113,0.000471536,0,0,0.004462341,0,0,0.000247508,0,0,0,0,0,0,0
CAM98,1750,0,9616731.96,0.020675146,0.001821843,0,0,0.099365115,0,0,0,0,0.0010999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000172267,0,0,0,0,0,0,0,0,0,0.008543978,0,0,0.000847362,0,0.000972373,0,0,0.00457974,0,0,0,0,0,0,0,0,0,0
CAM99,1750,0,9616731.96,0.016787663,0.001670252,0,0.002128385,0.259681971,0,0,0,0,0.004958861,0,0,0,0,0,0,0,0,0,0,0.002018331,0.001080333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006052948,0,0,0.000161038,0,6.88649872523594e-05,0,0,0.004242856,0,0,0,0,0,0,0,0,0,0
CAM100,1750,0,9616731.96,0.034678281,0.001866031,0,0.005169526,0.072734967,0,0,0,0,0.004023146,0,0,0,0,0,0,0,0,0,0,0.001143175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001445255,0,0,0,0.001669388,0,0,0,0.001856418,0,0,0,0,0,0,0,0,0,0
CAM26 B,1750,0,9616731.96,0.001915,0.003328493,0,0,0,0,0,0,0,0.001623704,0,0,0,0,0,0,0,0,0,0,0.00189145,0,0,0,0,0,0,0,0,0,0,0,0,0.01402677,0,0.010332104,0,0,0.005257135,0,0,0,0,0.004056805,0,0,0,0,0,0,0,0,0,0
CAM85,1750,0,9616731.96,0.032217648,0.000560982,0,0.005006285,0,0,0,0,0,0.000991203,0,0,0,0,0,0,0,0,0,0,0.001901079,0,0,0,0,0,0.001447575,0,0,0,0,0,0,0,0,0.003885889,0,0,7.11297910281687e-05,0.001858636,0.000325412,0,0,0.004238779,0,0,0,0,0,0,0,0,0,0
CAM56,2000,0,12560629.5,0.013844346,0.000224629,0,0,0.066873883,0,0,0,0,0.00090442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002011971,0,0,0,0,0.002012088,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM57,2000,0,12560629.5,0.010221451,1.32533674327901e-05,0,0,0.247159232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001496964,0,0,0,0,0.001426896,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM58,2000,0,12560629.5,0.013338498,0.000178823,0,0,0.280105569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM59,2000,0,12560629.5,0.011054072,3.8101514194117e-05,0,0,0.310596427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001999761,0,0,0,0,0.001635852,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM60,2000,0,12560629.5,0.012522477,0,0,0,0.366059258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002059154,0,0,0,0,0.001494044,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM61,2000,0,12560629.5,0.01509442,0.00024391,0,0,0.184149683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM62,2000,0,12560629.5,0.011323696,0.00036525,0,0,0.12624676,0,0,0,0,0.00123943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001256831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM63,2000,0,12560629.5,0.008134144,0.000809579,0,0,0.29926863,0,0,0,0,0.000856923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004037065,0,0,0,0,0.001730317,0,0,0,0,0,0,0,0,0.000898625,0.00074793,0,0,0
CAM64,2000,0,12560629.5,0.014248687,0.000166659,0,0.000113487,0,0,0,0,0,0.00366315,0,0,0,0,0,0,0,0,0,0,0.002468107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005379995,0,0,0,0,0.002198967,0,0,0.000343652,0,0,0,0,0,0,0,0,0,0
CAM65,2000,0,12560629.5,0.006154528,0.000733449,0,0,0.236964476,0,0,0,0,0.002765445,0,0,0,0,0,0,0,0,0,0,0,0.001059502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333504,0,0,0,0,0.003428276,0,0,0.000606828,0,0,0,0,0,0,0,0,0,0
CAM66,2000,0,12560629.5,0.00664828,0.000432133,0,0.00150652,0.22225453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001440866,0,0,0,0,0.001440868,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM67,2000,0,12560629.5,0.011405019,0.001258362,0,0.004380718,0.079590597,0,0,0,0,0.000637433,0,0,0,0,0,0,0,0,0,0.001403937,0,0,0,0,0,0.001185203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM68,2000,0,12560629.5,0.010824205,0.001589445,0,0.000387487,0.14195618,0,0,0,0,0.000637385,0,0,0,0,0,0,0,0,0,0.000700962,0,0,0,0,0,0.00085989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM69,2000,0,12560629.5,0.00914842,0.001390375,0,0,0.19699934,0,0,0,0,0.001274898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000215808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM70,2000,0,12560629.5,0.006537224,0.002191722,0,0.000320411,0.138663093,0,0,0,0,0.000637513,0,0,0,0,0,0,0,0,0,0.000700962,0,0,0,0,0,0.00085989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM71,2000,0,12560629.5,0.012918042,0.000480673,0,0.00881684,0.029845303,0,0,0,0,0.000786936,0,0,0,0,0,0,0,0,0,0.00274236,0,0,0,0,0,0.001700062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM72,2000,0,12560629.5,0.011708697,0.000260842,0,0.007617196,0.144453575,0,0,0,0,0.000637433,0,0,0,0,0,0,0,0,0,0.002041398,0,0,0,0,0,0.001264979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000368169,0,0,0,0
CAM73,2000,0,12560629.5,0.002799112,0.000517861,0,0.012102504,0.346551658,0,0,0,0,0.005869233,0,0,0,0,0,0,0,0,0,0,0.002456693,0.001605905,0,0,0,0.000466591,0,0,0,0,0,0,0,0,0,0.008861502,0,0,0,0.0005363,0.002512045,0,0,0.004053467,0,0,0,0,0,0.003898913,0,0,0,0
CAM74,2000,0,12560629.5,0.003667306,0.000326818,0,0.00801894,0.458352977,0,0,0,0,0.003292965,0,0,0,0,0,0,0,0,0,0,0.006021768,0.004814844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019737619,0,0,0,0.00049373,0.00229502,0,0,0.009870625,0,0,0,7.30500252932827e-05,0,0.003959649,0,0,0,0
CAM1,2000,0,12560629.5,0.020166425,0.000710349,0,0,0,0,0,0,0,0.000663076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011413295,0,0.00505127,0,0,0.000904081,0,0.000730859,0,0,0.00233111,0,0,0,0,0,0,0.000560168,0,0,0
CAM2,2000,0,12560629.5,0.031646949,0.001372438,0,0,0,0,0,0,0,0.003382487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007321424,0,0,0.001680232,0,0,0,0,0.004651687,0,0,0,0,0,0,0.000721534,0,0,0
CAM3,2000,0,12560629.5,0.034417984,0.001218794,0,0,0,0,0,0,0,0.00381815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00416696,0,0,0.0017463,0,0,0,0,0.002852092,0,0,0,0,0,0,0.000721534,0,0,0
CAM4,2000,0,12560629.5,0.033910128,0.001475617,0,0,0,0,0,0,0,0.005662114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002645284,0,0,0.0017463,0.000126436,0,0,0,0.001741797,0,0,0,0,0,0,0.000721534,0,0,0
CAM5,2000,0,12560629.5,0.046011815,0.001939815,2.07536063903471e-05,0.013823321,0.019600596,0,0,0,0,0.014376846,0,0,0,0,0.008207526,0,0,0,0,0,0.002548058,0,0,0,0,0.000861801,0,0,0,0,0,0,0,0.00670626,0,0.007343784,0,0,0.000411909,0,0.001387602,0,0,0.00584818,0,0,0.000627968,0,0,0.000334884,0.004963071,0,0,0
CAM6,2000,0,12560629.5,0.017939742,0,0.000782581,0.007198096,0.00097241,0,0,0,0,0.002377395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000240153,0,0,0,0,0,0,0,0,0,0.002481855,0,0,0.000270536,0,0.002216074,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM7,2000,0,12560629.5,0.033007755,0.000446887,0.00204015,0.004757729,0.020586709,0,0,0,0,0.000857169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002293955,0,0,0,0,0.00229428,0,0,0,0,0,0,0,0,0,0.000901562,0,0,0
CAM8,2000,0,12560629.5,0.030745542,0.000580839,0.001821955,0.006635752,0.058650553,0,0,0,0,0.002571653,0,0,0,0,0.010228856,0,0,0,0,0,0,0,0,0,0,0.00105277,0,3.39808637058197e-05,0,0,0,0,0,0,0,0.003548826,0,0,0,0,0.002774036,0,0,0.000432263,0,0,0.000515996,0,0,0,0.000901562,0,0,0
CAM9,2000,0,12560629.5,0.02030504,0.000185591,0.000681638,0,0.199665024,0,0,0,0,0.002852277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001088869,0,0,0,0,0.004764744,0,0,0.001941185,0,0.002153814,0,0,0.000455586,0,0,0,0,0,0,0.000205204,0,0,0
CAM10,2000,0,12560629.5,0.025473732,0.000147038,0.000907152,8.22731925167882e-05,0.135959062,0,0,0,0,0.00112725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002274947,0,0,0.000217992,0,0.002301738,0,0,0,0,0,0,0,0,0,0.000205204,0,0,0
CAM11,2000,0,12560629.5,0.029529874,0.000278187,0.001014886,0.001633079,0.230567209,0,0,0,0,0.005279498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001088869,0,0,0,0,0.006431259,0,0,0.000580601,0,0.000551898,0,0,0.002957016,0,0,0,0,0,0,0.001191415,0,0,0
CAM12,2000,0,12560629.5,0.024206361,0.000358883,4.44247708005989e-05,0,0.28064185,0,0,0,0,0.00403571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003472512,0,0,0.003472899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM13,2000,0,12560629.5,0.019557052,0.001496329,0.000267792,0.033600096,0.095905039,0,0,0,0,0.000763304,0,0,0,0,0,0,0,0,0,0,0.0076591,0.005635529,0,0,0,0,0,0.000329333,0,0,0,0,0,0,0,0.031741152,0,0,0.000488644,0,0.000613185,0,0.004982007,0.009664627,0,0,0.000331034,0.004881065,0,0.002794733,0,0,0,0
CAM14,2000,0,12560629.5,0.023312872,0.000418919,0.000368665,0.014996141,0.21353032,0,0,0,0,0.008786879,0,0,0,0,0.004151655,0,0,0,0,0,0.00498848,0.001564596,0,0,0,0,0.001152793,0,0,0,0,0,0,0,0,0.01245021,0,0,0.001848381,0.001436168,0.001059179,0,0,0.005276363,0,0,0.001431625,0.000620606,0,0.002667787,0.00081491,0,0,0
CAM15,2000,0,12560629.5,0.034802557,0.000748695,0,0.01140829,0.115155079,0,0,0,0,0.011485414,0,0,0,0,0,0,0,0,0,0,0.008215626,0.002150734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018075562,0,0,0.000973132,0,0.000812666,0,0,0.009078311,0,0,0.001639007,0.001332746,0,0.003074489,0.005280878,0,0,0
CAM16,2000,0,12560629.5,0.009260013,0.000569937,0.00012765,0.008646399,0.018830016,0,0,0,0,0.007392221,0,0,0,0,0,0,0,0,0,0,0.002636488,0.002198584,0,0,0,0.000343541,0,0,0,0,0,0,0,0,0,0.012589937,0,0,0.000275234,0.000905168,0.002209831,0,0,0.0040153,0,0,0,0.001386874,0,0.002241397,5.87976975346416e-05,0,0,0
CAM17,2000,0,12560629.5,0.022836096,0.001234464,0.00012917,0.03435107,0,0,0,0,0,0.000798108,0,0,0,0,0.008328372,0,0,0,0,0,0.010887111,0.004508874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01903555,0,0,0,0,0.001167875,0,0,0.010099535,0,0,0,0.001498367,0,0.000369041,0.000771458,0,0,0
CAM18,2000,0,12560629.5,0.02499728,0.001278312,0.001090158,0.025725995,0,0,0,0,0,0.002965557,0,0,0,0,0,0,0,0,0,0,0.008492979,0.006478247,0,0,0,0.003384838,0,0,0,0.001716317,0,0,0,3.02128865403051e-05,0,0.023854852,0,0,0,1.35950484527502e-05,0.001519359,0,0.005191868,0.007952967,0,0,0.000737796,0.003831671,0,0.004103342,0.003592876,0,0,0
CAM19,2000,0,12560629.5,0.023828758,0.00071913,0.002859528,0.02427469,0,0,0,0,0,0.004258433,0,0,0,0,0,0,0,0,0,0,0.005917657,0.006343179,0,0,0,0.000958114,0,0,0,0,0,0,0,0,0,0.026386116,0.000604525,0,0.000212649,0.000529194,0.000712577,0,0.005827301,0.006877071,0,0,0.000234141,0.002041057,0,0.00134643,0.004371903,0,0,0
CAM20,2000,0,12560629.5,0.009970457,0.001363319,0.00053673,0.040179744,0,0,0,0,0,0.001105876,0,0,0,0,0.011800353,0,0,0,0,0,0.012020542,0.007586558,0,0,0,0,0,0.000709184,0,0,0,0,0,0,0,0.030350689,0.001231597,0,0.000743451,0,0.000401629,0,0.00583827,0.009762254,0,0,0,0.006829949,0,0.001084502,0.001356564,0,0,0
