Site,BUFF_DIST,Feature_Area,Buffer_Area,CONVENTIONAL-SEISMIC,TRAIL,LOW-IMPACT-SEISMIC,PIPELINE,HARVEST-AREA,TAME_PASTURE,ROUGH_PASTURE,CULTIVATION_ABANDONED,CROP,WELL-ABAND,RURAL-RESIDENCE,URBAN-RESIDENCE,COUNTRY-RESIDENCE,RESIDENCE_CLEARING,TRANSMISSION-LINE,RECREATION,RUNWAY,GREENSPACE,TRANSFER_STATION,WELL-GAS,WELL-OIL,WELL-OTHER,WELL-CASED,WELL-BIT,WELL-CLEARED-NOT-DRILLED,CLEARING-UNKNOWN,CLEARING-WELLPAD-UNCONFIRMED,MISC-OIL-GAS-FACILITY,FACILITY-UNKNOWN,OIL-GAS-PLANT,FACILITY-OTHER,CAMP-INDUSTRIAL,URBAN-INDUSTRIAL,GRVL-SAND-PIT,OPEN-PIT-MINE,VEGETATED-EDGE-ROADS,CANAL,ROAD-PAVED-1L,ROAD-UNIMPROVED,ROAD-WINTER-ACCESS,TRUCK-TRAIL,ROAD-PAVED-UNDIV-1L,ROAD-PAVED-UNDIV-2L,ROAD-GRAVEL-1L,ROAD-UNCLASSIFIED,ROAD-GRAVEL-2L,SUMP,BORROWPIT-WET,DUGOUT,BORROWPITS,BORROWPIT-DRY,LAGOON,RESERVOIR,MINES-PITLAKE
CAM45,3250,0,33167912.27,0.016042668,0.000360387,3.44731432973272e-05,0,0.23408297,0,0,0,0,0.00200972,0,0,0,0,0.009761077,0,0,0,0,0,0.000595558,0,0,0,0,0.000402929,0.000434013,0,0,0,0,0,0,0.009485479,0.004989273,0.004259487,0,0,0.001355815,0.000212582,0.000506161,0,0,0.001765843,0,0,0,0,0,0.000429418,0.00053335,0,0,0
CAM46,3250,0,33167912.27,0.020051157,0,0,0,0.074817676,0,0,0,0,0.000901298,0,0,0,0,0,0,0,0,0,0,0.000429393,0,0,0,0,0.000162803,0,0,0,0,0,0,0,0,0,0.000713805,0,0,0.000597181,0,0.000365084,0,0,0,0,0,5.87149604585654e-05,0,0,0,9.30540278857045e-05,0,0,0
CAM47,3250,0,33167912.27,0.019874897,0.00015998,0,0,0.108753316,0,0,0,0,0.000417902,0,0,0,0,0,0,0,0,0,0,0.000429393,0,0,0,0,0.000162803,0,0,0,0,0,0,0,0,0,0.00106617,0,0,0.001025979,0,0.000200738,0,0,0,0,0,0,0,0,0,9.30540278857023e-05,0,0,0
CAM48,3250,0,33167912.27,0.019178419,0.000107772,0,0,0.096592058,0,0,0,0,0.000417902,0,0,0,0,0,0,0,0,0,0,0.000429393,0,0,0,0,0.000162803,0,0,0,0,0,0,0,0,0,0.000578921,0,0,0.0004482,0,0.000260721,0,0,0,0,0,0,0,0,0,9.30540278857026e-05,0,0,0
CAM49,3250,0,33167912.27,0.009919995,0.000177677,1.05381739472463e-05,0,0.161820137,0,0,0,0,0.000213043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100116,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM50,3250,0,33167912.27,0.01563778,0.000486343,0,0,0.080291685,0,0,0,0,0.000213043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58504605934621e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM51,3250,0,33167912.27,0.015424935,0.000894505,0,0,0.116832369,0,0,0,0,0.002780343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253175,0,0,0,0,0,0,0,0,0,0.005014634,0,0,0.002482903,0,0.001067909,0,0,0.000495779,0,0,5.02589921875569e-05,0,0,0,0,0,0.003637689,0
CAM52,3250,0,33167912.27,0.018516918,0.000533911,0,0,0.135693894,0,0,0,0,0.000324488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001332573,0,0,0.000789205,0,0.001140871,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM53,3250,0,33167912.27,0.018081433,0.000444314,0,0,0.135110743,0,0,0,0,0.000324488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001578535,0,0,0.001318246,0,0.000625565,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM54,3250,0,33167912.27,0.018819569,0.000184188,0,0,0.11228281,0,0,0,0,0.000324502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507501,0,0,0,0,0.001686949,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM55,3250,0,33167912.27,0.016718034,9.12546445197737e-05,0,0,0.187914007,0,0,0,0,0.000324502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90447365877179e-05,0,0,0,0,2.11739202657667e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM75,3250,0,33167912.27,0.016052014,0.001639732,0,0.002501371,0.12260398,0,0,0,0,0.001005386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000619214,0,0,0,0.000175345,0.000619045,0,0,0,0,0,0.000343921,0,0,0,7.18814161799922e-05,0,0,0
CAM76,3250,0,33167912.27,0.015051673,0.000402789,0.00069147,0,0.302838591,0,0,0,0,0.001682806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004559534,0,0,0,0.000172892,0.000825277,0,0,0.001859633,0,0,0,0,0,0,0.000900919,0,0,0
CAM77,3250,0,33167912.27,0.018800522,0.000282057,0.001000417,0,0.22714713,0,0,0,0,0.003205792,0,0,0,0,0,0,0,0,0,0,0.000743095,0,0,0,0,0.000568843,0,0,0,0,0,0,0,0,0,0.005395964,0,0,0.001064519,0.000263084,7.23358469367634e-05,0,0,0.002496747,0,0,0.000103338,0,0,0.000914535,0.000769899,0,0,0
CAM78,3250,0,33167912.27,0.021203857,0.001078054,8.48449136999457e-05,0,0.176038933,0,0,0,0,0.003938045,0,0,0,0,0,0,0,0,0,0,0.002015468,0,0,0,0,0.001082483,0,0,0,0,0,0,0,0,0,0.004499391,0,0,0.000558071,0.001443848,9.09416290252054e-05,0,0,0.002933545,0,0,0.000103338,0.000253318,0,0.000947366,0.000769899,0,0,0
CAM79,3250,0,33167912.27,0.020944643,0.00030492,0.001960981,0.002804153,0.016794466,0,0,0,0,0.002693056,0,0,0,0,0,0,0,0,0,0,0.005325527,0.000412651,0,0,0,4.05526736657544e-07,0,0.000621371,0,0.000290183,0,0,0,0,0,0.002881164,0,0,3.75347653203146e-05,0,0,0,0,0.002126323,0,0,6.39601289898173e-05,0.000910222,0,0.000652649,0.000663422,0,0,0
CAM80,3250,0,33167912.27,0.015800876,8.73911243289099e-05,0.002055236,0.001280735,0.001015552,0,0,0,0,0.001621768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM81,3250,0,33167912.27,0.014551879,0.00041938,0.001367653,0.001085389,0,0,0,0,0,0.00115085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000492763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM82,3250,0,33167912.27,0.021228413,0.000467209,0.002045876,0.002973925,0.007637949,0,0,0,0,0.002255428,0,0,0,0,0,0,0,0,0,0,0.003553098,1.79958137994524e-06,0,0,0,0,0,0.000621371,0,0.000155087,0,0,0,0,0,0.00141723,0,0,3.75347653203147e-05,0.000468499,0,0,0,0.00101694,0,0,0,0.000474066,0,0,0.00032828,0,0,0
CAM83,3250,0,33167912.27,0.015268621,0.000257324,0.00028809,0,0.187676916,0,0,0,0,0.001920924,0,0,0,0,0,0,0,0,0,0,0,0,0.000792029,0,0,0,0.000246307,0,0,0,0,0,0,0,0,0.001580587,0,0,0.00013336,0,0.000132115,0,0,0.000672545,0,2.32062184977272e-05,7.14215300490412e-05,0,0,2.98742252337444e-05,0,0,0,0
CAM86,3250,0,33167912.27,0.043452383,0.002066278,0.000486966,0.003175095,0,0,0,0,0,0.002534632,0,0,0,0,0,0,0,0,0,0,0.000421588,0.000233372,0,0,0,0.000154559,0,0,0,0,0,0,0,0,0,0.00217386,0,0,0.00033163,0,0.00210808,0,0,0,0,0,0,0,0,8.47658217008642e-05,0,0,0,0
CAM87,3250,0,33167912.27,0.046792129,0.002287654,0.000444097,0.003687763,0.003558558,0,0,0,0,0.001760245,0,0,0,0,0,0,0,0,0,0,0.000421588,0.000233372,0,0,0,0.000154559,0,0,0,0,0,0,0,0,0,0.002905679,0,0,0.000652061,0,0.002495906,0,0,0,0,0,0,0,0,8.47658217008619e-05,0.000133004,0,0,0
CAM88,3250,0,33167912.27,0.031578545,0.001952503,0,0.006294128,0.04925212,0,0,0,0,0.003134331,0,0,0,0,0,0,0,0,0,0,0.002622206,0.000309731,0,0,0,0.000613592,0.000324122,0.000306758,0,0,0,0,0,0,0,0.004085646,0,0,0.001827346,0,0.002423945,0,0,0,0,0,0.000323179,0.000840124,0,0.000419321,0.000406361,0,0,0
CAM89,3250,0,33167912.27,0.036410048,0.001270553,0.000486966,0.002708971,0,0,0,0,0,0.003961816,0,0,0,0,0,0,0,0,0,0,0,1.37445341319215e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000754621,0,0,0,0.000134804,0.000926456,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM90,3250,0,33167912.27,0.003001749,0.001223328,0,0,0.436268153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002461983,0,0,0,0,0.00220527,0,0,0.000227114,0,0,0,0,0,0,0,0,0,0
CAM91,3250,0,33167912.27,0.002721011,0.00057415,0,4.70480070874138e-05,0.339928716,0,0,0,0,0.003785136,0,0,0,0,0,0,0,0,0,0,0.000768363,0,0,0,0,0.00019681,0,0,0.001245212,0,0,0,0,0,0,0.005856305,0,0,0.000245629,0,0.002716082,0,0,0.002407388,0,0,0.000144797,0,0,0,0.000240344,0,0,0
CAM92,3250,0,33167912.27,0.003339987,0.000291029,0,0,0.500277587,0,0,0,0,0.000598035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003020007,0,0,0,0,0.000971798,0,0,0.00130491,0,0,0,0,0,0,0,0,0,0
CAM93,3250,0,33167912.27,0.010476103,0.000201541,0.001329016,0,0.25918516,0,0,0,0,0.000240407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001747614,0,0,0.000113895,0,0.001729131,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM94,3250,0,33167912.27,0.010413867,0.000550796,0.000452209,0,0.371708175,0,0,0,0,0.001974167,0,0,0,0,0,0,0,0,0,0,0,0,0.000324488,0,0,0,0,0,0,0,0,0,0,0,0,0.003933206,0,0,5.26218754091009e-05,4.63756339397539e-05,0.003831797,0,0,0,0,0,0,0,0,0,0.000850679,0,0,0
CAM95,3250,0,33167912.27,0.008281483,0.000367088,0.000851163,0,0.398495046,0,0,0,0,0.001120997,0,0,0,0,0,0,0,0,0,0,0,0,0.000324488,0,0,0,0,0,0,0,0,0,0,0,0,0.003503581,0,0,0.000255041,0,0.00322529,0,0,0,0,0,0,0,0,0,0.000157319,0,0,0
CAM96,3250,0,33167912.27,0.020087754,0.002848145,0,0.003798635,0.045564937,0,0.012252699,0,0,0.001103861,0.000266334,0,0,0,0,0,0,0,0,0.000439088,0,0,0,0,0,0.000115538,0,0,0,0,0,0,0,0,0,0.010768911,0,0,0.000374186,0,0.00037646,0,0.002966249,0.002236084,3.94371962162374e-05,0,0,0.000340097,0,0.000305707,0.000212111,0,0,0
CAM97,3250,0,33167912.27,0.028974622,0.002901646,0,0.007011484,0.091184952,0,0,0,0,0.003892928,0,0,0,0,0,0,0,0,0,0.000417896,0.00130572,0.000780851,0.00026845,0,0,0.000456046,0.000329817,0,0,0,0.000632392,0,0,0,0,0.006275863,0,0,0.000211995,0.00015937,0.000730471,0,0,0.004748894,0,0,7.17627185474088e-05,0,0,0,0,0,0,0
CAM98,3250,0,33167912.27,0.022079401,0.001677555,0,0.001117541,0.185064599,0,0,0,0,0.003546522,0,0,0,0,0,0,0,0,0,0,0.001202868,0,0,0,0,0.000164655,0,0,0,0,0,0,0,0,0,0.0067174,0,0,0.001631559,0.000173976,0.000629823,0,0,0.003552095,0,0,0,8.08684606010786e-05,0,0.000127466,0.0002818,0,0,0
CAM99,3250,0,33167912.27,0.02346385,0.00190423,0,0.002339791,0.215521378,0,0,0,0,0.005468517,0,0,0,0,0,0,0,0,0,0,0.002821848,0.000659336,0,0,0,0,0.000494279,0,0,0,0,0,0,0,0,0.005180799,0,0,0.00122125,0.00056916,0.000165319,0,0,0.003505954,0,0,0,8.08684606010763e-05,0,0,7.97491344430895e-05,0,0,0
CAM100,3250,0,33167912.27,0.028814223,0.001757063,0,0.004486102,0.082705969,0,0,0,0,0.00457886,0,0,0,0,0,0,0,0,0,0,0.00160723,0,0,0,0,0.000478002,0,0,0,0,0.00016276,0,0,0,0,0.005806447,0,0,0.000117867,0.000521766,0.000594675,0,0,0.005261537,0,0,0,0,0,0.000118353,0,0,0,0
CAM26 B,3250,0,33167912.27,0.010185487,0.00204287,0,0,0,0,0,0,0,0.001134459,0,0,0,0,0,0,0,0,0,0,0.000548409,0,0,0,0,0,0,0,0,0,0,0,0,0.012519781,0,0.005101518,0,0,0.001996906,0.000905089,7.39273383803281e-05,0,0,0.00212964,0,0,0,0,0,0,0,0,0,0
CAM85,3250,0,33167912.27,0.031777826,0.001257959,4.31742996741975e-07,0.004234707,0,0,0,0,0,0.001840697,0,0,0,0,0,0,0,0,0,0,0.001523826,0,0,0,0,0,0.000419711,0,0,0,0,0,0,0,0,0.003611476,0,0,2.06234305347942e-05,0.000740327,0.001358748,0,0,0.002302662,0,0,5.96151363538354e-05,0,0,0,0.000685903,0,0,0
CAM56,3500,0,38466927.84,0.012919172,0.000145838,0,0,0.19201428,0,0,0,0,0.000421073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001522236,0,0,0,0,0.001272398,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM57,3500,0,38466927.84,0.012506881,0.000145838,0,0,0.280144732,0,0,0,0,0.000421073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001328341,0,0,0,0,0.00105099,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM58,3500,0,38466927.84,0.013677075,8.32604967028465e-05,0,0,0.244462262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037711,0,0,0,0,0.000302305,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM59,3500,0,38466927.84,0.01357609,0.000240928,0,0,0.234126582,0,0,0,0,0.000279812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001469983,0,0,0,0,0.00102691,0,0,0,0,0,0,0,0,0,0.000244222,0,0,0
CAM60,3500,0,38466927.84,0.013575776,0.000299273,0,0,0.21088664,0,0,0,0,0.000279812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001533182,0,0,0,0,0.000997645,0,0,0,0,0,0,0,0,0,0.000244222,0,0,0
CAM61,3500,0,38466927.84,0.013999043,0.000256291,0,0,0.194353686,0,0,0,0,0.00081244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000410394,0,0,0,0,0,0,0,0,0.001406488,0,0,0,0,0.000762061,0,0,0,0,0,0,0,0,0,0.000244222,0,0,0
CAM62,3500,0,38466927.84,0.012384881,0.000575823,0,0,0.181365982,0,0,0,0,0.001092264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000410394,0,0,0,0,0,0,0,0,0.001843784,0,0,0,0,0.000788809,0,0,0,0,0,0,0,0,0.000293428,0.000244222,0,0,0
CAM63,3500,0,38466927.84,0.011889843,0.000807764,0,0,0.228038048,0,0,0,0,0.001028763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000410394,0,0,0,0,0,0,0,0,0.00240928,0,0,0.000406237,0,0.001127669,0,0,0,0,0,0,0,0,0.000398115,0.000244222,0,0,0
CAM64,3500,0,38466927.84,0.018937597,0.000396373,0,0.002350505,0.02566709,0,0,0,0,0.002202602,0,0,0,0,0.001366743,0,0,0,0,0,0.002372075,0.000261094,0,0,0,0.000440169,0,0,0,0,0,0,0,0,0,0.007994249,0,0,0.001216152,0,0.001268815,0,0.001014571,0.001622138,0,0,0,0,0,0.000856314,0.00447826,0,0,0
CAM65,3500,0,38466927.84,0.00619719,0.00054793,0,0.000835079,0.200625525,0,0,0,0,0.001939896,0,0,0,0,0,0,0,0,0,0,0.001409362,0.00034596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004454486,0,0,0,0,0.00238397,0,0,0.001459193,0,0,0,0.000127752,0,6.96961448146129e-05,0,0,0,0
CAM66,3500,0,38466927.84,0.007055973,0.001107834,0,0.001618262,0.178884057,0,0,0,0,0.000714044,0,0,0,0,0,0,0,0,0,0.000228959,0,0,0,0,0,0.000117457,0,0,0,0,0,0,0,0,0,0.001272985,0,0,0,0,0.001416886,0,0,0,0,0,0,0,0,0.000120219,0,0,0,0
CAM67,3500,0,38466927.84,0.007912412,0.000851236,0,0.003470778,0.136774411,0,0,0,0,0.00083254,0,0,0,0,0,0,0,0,0,0.000895465,0,0,0,0,0,0.000693835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120219,0,0,0,0
CAM68,3500,0,38466927.84,0.009394069,0.001360429,0,0.001263744,0.114249329,0,0,0,0,0.000765088,0,0,0,0,0,0,0,0,0,0.000458428,0,0,0,0,0,0.000742159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM69,3500,0,38466927.84,0.008746308,0.001246343,0,0.000250016,0.144563376,0,0,0,0,0.000817983,0,0,0,0,0,0,0,0,0,0.000228885,0,0,0,0,0,0.00028078,0,0,0,0,0,0,0,0,0,0,0,0,6.58452752855386e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM70,3500,0,38466927.84,0.008438342,0.00118179,0,0.001669169,0.119533247,0,0,0,0,0.00083254,0,0,0,0,0,0,0,0,0,0.000647637,0,0,0,0,0,0.00063167,0,0,0,0,0,0,0,0,0,0,0,0,2.3656313807153e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAM71,3500,0,38466927.84,0.009971056,0.000620488,0,0.009346433,0.083851443,0,0,0,0,0.000832816,0,0,0,0,0,0,0,0,0,0.000895465,0,0,0,0,0,0.000859616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120219,0,0,0,0
CAM72,3500,0,38466927.84,0.009172086,0.00088736,0,0.00781505,0.106173237,0,0,0,0,0.000416247,0,0,0,0,0,0,0,0,0,0.000895465,0,0,0,0,0,0.000693835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120219,0,0,0,0
CAM73,3500,0,38466927.84,0.003764294,0.000592143,0,0.009332932,0.247760999,0,0,0,0,0.003933949,0,0,0,0,0,0,0,0,0,0,0.002996164,0.001858044,0,0,0,0.000152356,0,0,0,0,0,0,0,0,0,0.008524992,0,0,0,0.000175118,0.001736998,0,0,0.004279146,0,0,0.000345454,0.000127752,0,0.001748208,0,0,0,0
CAM74,3500,0,38466927.84,0.005002138,0.000541581,0,0.016116192,0.254884479,0,0,0,0,0.00414478,0,0,0,0,0,0,0,0,0,0,0.004199397,0.003974853,0,0,0,0.000152356,0,0.001342818,0,0,0,0,0,0,0,0.013975132,0,0,0.000344881,0.000175118,0.002719044,0,0,0.006847947,0,0,0,0.001738242,0,0.002011621,0,0,0,0
CAM1,3500,0,38466927.84,0.020280833,0.000932597,0.000473833,0.002014798,0,0,0,0,0,0.001511246,0,0,0,0,0,0,0,0,0,0,0.000185882,0,0,0,0,7.84173977870755e-05,0.000214058,0.000389247,0,0,0,0,0,0.016759176,0,0.005025655,0,0,0.001096723,0.000253128,0.000646697,0,0,0.001934527,0,0,0,0,0,0,0.000795841,0,0,0
CAM2,3500,0,38466927.84,0.02904636,0.001162273,0.000155255,3.28694201570036e-05,0,0,0,0,0,0.00347596,0,0,0,0,0,0,0,0,0,0,0.000232081,0.000718629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00463028,0,0,0.000594997,0.00059344,0,0,0,0.002677138,0,0,0,0.000498575,0,0,0.000333608,0,0,0
CAM3,3500,0,38466927.84,0.030141646,0.001090175,0.000154196,0.000687838,0,0,0,0,0,0.004783663,0,0,0,0,0,0,0,0,0,0.000247632,0.000232081,0.000763275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004536112,0,0,0.000733553,0.000675955,0,0,0,0.002587297,0,0,0,0.000498575,0,0,0.000333608,0,0,0
CAM4,3500,0,38466927.84,0.03066957,0.001110727,0.000217654,0.00295759,0.001844449,0,0,0,0,0.004953652,0,0,0,0,0.002893732,0,0,0,0,0.000247632,0.000491989,0.000298313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004131817,0,0,0.00092614,0.000675955,0,0,0,0.002298099,0,0,3.23880859558799e-08,0.000498575,0,0,0.000454856,0,0,0
CAM5,3500,0,38466927.84,0.035116686,0.001094253,0.000280032,0.009759699,0.039770867,0,0,0,0,0.009376128,0,0,0,0,0.005594412,0,0,0,0,0,0.001205254,0,0,0,0,0.000664778,0.000214058,0.000400343,0,0,0,0,0,0.007198635,0,0.006990525,0,0,0.001125879,0,0.000877514,0,0,0.003650918,0,0,0.000205051,0,0,0.00010935,0.001620594,0,0,0
CAM6,3500,0,38466927.84,0.024558939,0.000346607,0.00062831,0.004838756,0.006722191,0,0,0,0,0.001519422,0,0,0,0,0,0,0,0,0,0,0.000389155,0,0,0,0,0.000408283,0,0.000389247,0,0,0,0,0,0.009431918,0,0.003125895,0,0,0.000673579,0,0.001243997,0,0,0.000889668,0,0,0,0,0,7.20410761223991e-05,0.000392237,0,0,0
CAM7,3500,0,38466927.84,0.030557773,0.000489428,0.001087365,0.005019326,0.027828484,0,0,0,0,0.00146706,0,0,0,0,0.005297454,0,0,0,0,0,2.97698697476979e-05,0,0,0,0,0.000423023,0,5.95224652290066e-05,0,0,0,0,0,0,0,0.002061548,0,0,0,0,0.001566491,0,0,0.000411512,0,0,0.000204658,0,0,0,0.000294388,0,0,0
CAM8,3500,0,38466927.84,0.034926108,0.000369669,0.001241907,0.006589148,0.037005704,0,0,0,0,0.003106123,0,0,0,0,0.006557743,0,0,0,0,0,0.000957642,0,0,0,0,0.000668301,0,0.000400343,0,0,0,0,0,0.004637942,0,0.003376457,0,0,0.000397155,0,0.001519304,0,0,0.001199042,0,0,0.000205051,0,0,0.00010935,0.000668645,0,0,0
CAM9,3500,0,38466927.84,0.02730439,0.000424916,0.000479881,0.001138672,0.181887751,0,0,0,0,0.003071494,0,0,0,0,0.004167482,0,0,0,0,0,0,0,0,0,0,0,0,1.10957922304724e-05,0,0,0.000355549,0,0,0,0,0.003145263,0,0,0.001080089,0,0.001214525,0,0,0.000576559,0,0,9.34267383807861e-05,0,0,0,0.000217523,0,0,0
CAM10,3500,0,38466927.84,0.027379048,0.000458702,0.000850951,0.001190018,0.138736302,0,0,0,0,0.002497457,0,0,0,0,0.00560168,0,0,0,0,0,0,0,0,0,0,0.000120366,0,1.10957922304723e-05,0,0,0.000355549,0,0,0,0,0.002606811,0,0,0.000974057,0,0.00150018,0,0,0.000299064,0,0,0,0,0,0,6.70054221651606e-05,0,0,0
CAM11,3500,0,38466927.84,0.028592139,0.000470521,0.000343255,0.001080897,0.179475048,0,0,0,0,0.004676892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000355549,0,0,0,0,0.003941956,0,0,0.000934274,0,0.000571033,0,0,0.001359003,0,0,0,0,0,0,0.000456039,0,0,0
CAM12,3500,0,38466927.84,0.024089083,0.000764867,0.000298855,0,0.192552595,0,0,0,0,0.004025392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000355549,0,0,0,0,0.003087446,0,0,0.001846794,0,0.000659784,0,0,0.000394801,0,0,0,0,0,0,6.70054221651611e-05,0,0,0
CAM13,3500,0,38466927.84,0.016801623,0.000919427,0.000112635,0.032554548,0.086962736,0,0,0,0,0.0030731,0,0,0,0,0.004876457,0,0,0,0,0,0.008076449,0.006181073,0,0,0,0.000497565,0,0.000238437,0,0,0,0,0,0,0,0.027466298,0,0,0.000702261,3.57920749765576e-05,0.001052058,0,0.003993255,0.008110202,0,0,0.000325038,0.0041366,0,0.002003106,0.000108928,0,0,0
CAM14,3500,0,38466927.84,0.023914063,0.000487859,0.000153208,0.019278598,0.128491367,0,0,0,0,0.00689447,0,0,0,0,0.005593168,0,0,0,0,0,0.005515534,0.002531261,0,0,0,0.000394846,0.000376422,4.78615278584146e-05,0,0,0,0,0,0,0,0.014821319,0,0,0.001541137,0.000551746,0.001086706,0,0,0.00643998,0,0,0.000681168,0.002063661,0,0.002785293,0.00070804,0,0,0
CAM15,3500,0,38466927.84,0.02840502,0.000273561,6.23045180655319e-05,0.013865517,0.199636015,0,0,0,0,0.009607257,0,0,0,0,0.003434137,0,0,0,0,0,0.008294624,0.001255703,0.000332222,0,0,0.001872014,0.000376422,7.46304411783814e-05,0,0,0,0,0,0,0,0.020677437,0,0,0.001989513,0.000850299,0.000372482,0,0.001577891,0.009017287,0,0,0.00082885,0.003755748,0,0.002743421,0.002399749,0,0,0
CAM16,3500,0,38466927.84,0.009273625,0.001258891,4.16816410214323e-05,0.008417471,0.045288758,0,0,0,0,0.004154689,0,0,0,0,0,0,0,0,0,0,0.003130975,0.003322288,0,0,0,0.000112177,0,0,0,0,0,0,0,0,0,0.010645668,0,0,0.000471332,0.000295565,0.001259429,0,0,0.004147503,0,0,0.000213699,0.001735675,0,0.001643455,0.000365061,0,0,0
CAM17,3500,0,38466927.84,0.021095696,0.001406002,0.0002193,0.042036016,0,0,0,0,0,0.001435067,0,0,0,0,0.005586744,0,0,0,0,0,0.008360533,0.006940208,0,0,0,0.000894839,0,0.001150138,0.000232536,0,0,0,0,0,0,0.020835131,0.000395118,0,1.87815126970924e-05,4.89993425627527e-07,0.000573123,0,0.001519669,0.009980819,0,0,0.000663994,0.003321973,0,0.003063335,0.000331873,0,0,0
CAM18,3500,0,38466927.84,0.025892192,0.000951591,0.000734346,0.016548316,0,0,0,0,0,0.00252904,0,0,0,0,0,0,0,0,0,0,0.006649013,0.004770774,0,0,0,0.001606777,0,0,0,0.00056043,0,0,0,1.70208085710527e-05,0,0.017223886,0,0,8.12572612171826e-05,0.000181466,0.00099429,0,0.003269759,0.005975228,0,0,0.000349352,0.002909504,0,0.003264297,0.001868118,0,0,0
CAM19,3500,0,38466927.84,0.023223458,0.000835065,0.001202915,0.027092766,0,0,0,0,0,0.003653285,0,0,0,0,0.004046967,0,0,0,0,0,0.00929189,0.006233549,0,0,0,0.001418107,0.000210846,0,0,0,0,0,0,0,0,0.021761278,0.000421583,0,0.000534672,0.0002149,0.001382618,0,0.003462822,0.007953532,0,0,0.000108439,0.003627393,0,0.001451214,0.001881277,0,0,0
