array,site,buff_dist,buffer_area,harvest,pipeline,roads,seismic_lines,seismic_lines_3D,trails,transmission_lines,veg_edges,wells,lc_grassland,lc_water,lc_coniferous,lc_broadleaf,lc_mixed,lc_developed,lc_shrub,osm_industrial
LU09,LU09_81,250,196259.835910969,0,0.0130017333012447,0.013856515970752173,0.00733296302312298,0,0,0,0.009229830667745565,0.0640235643677185,0.2682708090678762,0,0.535560235688431,0.101357932233113,0,0.09481104547164533,0,0.21005770198018398
LU09,LU09_82,250,196259.83591099,0,0.07574250054957253,0,0,0,0.00694712399088636,0,0,0,0.365658846183443,0,0.055552545912719,0,0.307574110365387,0,0.2712144975368091,0.0902631225944537
LU09,LU09_85,250,196259.83591101805,0,0,0.020235790050385494,0.013142839753201203,0,8.952088800750406e-5,0,0.0646050135877142,0,0,0,0.8962835810996016,0,0,0.10371630135314103,0,0
LU09,LU09_86,250,196259.83591096805,0,0.0965921764323752,0.014939902854245403,0.00892534449327876,0,0,0,0.02013102280970429,0.06400667103058563,0.4921339395062699,0,0.330980892863722,0,0.104201330743864,0.07268387548074483,0,0.021180130852900207
LU09,LU09_87,250,196259.83591098,0,0.06644276684462418,0.030955010696497913,0,0,0,0,0.0131883079940741,0,0,0,0.7161983393413468,0.0564709189840015,0.04279873600204269,0.180647340971254,0,6.47983468011726e-4
LU09,LU09_90,250,196259.83591092,0,0.0916168829969496,0.0283080835799231,0.0117869313703246,0,0,0,0.0326317835322526,0.023710386880486593,0.2541432909566339,0,0.336227515878048,0,0.20587834067340904,0.20375082689930105,0,0
LU09,LU09_93,250,196259.835910995,0,0,0.030448604891962897,0.009644989524423397,0,0,0,0.09052827765848402,0,0,0,0,0.8159526755384242,0,0.18404736713214506,0,0.0297800043070227
LU09,LU09_94,250,196259.835910959,0,0,0,0.0152085256766819,0,0,0,0,0,0,0,0.13997668518484305,0.86002331481535,0,0,0,0
LU09,LU09_96,250,196259.835911054,0,0,0,0.011046909605543597,0,0,0,0,0.0426075395573869,0,0,0.248508856981757,0,0.2935130797247062,0.015165006955041997,0.4428130172652522,0
LU09,LU09_98,250,196259.83591099898,0,0.05900785968053523,0.00374390980289302,0,0,0,0,0.008031292731275924,0.069798180714217,0.26582456724433823,0,0.575014388436189,0,0,0.037627676823221295,0.121533391849951,0
LU09,LU09_27,250,196259.835910961,0,0.2253037643031529,0.0212693897949251,0,0,0.0071775463584723915,0,0.04108364352996922,0,0.3056402136442491,0,0.34603775881617077,0,0.2654201082529291,0.08290192137559342,0,0.0186273822660359
LU14,LU14_3,250,196259.835910909,0,0,0.030494249580225393,0.004669426729213092,0,0.00530222180433964,0,0.0557748578364725,0,0,0,0.323547623905167,0.6764523760950037,0,0,0,0
LU14,LU14_7,250,196259.835911038,0,0,0.0303354590032856,0.011407658701324996,0,0.013981034825932803,0,0.06598711477955588,0,0,0,0.0265992713382846,0.7079838947261258,0.09984700342273464,0.16556980563923201,0,0.00676839614935846
LU14,LU14_8,250,196259.835910923,0,0,0.0289726815835386,0,0,0,0,0.05331714269452994,0,0,0,0.4990495464628829,0.4690035262684701,0.03194692726998531,0,0,0
LU14,LU14_9,250,196259.835910998,0,0,0.031005538479660394,0,0,0,0,0.05635874603999801,0,0,0,0.383056292793692,0.616943707206115,0,0,0,0
LU14,LU14_100,250,196259.835911021,0,0,0,0.030382554874528407,0,0,0,0,0,0,0,0.540425216762149,2.691974439024112e-5,0,0,0.4595478634928811,0
