buffer,site,water_cai_mn,natural_cai_mn,anthropogenic_cai_mn,water_ed,natural_ed,anthropogenic_ed,water_tca,natural_tca,anthropogenic_tca,landscape_cai_mn,landscape_ed,landscape_tca,natural_cohesion
4750,LU15_29,61.32418283238367,54.02199472216104,0.565575710003129,1.4620269516279851,55.90737488267304,54.480594482434356,45.51,5838.1075,86.47999999999999,NA,NA,NA,99.7172974455136
5000,LU15_29,63.24844740258849,51.786890193496,0.8918564762861315,1.5919134360484408,57.19690257674286,55.67879487953599,67.26,6428.9925,93.11,NA,NA,NA,99.71719077849562
50,LU15_30,NA,50.14577259475218,NA,NA,0,NA,NA,0.43,NA,NA,NA,NA,100
100,LU15_30,NA,64.18755052546483,0,NA,39.33434190620272,39.33434190620272,NA,1.985,0,NA,NA,NA,99.90444795723067
250,LU15_30,NA,39.65697919717935,24.808895066018067,NA,59.06542056074766,59.06542056074766,NA,12.01,0.8925,NA,NA,NA,99.30608787606388
500,LU15_30,NA,61.13336847506996,16.646001239925603,NA,47.782429412320184,47.782429412320184,NA,53.675,4.0275,NA,NA,NA,99.45072869478574
750,LU15_30,NA,59.67221374706352,35.686417946842234,NA,33.170896119763505,33.170896119763505,NA,135.9625,7.3175,NA,NA,NA,99.64366449971858
1000,LU15_30,NA,50.93373075806208,18.76297031489669,NA,27.97324573554438,27.97324573554438,NA,257.075,10.3975,NA,NA,NA,99.70764057893778
1250,LU15_30,NA,62.88454799439196,18.97300762053985,NA,27.20315645872109,27.20315645872109,NA,410.895,13.32,NA,NA,NA,99.73443214000184
1500,LU15_30,NA,43.42307242875187,5.285663977998759,NA,32.11081933698736,32.11081933698736,NA,599.2475,15.76,NA,NA,NA,99.69682273705608
1750,LU15_30,NA,52.843366158925,10.889031811210607,NA,42.22374230458305,42.22374230458305,NA,801.8125,16.5075,NA,NA,NA,99.6087173242515
2000,LU15_30,NA,51.962897224026214,5.262557484581654,NA,44.979588110496096,44.979588110496096,NA,1048.0475,18.4525,NA,NA,NA,99.58914313457372
2250,LU15_30,NA,50.503664175713354,2.550768471082032,NA,47.86233617518569,47.86233617518569,NA,1327.4075,20.6625,NA,NA,NA,99.63654603319348
2500,LU15_30,NA,56.94509713790575,4.753484534908393,NA,48.107083123630574,48.107083123630574,NA,1646.925,22.7775,NA,NA,NA,99.65299797634376
2750,LU15_30,NA,56.59382005001394,3.5828391066516176,NA,47.67702915230448,47.67702915230448,NA,2005.055,26.6375,NA,NA,NA,99.6784771475128
3000,LU15_30,NA,58.23452624588208,3.144659024786856,NA,48.54222347010942,48.54222347010942,NA,2393.855,28.5125,NA,NA,NA,99.6826013413948
3250,LU15_30,NA,53.84619420310011,3.9115789681966233,NA,49.603604579766674,49.603604579766674,NA,2803.1175,35.975,NA,NA,NA,99.67288528010836
3500,LU15_30,20.75566851181605,52.1577969838708,2.331451909004385,0.36726822519901264,50.80111192726272,50.43384370206371,3.2275,3242.7425,41.595000000000006,NA,NA,NA,99.6886149886661
3750,LU15_30,50.78788073512402,52.84890270816513,1.433199982208154,0.8875507161742833,52.86862609975731,52.05117493059296,29.2875,3682.11,45.197500000000005,NA,NA,NA,99.68517332577964
4000,LU15_30,57.57845125907705,53.68687029335015,0.8334213756347599,1.4102529063483742,55.00284485478818,53.67011113568094,43.755,4159.8525,49.61000000000001,NA,NA,NA,99.70613684910664
4250,LU15_30,59.69080632015603,55.66478204182522,0.7544768286642513,1.3708284707954987,54.76534577321285,53.46319079035701,46.6875,4710.715,52.09,NA,NA,NA,99.71645222856895
4500,LU15_30,55.59386619325502,55.171759521864374,0.5174885775120898,1.4623700840862797,54.72735476336425,53.32624400610865,51.09,5279.055,59.0925,NA,NA,NA,99.72508032905932
4750,LU15_30,63.80287095120128,52.22480583366258,1.2060693861550649,1.5127926497733457,54.46828968780852,53.01048204580886,62.49,5858.36,77.9575,NA,NA,NA,99.74230712675836
5000,LU15_30,58.70332222782783,52.61678320562093,1.034345887839025,1.617343109924296,54.007298403939394,52.43958265930782,74.205,6491.1725,89.485,NA,NA,NA,99.75519027911788
50,LU15_31,NA,51.873198847262245,NA,NA,0,NA,NA,0.45,NA,NA,NA,NA,100
100,LU15_31,NA,66.00331674958541,0.8264462809917356,NA,45.214770158251696,45.214770158251696,NA,1.99,0.0025,NA,NA,NA,99.86178463191604
250,LU15_31,NA,60.02756731862099,12.91970802919708,NA,62.04061293135666,62.04061293135666,NA,12.135,0.4425,NA,NA,NA,99.43917082833934
500,LU15_31,NA,45.742181553852795,35.09025270758123,NA,49.96538921402052,49.96538921402052,NA,52.2325,4.86,NA,NA,NA,99.41247223575516
750,LU15_31,NA,41.35961437109704,32.81249999999999,NA,49.25582701488346,49.25582701488346,NA,129.70999999999998,7.1925,NA,NA,NA,99.42251953098187
1000,LU15_31,NA,44.01448505485632,34.10749834107498,NA,39.337670766649254,39.337670766649254,NA,247.915,10.28,NA,NA,NA,99.54749507356637
1250,LU15_31,NA,41.95895485403928,33.28392834128109,NA,38.40907131591892,38.40907131591892,NA,399.3425,12.9125,NA,NA,NA,99.57528069364228
1500,LU15_31,NA,44.25925551619322,15.374559812186533,NA,39.064344798175775,39.064344798175775,NA,587.2775,14.4075,NA,NA,NA,99.6628198574619
1750,LU15_31,NA,51.49842721435491,15.499977749098836,NA,43.77667057899932,43.77667057899932,NA,795.8975,17.415,NA,NA,NA,99.62237776388636
2000,LU15_31,NA,57.451334704965305,10.3284235162431,NA,42.23043369544077,42.23043369544077,NA,1052.4325,20.3,NA,NA,NA,99.6421782810446
2250,LU15_31,NA,46.323697434831985,4.767664415971077,NA,46.27889686067705,46.27889686067705,NA,1326.3825,26.9025,NA,NA,NA,99.61799719091016
2500,LU15_31,0,47.37694147812746,2.15106521678826,0.08388035611023911,49.192016115195685,49.10813575908545,0,1633.68,31.0175,NA,NA,NA,99.65618856257382
2750,LU15_31,70.16826923076923,47.4112258860298,2.2823364787227365,0.8320341554222993,49.806489025973754,48.974454870551455,14.595,1970.7475,32.2125,NA,NA,NA,99.67038405204003
3000,LU15_31,62.77195129236733,44.238598470527506,2.461248579082632,1.566310376673807,51.089618734979226,49.66104478376264,38.1275,2329.0725,33.6525,NA,NA,NA,99.69299277935151
3250,LU15_31,64.77645893712771,45.20012771328881,0.9617263404285626,1.685486680516752,52.520968883959505,50.95286431155017,41.125,2735.5275,35.447500000000005,NA,NA,NA,99.72493642042022
3500,LU15_31,64.77645893712771,45.16849369375355,0.8133118872865227,1.453490258370871,51.8571582448586,50.50489320090999,41.125,3201.0125,35.835,NA,NA,NA,99.73801836343222
3750,LU15_31,64.77645893712771,47.49989272913586,1.3387259831835026,1.2663007961866255,51.76456754697185,50.58645555623393,41.125,3690.655,38.585,NA,NA,NA,99.75791328307702
4000,LU15_31,64.77645893712771,53.591480236024424,1.253704153278722,1.1130821941632754,52.092246686841285,51.05668271691438,41.125,4214.2925,39.3175,NA,NA,NA,99.75584490450102
4250,LU15_31,64.77645893712771,57.40809459235494,1.57534340808123,0.9860565441799554,51.04691472151606,50.12952997237721,41.125,4785.4725,41.897499999999994,NA,NA,NA,99.76555090179468
4500,LU15_31,56.004379438247874,54.66581050634278,1.191410271120803,1.090867538130297,50.36603750024051,49.336428182393995,43.795,5372.9275,48.8275,NA,NA,NA,99.77390644835911
4750,LU15_31,60.066307972788344,53.260015468094245,1.0322439917378914,1.2209345154028433,50.03857716013592,48.87262699357917,50.0625,5968.9175,69.6625,NA,NA,NA,99.79378933271106
5000,LU15_31,52.70748761163123,52.55635054911099,0.7723250933808576,1.2311294419675165,50.10537768156375,48.923875162838335,53.4675,6611.3,79.175,NA,NA,NA,99.79510964703393
50,LU15_32,NA,7.8125,0,NA,214.4927536231884,214.4927536231884,NA,0.075,0,NA,NA,NA,96.43774755380942
100,LU15_32,NA,14.831804281345567,16.70428893905192,NA,179.4871794871795,179.4871794871795,NA,0.7275,0.185,NA,NA,NA,97.2933628942973
250,LU15_32,NA,23.73747750233966,16.50043365134432,NA,121.8236173393124,121.8236173393124,NA,7.7925,1.9025,NA,NA,NA,98.36834975979475
500,LU15_32,NA,30.241644026509917,25.328882780286673,NA,87.3670296468811,87.3670296468811,NA,48.5125,3.225,NA,NA,NA,99.02498126624111
750,LU15_32,NA,42.39576531079525,15.608740894901146,NA,60.69287048349272,60.69287048349272,NA,127.1925,6.75,NA,NA,NA,99.33689192593587
1000,LU15_32,NA,48.39623458884903,16.085779175401814,NA,55.14796083924939,55.14796083924939,NA,241.355,9.2075,NA,NA,NA,99.43966660538106
1250,LU15_32,NA,44.20440663581294,15.421679351829118,NA,47.3664458937247,47.3664458937247,NA,394.2475,12.5625,NA,NA,NA,99.55706298203548
1500,LU15_32,NA,33.79245683061667,7.082332761578044,NA,48.25782621261357,48.25782621261357,NA,569.2574999999999,20.645,NA,NA,NA,99.6311723273574
1750,LU15_32,1.7632241813602016,38.76003767336643,4.662138005005363,0.4301108701453827,51.81540470582749,51.385293835682106,0.0175,774.3325,22.82,NA,NA,NA,99.60554129306504
2000,LU15_32,71.14067949877277,39.82216080909586,3.5239590650524084,1.5082477336593263,49.69676282407481,48.188515090415486,13.7675,1011.4,25.585,NA,NA,NA,99.68194137870252
2250,LU15_32,81.33497454260618,38.773360109074545,3.27538422776518,2.330921890587844,49.71796786276737,47.63174571304877,36.3425,1272.7075,26.975,NA,NA,NA,99.67984149008304
2500,LU15_32,40.63360179427057,39.06421552265828,1.8789566978982015,2.4808818314805094,48.34669306840091,46.064078432469046,39.8575,1593.6675,27.825,NA,NA,NA,99.7411205117474
2750,LU15_32,64.77645893712771,34.81422848587439,1.045107960802353,2.353227914325695,48.97655596690353,46.7872135680398,41.125,1951.185,29.99,NA,NA,NA,99.75127496463064
3000,LU15_32,64.77645893712771,45.786643998350314,1.4733831587159787,1.9777223701589948,50.10524308326917,48.26525494960339,41.125,2335.9125,31.4475,NA,NA,NA,99.76896091815394
3250,LU15_32,64.77645893712771,46.59500241867271,1.258899282120883,1.685489217007489,50.084613063594865,48.516506131343256,41.125,2760.8975,32.75,NA,NA,NA,99.78409000187476
3500,LU15_32,64.77645893712771,50.65925992603895,1.8450579551463837,1.45355628118008,49.2781535682211,47.92582709948035,41.125,3228.75,34.1175,NA,NA,NA,99.79321821135188
3750,LU15_32,64.77645893712771,49.964457970116094,1.2282666845328731,1.2663129658576018,48.66146762280833,47.4833443099301,41.125,3731.92,34.395,NA,NA,NA,99.8035663125527
4000,LU15_32,64.77645893712771,51.27565223092166,1.2023511697082734,1.113094915690514,47.48939951013885,46.453823704648215,41.125,4275.8625,35.7075,NA,NA,NA,99.80858339176086
4250,LU15_32,61.02942380320298,53.424879814254815,1.2038339804103757,1.1190404602240986,45.84103902598578,44.79067296064561,43.377500000000005,4862.9675,36.0325,NA,NA,NA,99.8224665642737
4500,LU15_32,66.78450003862856,49.87704999614298,0.7873970812815558,1.105826756687876,46.82328095185923,45.778714484249235,47.205,5443.8125,38.5425,NA,NA,NA,99.82718588241453
4750,LU15_32,66.78450003862856,49.76541670977569,0.7462949996231639,0.9925558312655086,48.64862959621024,47.71105910218813,47.205,6020.21,57.93,NA,NA,NA,99.82367226101736
5000,LU15_32,52.65754498944573,54.96412532695338,0.7235965042163934,0.9263863266396196,48.272617171804896,47.3958586840924,47.27,6671.5475,69.375,NA,NA,NA,99.82042633201188
50,LU15_20,NA,50.86705202312138,NA,NA,0,NA,NA,0.44,NA,NA,NA,NA,100
100,LU15_20,NA,31.24467178175618,0,NA,128.5930408472012,128.5930408472012,NA,1.8325,0,NA,NA,NA,99.21152506995992
250,LU15_20,NA,23.66061788573799,30.28584392014519,NA,139.97509339975093,139.97509339975093,NA,7.8325,3.3375,NA,NA,NA,98.50991238040189
500,LU15_20,NA,67.6336558386162,21.51715171517152,NA,95.76577994648196,95.76577994648196,NA,41.775,10.7575,NA,NA,NA,99.0734578855933
750,LU15_20,NA,45.663163416178975,28.28804551238865,NA,95.96292915818296,95.96292915818296,NA,105.625,18.895,NA,NA,NA,99.07924193847197
1000,LU15_20,NA,44.3860204135066,25.06302280279592,NA,85.12995852724222,85.12995852724222,NA,210.495,21.8725,NA,NA,NA,99.29296621821152
1250,LU15_20,NA,49.33254733499635,44.19947747169638,NA,82.10646962466339,82.10646962466339,NA,346.5525,24.1075,NA,NA,NA,99.39533560461976
1500,LU15_20,NA,54.03233863827131,4.687519747235387,NA,77.67763675007313,77.67763675007313,NA,516.9675,27.8175,NA,NA,NA,99.40998275844218
1750,LU15_20,NA,58.29152163558306,4.472451402874323,NA,70.06588919318773,70.06588919318773,NA,731.14,30.98,NA,NA,NA,99.43823411465456
2000,LU15_20,NA,63.178741516826065,3.890045091918141,NA,64.81215034323172,64.81215034323172,NA,981.1075,33.645,NA,NA,NA,99.50013610635568
2250,LU15_20,NA,59.45193391099017,3.9361342405919895,NA,61.885362268596595,61.885362268596595,NA,1260.9475,38.1625,NA,NA,NA,99.55045236186685
2500,LU15_20,NA,56.78656317205541,2.1813575586299985,NA,59.63642649157792,59.63642649157792,NA,1575.8625,41.3725,NA,NA,NA,99.57378503608297
2750,LU15_20,0,59.44336277916882,2.1819304746779604,0.15549174790585185,58.67922367592998,58.52373192802413,0,1925.3225,43.2775,NA,NA,NA,99.58902945605752
3000,LU15_20,74.36295835922934,62.770453364765686,1.8673511028149157,0.4644472680169779,57.716844336877905,57.25239706886092,11.965,2293.5725,46.2175,NA,NA,NA,99.58478852980116
3250,LU15_20,84.70299727520437,57.58443755452147,3.219417895039134,0.7013113468714516,57.61889748137424,56.91758613450279,38.8575,2672.885,49.947500000000005,NA,NA,NA,99.59837984138788
3500,LU15_20,86.20784300271039,62.669330619000526,1.92053741783167,1.101823979401472,56.02171462758934,54.91989064818787,62.8175,3097.265,58.2725,NA,NA,NA,99.5980475691964
3750,LU15_20,44.26896386695381,58.897719536416155,1.809309495670603,1.2787853913185057,55.31340418098375,54.034618789665245,83.25,3552.6975,75.7075,NA,NA,NA,99.609566016736
4000,LU15_20,88.66883436791802,63.231392418383024,2.048033859786897,1.3257972921534464,55.68149856835757,54.35570127620412,112.4875,4021.3825,82.135,NA,NA,NA,99.6054991433444
4250,LU15_20,90.2797417768214,62.667157273111535,1.7161039103980975,1.2757583894981048,54.50631496000598,53.23055657050788,146.84,4532.665,95.94,NA,NA,NA,99.63204975673992
4500,LU15_20,91.55404978319407,62.35963127622257,1.2283423454833104,1.2519163587926312,53.65411922893262,52.40220287013999,181.055,5081.1175,103.4375,NA,NA,NA,99.6453087780168
4750,LU15_20,92.2881477635518,61.61712143561318,0.7999287400978173,1.2301254551728538,53.99017098038884,52.760045525215986,208.855,5643.5725,117.75,NA,NA,NA,99.64585054597184
5000,LU15_20,60.97134998222242,62.819377264067874,0.5067893258560451,1.7986784453488385,54.72576198082407,53.069603511335906,242.8575,6229.595,131.15499999999997,NA,NA,NA,99.655809646544
50,LU15_21,NA,41.964285714285715,0,NA,63.58381502890173,63.58381502890173,NA,0.3525,0,NA,NA,NA,99.91607416918838
100,LU15_21,NA,36.61763689159292,0,NA,110.35525321239606,110.35525321239606,NA,1.61,0,NA,NA,NA,98.80146764910604
250,LU15_21,NA,73.2010541080544,0,NA,49.78839930296241,49.78839930296241,NA,14.6175,0,NA,NA,NA,99.51414010910916
500,LU15_21,NA,34.479328402027235,12.59896729776248,NA,39.41196839487518,39.41196839487518,NA,60.44,2.745,NA,NA,NA,99.85408352674672
750,LU15_21,NA,66.44077761201757,19.83969465648855,NA,52.18514773620941,52.18514773620941,NA,131.8375,6.4975,NA,NA,NA,99.5951672672511
1000,LU15_21,NA,63.94600972693536,23.718660834924652,NA,51.3323783368816,51.3323783368816,NA,238.42,12.85,NA,NA,NA,99.62716107462224
1250,LU15_21,NA,82.43940876967842,15.756162520070308,NA,42.68051484385301,42.68051484385301,NA,393.25,16.0925,NA,NA,NA,99.66810592187028
1500,LU15_21,NA,87.35116530730717,9.34228144986239,NA,36.61420791991963,36.61420791991963,NA,587.6075,18.805,NA,NA,NA,99.71021029139216
1750,LU15_21,NA,65.25866205568363,4.014292487810842,NA,44.926120626892974,44.926120626892974,NA,791.865,22.1925,NA,NA,NA,99.64982872017202
2000,LU15_21,NA,63.811511281042634,2.8587372568894462,NA,48.04204075476491,48.04204075476491,NA,1036.95,25.3075,NA,NA,NA,99.63991624820216
2250,LU15_21,NA,67.18816125135943,2.4890068788974573,NA,47.80825248429424,47.80825248429424,NA,1324.69,27.305,NA,NA,NA,99.62804339233114
2500,LU15_21,NA,66.78381738435283,2.5312626743021376,NA,49.48985038661563,49.48985038661563,NA,1634.5025,30.76,NA,NA,NA,99.59544634455472
2750,LU15_21,NA,74.2077164064858,2.4655920225734813,NA,48.23168015598868,48.23168015598868,NA,1992.1675,33.9225,NA,NA,NA,99.6036093926962
3000,LU15_21,NA,71.79409771122664,2.2795332297252555,NA,46.9903070351253,46.9903070351253,NA,2385.98,38.7825,NA,NA,NA,99.60799902868656
3250,LU15_21,NA,62.95322196266512,2.6917308447331108,NA,46.63219452880219,46.63219452880219,NA,2799.525,53.0925,NA,NA,NA,99.60884876463332
3500,LU15_21,NA,62.4569165813508,2.905646669792006,NA,47.118047534630925,47.118047534630925,NA,3244.01,59.46,NA,NA,NA,99.62052088050268
3750,LU15_21,NA,66.10640050665606,2.7176348238541332,NA,47.52636223488662,47.52636223488662,NA,3723.265,63.505,NA,NA,NA,99.6339477019719
4000,LU15_21,NA,67.8562229272688,2.673779986748021,NA,46.97044458589674,46.97044458589674,NA,4251.92,68.66,NA,NA,NA,99.65452303441684
4250,LU15_21,NA,64.32639914331041,2.373538958629934,NA,46.85845090572931,46.85845090572931,NA,4808.1675000000005,71.945,NA,NA,NA,99.67263252158612
4500,LU15_21,42.469899028442136,62.870876410592615,2.0545666919741885,0.3007974667041551,48.01999871198996,47.7192012452858,7.9275,5356.535,84.515,NA,NA,NA,99.6657779579348
4750,LU15_21,80.96013697568277,56.50526752870923,1.503782995898869,0.5597138551031946,50.05068441584625,49.49097056074305,48.932500000000005,5871.78,108.3375,NA,NA,NA,99.66008006147416
5000,LU15_21,88.89484757229488,58.708622246372734,1.8612421776412111,0.6057018044760218,51.39748830985974,50.79178650538371,107.745,6421.85,124.44,NA,NA,NA,99.64834000557546
50,LU15_23,NA,49.41860465116279,NA,NA,0,NA,NA,0.425,NA,NA,NA,NA,100
100,LU15_23,NA,67.3354735152488,0,NA,33.23262839879154,33.23262839879154,NA,2.0975,0,NA,NA,NA,99.91289108171274
250,LU15_23,NA,47.62270706120721,23.70299857210852,NA,80.41827461720403,80.41827461720403,NA,9.7125,2.49,NA,NA,NA,98.95557836538032
500,LU15_23,NA,45.21523151184371,22.483221476510067,NA,76.04897856400893,76.04897856400893,NA,49.595,5.1925,NA,NA,NA,99.17589693863972
750,LU15_23,NA,76.50436174478935,16.227914846731988,NA,63.4180592613397,63.4180592613397,NA,121.7475,10.31,NA,NA,NA,99.33647287957456
1000,LU15_23,NA,77.88543409899124,28.253706754530477,NA,59.02604648954104,59.02604648954104,NA,225.095,18.865,NA,NA,NA,99.4051798480918
1250,LU15_23,NA,70.3232402501699,27.58461454881295,NA,54.63599667336051,54.63599667336051,NA,366.9125,25.3875,NA,NA,NA,99.48250742473388
1500,LU15_23,NA,56.92544555936687,13.644391525999144,NA,66.00099392717544,66.00099392717544,NA,520.1725,33.4275,NA,NA,NA,99.4706538686458
1750,LU15_23,NA,67.45046302817987,5.246671692560256,NA,62.872451782068424,62.872451782068424,NA,731.4,36.705,NA,NA,NA,99.49753015965986
2000,LU15_23,NA,61.58388755064235,3.4761776713031995,NA,62.75266282053572,62.75266282053572,NA,968.475,42.66,NA,NA,NA,99.49535401791046
2250,LU15_23,NA,58.30757657264856,2.554865806660051,NA,62.74744787516392,62.74744787516392,NA,1228.1525,55.355,NA,NA,NA,99.49870179487122
2500,LU15_23,NA,55.91119816714737,2.698030176026823,NA,64.36764079785983,64.36764079785983,NA,1514.6775,66.95,NA,NA,NA,99.488513685962
2750,LU15_23,NA,58.583774878348095,2.4368260871001968,NA,63.63987830091947,63.63987830091947,NA,1847.5625,73.7425,NA,NA,NA,99.4955804992061
3000,LU15_23,NA,59.926095493811104,2.561846781855931,NA,63.73025977718248,63.73025977718248,NA,2197.6825,87.36,NA,NA,NA,99.51883701662403
3250,LU15_23,NA,58.064555280515194,2.264073072585997,NA,63.14202214590776,63.14202214590776,NA,2596.9675,92.71,NA,NA,NA,99.5326307398255
3500,LU15_23,NA,50.2240245505466,1.3692837616220968,NA,62.3636949986406,62.3636949986406,NA,3029.8275,100.465,NA,NA,NA,99.53747777008316
3750,LU15_23,NA,60.059384568828534,1.5212477134650382,NA,62.20886058775112,62.20886058775112,NA,3484.4275,113.11,NA,NA,NA,99.53087033937766
4000,LU15_23,NA,56.86241248663754,1.6972185656568142,NA,62.39263703080177,62.39263703080177,NA,3963.1275,133.615,NA,NA,NA,99.52682072586433
4250,LU15_23,58.403090792015455,58.73961522952191,1.4256045414937415,0.1813641311931779,61.67436950652669,61.49300537533351,4.535,4492.9,140.585,NA,NA,NA,99.5233266002221
4500,LU15_23,80.59777470729402,59.52181942362837,1.3211728659696491,0.3337938379301326,60.76697184586422,60.43317800793408,27.7075,5041.5925,149.79000000000002,NA,NA,NA,99.52525127960396
4750,LU15_23,43.62917580825433,57.63304954547666,1.2866406313310823,0.49981072048173575,61.1778191192757,60.67800839879396,52.6975,5608.08,154.8625,NA,NA,NA,99.52070550337366
5000,LU15_23,44.49155666251556,60.11483850756372,1.2925532498920969,0.7425133089307109,60.81928422226026,60.108583822880995,77.67,6215.35,160.1425,NA,NA,NA,99.52102662827356
50,LU15_41,NA,10.596026490066226,10.824742268041238,NA,139.1304347826087,139.1304347826087,NA,0.04,0.0525,NA,NA,NA,97.08922349367597
100,LU15_41,NA,40.882917466410746,43.05381727158949,NA,74.24242424242425,74.24242424242425,NA,0.5325,0.86,NA,NA,NA,98.32523343690741
250,LU15_41,NA,65.24390492433905,55.716586151368766,NA,51.556662515566615,51.556662515566615,NA,9.305,3.46,NA,NA,NA,99.21697240154896
500,LU15_41,NA,51.74157421089604,13.390092879256963,NA,52.74420946626385,52.74420946626385,NA,52.5475,6.055,NA,NA,NA,99.63250470014135
750,LU15_41,NA,68.74097186115786,8.471601786853862,NA,55.35894843276037,55.35894843276037,NA,127.67,7.965,NA,NA,NA,99.64806556212072
1000,LU15_41,NA,64.01973740044234,16.809835290409016,NA,55.278092177643394,55.278092177643394,NA,231.3725,15.9975,NA,NA,NA,99.61867522757038
1250,LU15_41,NA,51.90675715787134,13.845942159511656,NA,54.48966653987574,54.48966653987574,NA,366.0275,27.6725,NA,NA,NA,99.58324073946912
1500,LU15_41,NA,55.99092910917141,25.716177598104135,NA,59.88813268999644,59.88813268999644,NA,523.955,36.895,NA,NA,NA,99.48106273424938
1750,LU15_41,NA,58.63691357560323,25.31014059707067,NA,57.35753241874263,57.35753241874263,NA,726.34,47.435,NA,NA,NA,99.48330247116436
2000,LU15_41,NA,60.34880082288772,5.690759924368261,NA,55.58179689205549,55.58179689205549,NA,958.4875,61.925,NA,NA,NA,99.47008584219108
2250,LU15_41,NA,52.42047638153389,4.404362719131192,NA,64.58940221781941,64.58940221781941,NA,1192.4925,72.2575,NA,NA,NA,99.42437828475438
2500,LU15_41,NA,54.91821739861798,3.9686744808157033,NA,67.76511617857514,67.76511617857514,NA,1459.66,84.4525,NA,NA,NA,99.41742331530804
2750,LU15_41,NA,54.84314957089477,3.50833884916286,NA,70.3439450562035,70.3439450562035,NA,1763.525,96.9975,NA,NA,NA,99.41606909108052
3000,LU15_41,NA,56.979936742045766,1.8157236282660696,NA,70.03038311331109,70.03038311331109,NA,2109.925,111.3,NA,NA,NA,99.42261865191146
3250,LU15_41,NA,56.63013393907104,1.3720684957183182,NA,69.45218869432323,69.45218869432323,NA,2494.72,122.6125,NA,NA,NA,99.4282441026921
3500,LU15_41,NA,57.04580099691601,1.5233375080047655,NA,68.37818703777367,68.37818703777367,NA,2927.25,127.0425,NA,NA,NA,99.44807770918617
3750,LU15_41,NA,55.95328032998652,1.3644044254519865,NA,69.2267771394587,69.2267771394587,NA,3370.4475,133.11249999999998,NA,NA,NA,99.47164842022488
4000,LU15_41,NA,59.506658583894776,1.337625460969288,NA,67.7708036937523,67.7708036937523,NA,3871.0025,139.29999999999998,NA,NA,NA,99.46588925676654
4250,LU15_41,NA,59.22370556743712,1.2879913065999382,NA,65.61860035956845,65.61860035956845,NA,4421.0975,145.88,NA,NA,NA,99.47693145449958
4500,LU15_41,NA,59.32028181247981,1.408725663005795,NA,64.53910791127335,64.53910791127335,NA,4989.0475,156.4375,NA,NA,NA,99.49184916395022
4750,LU15_41,27.262313860252004,60.37436826565552,1.8568366449060665,0.11067635589991331,63.920177674323185,63.85884746436591,0.595,5581.6475,164.39,NA,NA,NA,99.50218921630976
5000,LU15_41,81.24531132783196,59.34942619767599,1.3010664970788317,0.23159687636894272,63.04906831567036,62.8620093001416,21.66,6205.385,171.84,NA,NA,NA,99.50499919865544
50,LU15_25,NA,6.024477261437023,0,NA,244.18604651162792,244.18604651162792,NA,0.05,0,NA,NA,NA,97.12511094530115
100,LU15_25,NA,40.33258121915873,0,NA,124.24242424242424,124.24242424242424,NA,1.2525,0,NA,NA,NA,98.70121946635918
250,LU15_25,NA,72.30491027959381,20.162481536189063,NA,60.55320209319711,60.55320209319711,NA,12.995,0.6825,NA,NA,NA,99.93609569990008
500,LU15_25,NA,71.27486341731675,14.878440827807916,NA,45.12981904012589,45.12981904012589,NA,56.7325,3.7025,NA,NA,NA,99.769437696089
750,LU15_25,NA,48.33704934933919,14.49930895841186,NA,41.22842739387472,41.22842739387472,NA,137.8525,5.77,NA,NA,NA,99.74479261618526
1000,LU15_25,NA,56.209123338409995,11.621524877699558,NA,45.924788462603985,45.924788462603985,NA,246.8625,9.74,NA,NA,NA,99.71899590210133
1250,LU15_25,NA,72.45745466341661,18.279233476730543,NA,43.195536393608926,43.195536393608926,NA,396.61,11.685,NA,NA,NA,99.67554666550376
1500,LU15_25,NA,62.81533841071087,16.629026506596933,NA,45.0917909816418,45.0917909816418,NA,576.57,13.99,NA,NA,NA,99.61802008748776
1750,LU15_25,NA,66.62821370322388,8.373674504379899,NA,45.50130466440197,45.50130466440197,NA,789.65,18.1625,NA,NA,NA,99.63199373662675
2000,LU15_25,NA,73.1697654701566,10.569677830015197,NA,46.18141906442335,46.18141906442335,NA,1036.42,20.9025,NA,NA,NA,99.61705545943038
2250,LU15_25,NA,82.29188215603823,5.8620610407597065,NA,43.67319150004236,43.67319150004236,NA,1330.2,23.0875,NA,NA,NA,99.65419349869644
2500,LU15_25,NA,66.7930033138255,3.457606465428415,NA,42.560276566809435,42.560276566809435,NA,1653.375,28.9425,NA,NA,NA,99.67311774213952
2750,LU15_25,NA,72.3047409470387,4.309781044811259,NA,42.99222525740702,42.99222525740702,NA,2002.605,32.95,NA,NA,NA,99.66811959600275
3000,LU15_25,NA,71.0384075106945,3.5898230358195,NA,41.88479826230536,41.88479826230536,NA,2400.665,35.3375,NA,NA,NA,99.6947847639759
3250,LU15_25,NA,68.96449314409638,5.727452136360455,NA,43.04797221235635,43.04797221235635,NA,2812.1175,41.4475,NA,NA,NA,99.68279468736806
3500,LU15_25,NA,66.56177330102791,3.3127316472379893,NA,44.96824553240889,44.96824553240889,NA,3245.3475,49.0725,NA,NA,NA,99.69615992403956
3750,LU15_25,NA,66.74493919973402,3.0602940985073652,NA,45.76922946461986,45.76922946461986,NA,3712.345,61.2725,NA,NA,NA,99.68707052598734
4000,LU15_25,NA,59.91263276066575,3.649636431294374,NA,47.70283868563265,47.70283868563265,NA,4197.575,72.7,NA,NA,NA,99.6930390272899
