buffer,site,landscape_cohesion,landscape_contag,landscape_mesh,landscape_np,landscape_shei,landscape_siei
500,LU3_21,98.49568958538923,51.28645620764911,8.769749577558258,55,0.815821916469938,0.8784317241316685
750,LU3_21,98.63530381657397,49.61675864297749,11.043770493074536,125,0.8490013723327193,0.9114603772301713
1000,LU3_21,98.86692672906601,54.44384480208699,14.395431476792151,221,0.7603868010110185,0.862152925941565
1250,LU3_21,98.98612231286823,54.944705962196984,18.542524218336617,337,0.7503850826784968,0.849753645669163
1500,LU3_21,99.0730559114404,54.868457494731985,24.878977744320835,461,0.753265290859299,0.8533496680422141
1750,LU3_21,99.16479064902698,55.879363916223866,31.257708252015377,586,0.7366858190214706,0.8383425746699631
2000,LU3_21,99.26993628518728,59.18115166955331,39.60549239455527,714,0.6830748771393294,0.808792911976066
2250,LU3_21,99.34863668815024,59.492391519337716,50.8204040868718,814,0.6810859744353626,0.8046759331471967
2500,LU3_21,99.44917216213501,59.16493005359782,70.45628558031616,998,0.6862063425379409,0.8076565890804775
2750,LU3_21,99.49412048036349,58.684892857337715,85.27444061189121,1226,0.6931224129289744,0.8142661594501964
3000,LU3_21,99.52220566765246,58.48821017187114,100.22167094908393,1517,0.6949599403002948,0.8154124755101801
3250,LU3_21,99.57388379646136,58.54244351781804,117.96388814226675,1761,0.6932393379769046,0.8129592304216026
3500,LU3_21,99.61598200006719,58.427625932663595,137.1263552711593,2005,0.696519533201871,0.8116942927953094
3750,LU3_21,99.63775028669336,60.724259445775154,151.66707280781733,2357,0.6560852046759211,0.7957134951898959
4000,LU3_21,99.65055300622764,60.726817551658364,162.5080491346008,2592,0.6559104531124083,0.7951635259527369
4250,LU3_21,99.67324081165815,60.8004059576128,185.37703495236767,2934,0.6536239957325394,0.792960415461209
4500,LU3_21,99.70134317651656,60.84092652891708,225.63791523719226,3249,0.6531921406853041,0.7942029246882607
4750,LU3_21,99.71881885819445,61.01494982460392,268.0431940214728,3614,0.6499128104995869,0.7920735109962614
5000,LU3_21,99.73203418320351,61.28810169610364,308.40618957042767,4026,0.6445541287913141,0.7873540845945208
50,LU3_25,94.71888787233553,54.43461510480346,0.35567966260611583,4,0.5270166466159191,0.41992293131422387
100,LU3_25,97.49987841120034,69.52400427880632,1.2344553321944467,6,0.4113575773793588,0.412729104744847
250,LU3_25,98.44412721983156,64.32591439516902,4.371033772564614,13,0.5787734517549258,0.6501023896358762
500,LU3_25,98.39448072572084,53.618090268628094,10.790663117726847,69,0.7465518844805988,0.7891869961434747
750,LU3_25,98.85471462374875,54.917300327664144,19.315454946662765,134,0.7346168571573233,0.8061609540727207
1000,LU3_25,99.05491058937469,55.689744492349845,28.583445444552435,230,0.7243108873669705,0.8159092390814484
1250,LU3_25,99.0853394472188,55.8443253805914,32.17682236438538,325,0.7175460041772389,0.8207824817938743
1500,LU3_25,99.2482442805731,63.702352143880624,43.852972822304245,426,0.5924734371024565,0.766923814867705
1750,LU3_25,99.35837948794777,63.95563608395089,52.70524625778597,565,0.5953191195970481,0.7569758650287177
2000,LU3_25,99.41182763789475,62.42868800477631,63.897417677600615,703,0.6250811637757772,0.7701798319163737
2250,LU3_25,99.46464426238822,60.86505461289442,80.52833625509645,871,0.6526380164331397,0.789041309515624
2500,LU3_25,99.50027435388125,59.30088599703096,95.92970234904968,1104,0.6822380395863067,0.8115457679530408
2750,LU3_25,99.5533116782949,58.7613576133849,121.07488794097719,1266,0.6946316678653107,0.8218306876077844
3000,LU3_25,99.60402740238197,58.72494542460751,149.8214662143206,1512,0.6945480761691036,0.8212571012892244
3250,LU3_25,99.63034088205237,58.97646305512669,173.5623330694229,1730,0.689936008935502,0.8176489344787289
3500,LU3_25,99.65459742350752,58.738817391595255,199.17742058974994,1952,0.6944836775587121,0.8228030039979436
3750,LU3_25,99.68271391938562,58.57677960787986,242.59878188922033,2283,0.6959297583957652,0.8259996437747886
4000,LU3_25,99.71410162570925,58.533691194303195,303.2502726225062,2674,0.6950531571356504,0.8270854641841272
4250,LU3_25,99.73029422085821,60.61785328319753,351.27132287232786,3067,0.6599554253263257,0.8172311553200785
4500,LU3_25,99.73858289830966,60.368436962508035,386.55981231017756,3517,0.6639912785195795,0.8214324048768401
4750,LU3_25,99.74504278548278,59.974008897813114,422.35605423832357,3986,0.6707339421037882,0.8250851459389874
5000,LU3_25,99.75142121859852,59.814717247364115,448.66177112597614,4384,0.6731289844667493,0.8255502528126998
50,LU3_32,96.54390160490836,46.422042800955374,0.5349005682076746,3,0.7862557466096289,0.7186389413988659
100,LU3_32,96.87840830554137,44.479994780073326,1.1369711229402788,8,0.8583483930069571,0.8518501378883627
250,LU3_32,98.62841725897911,51.420087290679284,5.498036942645403,9,0.8442688518417919,0.8159349034045712
500,LU3_32,99.11073908747292,66.89502601724257,18.600521734243635,24,0.5728290440989131,0.6713873237022301
750,LU3_32,99.18005611631948,64.41621906347011,33.21230010146986,64,0.6081488286022215,0.6691270897473844
1000,LU3_32,99.26016897004939,64.57998589083572,35.768593610309985,101,0.607372808337588,0.6619925472787652
1250,LU3_32,99.30256545925425,65.6957543881804,42.62669944439502,139,0.590817190937789,0.6210414948538137
1500,LU3_32,99.35598192693462,65.03065710048776,53.63288817952397,176,0.6078894088333228,0.63070070725458
1750,LU3_32,99.39347452695432,68.97862765975579,66.27748439344009,216,0.5396338944620893,0.5960366536677721
2000,LU3_32,99.4037495798162,68.6138206219875,70.82821929252971,270,0.5462366345548256,0.596493387532869
2250,LU3_32,99.40785595699832,70.1067278941201,69.86954316159321,348,0.520936078671271,0.5946454836293059
2500,LU3_32,99.4316585588951,69.815071930778,69.70916842358436,453,0.5234163016123373,0.5965028429997857
2750,LU3_32,99.47604173314708,70.09413543625675,74.03925914302988,561,0.5161335827904283,0.5953039377086141
3000,LU3_32,99.50673698104579,69.6569029490677,77.80625438961565,729,0.5206669090210639,0.6103373959192365
3250,LU3_32,99.53270529612828,69.49675277464993,83.6546997800209,943,0.5198864923080874,0.6186948705064695
3500,LU3_32,99.56033674884095,68.72289912318375,90.6808393424679,1191,0.5301603075067285,0.6353852735957585
3750,LU3_32,99.59060646321777,67.70168186783533,98.41246427866706,1421,0.5465660906201028,0.6589122153193546
4000,LU3_32,99.61529971941461,68.68419127545297,107.03617838146394,1649,0.530336464913076,0.6646964983077096
4250,LU3_32,99.62719764081908,67.3962645822459,112.9528291459552,1919,0.5528709025513352,0.6854586263316526
4500,LU3_32,99.64307918180891,66.3074984036862,119.20910916779138,2256,0.5716764386264218,0.6982088491248027
4750,LU3_32,99.65390929447337,65.24873208510967,126.48886345012676,2616,0.5911572862499253,0.7094162736025493
5000,LU3_32,99.66754378409149,64.22202309028154,136.50179781855704,2975,0.6106784397586182,0.7225995139290912
50,LU3_45,96.59433932130896,49.831990594345,0.44284249182459934,3,0.7618680845388314,0.7320575361689331
100,LU3_45,97.70773513172384,48.6567205410384,1.5296365622728625,6,0.8216859053400595,0.7962792699724516
250,LU3_45,98.05512798762908,38.42075278414446,5.1606665967858305,22,0.961326035331042,0.9561366221380315
500,LU3_45,98.70910855327786,49.497924341546316,13.600924824964077,70,0.8036870385765624,0.886433679126096
750,LU3_45,98.89218619481535,58.06564884715088,17.006406601527786,172,0.6679495596816191,0.8037554213655157
1000,LU3_45,99.09335291549107,58.077876370171325,24.688575014159213,255,0.6722675468189315,0.7820197417330542
1250,LU3_45,99.25318331436213,56.914294407013124,36.17605166975907,386,0.6918100951454202,0.7779133026025448
1500,LU3_45,99.34761345174884,57.264971772119,44.43461815609157,531,0.6859676463227458,0.7565300674264595
1750,LU3_45,99.40444105970494,57.0864591891834,51.290662023120106,685,0.68863125015452,0.7525901492573458
2000,LU3_45,99.45584395836133,60.1863555114073,60.276011732842846,863,0.6416099190491373,0.7286611239285752
2250,LU3_45,99.49116475036776,62.20823265644307,69.81371058382359,1111,0.6085955762328618,0.7202798781543748
2500,LU3_45,99.54072231218206,61.81286351317408,82.39254586905675,1391,0.6160837718571981,0.7294793411379172
2750,LU3_45,99.56317805835556,60.71586242257319,91.58949758744018,1706,0.6362051789527312,0.7570050141729743
3000,LU3_45,99.59538593425276,59.80806196010122,102.19446244904164,1997,0.6543536799264262,0.7805649865483362
3250,LU3_45,99.62186263620725,59.37112340518994,116.31314324464896,2261,0.6646975921878824,0.794863421247787
3500,LU3_45,99.62982996539452,59.502867698413716,122.22464801347849,2512,0.663438541304072,0.7944696480112813
3750,LU3_45,99.63640402610476,59.575745932259515,127.50400896312728,2795,0.6630755512910174,0.7910029304967079
4000,LU3_45,99.64219865652278,59.63235141559724,133.03851470791793,3062,0.663679858721601,0.7886452113892111
4250,LU3_45,99.64592803500767,59.86434749899993,138.96914227523595,3342,0.6603831135375867,0.7871127198833658
4500,LU3_45,99.66799201753494,62.300759712640726,149.71924497018483,3587,0.6212742200079694,0.7713416297721998
4750,LU3_45,99.67388522239722,62.48307332903623,157.17414966235606,3833,0.6191755203409792,0.7698209370777025
5000,LU3_45,99.67422713013356,62.62377336003729,163.11057709142761,4113,0.6178254912872438,0.768287915509277
50,LU3_48,100,NA,0.8699914954416113,1,0,NA
100,LU3_48,98.6909743497791,35.302443722165556,1.663501070864717,3,0.9943851456712324,0.9922262623876377
250,LU3_48,99.5001611836368,62.81511653995653,14.90813590558056,3,0.6094661124508943,0.5095813754996521
500,LU3_48,99.14908057165613,81.1437001111631,36.71824124841778,18,0.29644893868023736,0.28132665925938305
750,LU3_48,99.30096537722142,84.76877224034043,55.21968144467074,29,0.2327719400981515,0.23629883311760067
1000,LU3_48,99.27753389313222,83.634222514582,75.39530512700415,51,0.2467561474316233,0.24886293034030907
1250,LU3_48,99.2416561400518,80.56883499596695,80.7368655562788,112,0.3001306096157923,0.30414234970377896
1500,LU3_48,99.3168985061139,73.87717600491574,82.57296812689555,206,0.4197231581952429,0.4119328551472952
1750,LU3_48,99.35586640991235,70.36026703647885,82.65309401785402,295,0.4836680814855244,0.48514012758226244
2000,LU3_48,99.42023263446346,71.86362712433292,111.02365213243303,391,0.46035633324854014,0.4942529589089472
2250,LU3_48,99.44015168256362,72.20306334835722,119.20637274233789,477,0.4599814348692887,0.5307584741971791
2500,LU3_48,99.46119198072442,71.37885355257156,127.45437302785795,582,0.4762244337089163,0.5611519148214607
2750,LU3_48,99.46874970132347,71.63212147036229,134.5651909661128,708,0.4710900259499211,0.5624479200754411
3000,LU3_48,99.48105227632284,71.04212700605305,141.8117340071488,878,0.4809592741375775,0.5773256390685351
3250,LU3_48,99.5033211167961,70.32797517997787,154.51699326021853,1094,0.4935748255420025,0.5994649899608786
3500,LU3_48,99.52116045016498,71.56322333224693,158.99681812694337,1334,0.47254952690754387,0.6042405777994053
3750,LU3_48,99.54902074843484,71.41864274631018,165.25061694173127,1511,0.4743102204283881,0.6116777368955479
4000,LU3_48,99.55898825825709,71.32130608838114,166.9521101391936,1759,0.4754454171939178,0.6135924553261972
4250,LU3_48,99.58560390349321,71.04897791381623,166.40720166793443,2034,0.47944159756966503,0.6159057351374684
4500,LU3_48,99.60148323904218,71.1766627091517,164.6715469985313,2275,0.47725401959112995,0.608824815578511
4750,LU3_48,99.61454887633452,71.40316049717339,162.41472657561795,2456,0.4735574125705977,0.6009125001239808
5000,LU3_48,99.6238497165665,71.15186149151538,161.71152313536783,2658,0.4789210987544126,0.6053643061627724
50,LU3_49,98.21238909658103,63.17349298428264,0.6607493548311889,2,0.5675552515731831,0.4633585722011899
100,LU3_49,99.1026913333374,60.70307743830502,2.4197044429881394,2,0.6345985780791675,0.5379286424913974
250,LU3_49,97.83544197922112,58.15767279860966,6.4797412868057345,19,0.6735454102570565,0.6604169985686611
500,LU3_49,98.37143245147229,54.26015860577598,10.10301339026562,62,0.7752290590888096,0.8257789806888197
750,LU3_49,98.88253033806875,59.299964054906006,20.117517158530994,81,0.7026558874722642,0.7211477549782279
1000,LU3_49,99.08225337265606,63.08565900938339,34.930082873277215,117,0.6423285510548181,0.6553092277417386
1250,LU3_49,99.2222601765416,67.68409687947508,53.60983504968678,144,0.562521857713047,0.6038503930486404
1500,LU3_49,99.30338194012019,69.85104772842183,81.44611657523348,178,0.5195620526441426,0.551399218155563
1750,LU3_49,99.40201678674109,71.15106611673653,111.62703090049186,209,0.4942502867274734,0.5256435914534743
2000,LU3_49,99.41318080485388,71.94547648016571,127.6887135878565,302,0.47762810416490514,0.5117939872389816
2250,LU3_49,99.41950986514266,72.6388392178165,144.2445815176344,378,0.46300299384296445,0.5011421706451699
2500,LU3_49,99.43071068679468,72.27864648237406,156.51666945766806,469,0.4679835660609402,0.5197974353812359
2750,LU3_49,99.47914534875451,71.60252554304361,160.1365135398564,592,0.47892630594781777,0.5437288472187944
3000,LU3_49,99.52749403564817,70.98988665204128,186.60742207774928,696,0.48943107378679634,0.5656476613806739
3250,LU3_49,99.53920950291959,72.56393594297732,197.9774983437393,844,0.46200926106239737,0.5668242297366313
3500,LU3_49,99.56970666035807,72.08334587522471,198.99351833317127,989,0.4702539518625622,0.5774513724278917
3750,LU3_49,99.57765241473872,71.30474261631485,196.76821469066957,1171,0.4843231114605451,0.5930693725897156
4000,LU3_49,99.59728545791373,70.73354050637528,194.10122474733214,1387,0.49334163204024245,0.6025388617897395
4250,LU3_49,99.60506637059042,70.24757267913316,191.60501259254264,1657,0.5010215547125995,0.6107925359384153
4500,LU3_49,99.61614695034643,69.43495349873622,187.61105766929634,1928,0.5151419684187677,0.6246173325655409
4750,LU3_49,99.61958298159452,68.92642079545229,183.97363909941478,2186,0.5240952481146856,0.6356727167275756
5000,LU3_49,99.6215128229638,71.5566571300568,178.9139887679449,2423,0.48029745305777305,0.6258823594471047
50,LU3_50,97.69790699898549,39.241701597729914,0.4709149368244525,2,0.9395876193289701,0.9174263442991148
100,LU3_50,98.89666758852671,43.79694755306674,1.8057039008139355,2,0.9351068977231871,0.9113962005282441
250,LU3_50,98.34737878888063,59.77535303773471,7.105900890409246,16,0.6845687652921529,0.736258504634212
500,LU3_50,98.70625256836331,64.70062434496002,18.41354219364575,37,0.6039206277312558,0.6582498635519379
750,LU3_50,99.14751065907721,65.12239008630905,45.09864797219417,51,0.6113985291819587,0.6579705174418973
1000,LU3_50,99.3329396797339,67.08285636422107,82.87729037091782,86,0.5765528030531626,0.6441197693141634
1250,LU3_50,99.36925127030571,66.00898133138445,116.06412718936728,127,0.5932582648426098,0.637121724279997
1500,LU3_50,99.42420683930966,65.74615204381614,148.7205567614316,174,0.5932088714901764,0.6275996586177646
1750,LU3_50,99.4342557770493,68.95546113377539,166.24186823987415,229,0.534869636355113,0.5907237076517324
2000,LU3_50,99.4654850158995,68.78341488502234,173.6930437720931,277,0.5376769158918392,0.5909256766762391
2250,LU3_50,99.46370031896429,70.71276485139038,164.8411464524357,345,0.5031613191850797,0.5767707378167994
2500,LU3_50,99.5107220904773,70.3266562111758,156.8313249897796,416,0.5118931361725296,0.5802823395873554
2750,LU3_50,99.53374061978882,70.40967933349532,187.09526245829653,523,0.5088358069007951,0.5812907048728592
3000,LU3_50,99.54326111664598,71.2171880424911,190.27974468421914,646,0.49564242552035387,0.5922106945774461
3250,LU3_50,99.53936843844073,69.94114454754293,192.60092939279275,833,0.5179972376579042,0.6067276451129334
3500,LU3_50,99.58878276180386,68.78651868714223,200.59264241423125,1005,0.538058759292274,0.6298321597341164
3750,LU3_50,99.61520845874881,68.01446949618337,205.13611608662066,1212,0.5516240984666567,0.6522795499459936
4000,LU3_50,99.63647944239794,67.89160735336169,211.7829995902196,1447,0.5522575367749266,0.6621415584860323
4250,LU3_50,99.65021938334291,67.84981181449552,216.43528458461353,1673,0.5519968270819349,0.6701787071473392
4500,LU3_50,99.67196340766549,67.65583511297746,224.40786555199708,2017,0.5536742220621949,0.6798712089582838
4750,LU3_50,99.68202496420446,67.71890791317313,227.5583556999368,2359,0.5503548854762181,0.6798214309936481
5000,LU3_50,99.69047677609296,67.87104906043156,230.80464694625795,2701,0.545295280456537,0.6763704703254699
50,LU3_7,100,NA,0.8624915687567698,1,0,NA
100,LU3_7,98.61299083805987,52.11495824124681,2.0773737124288174,4,0.80122870909880906,0.7373534490020579
250,LU3_7,98.49942730269386,56.97950840733679,5.2251644711495295,27,0.6325546923645645,0.739693057120799
500,LU3_7,98.95747547279662,56.48667969745903,14.457317440686467,61,0.6847490459836164,0.7576107261771755
750,LU3_7,99.23434438652293,63.60519274648675,26.650290695496672,101,0.580023467527641,0.6820780358251091
1000,LU3_7,99.40456704704516,65.85282923225321,55.064332425535675,200,0.542205751468873,0.6730364689432433
1250,LU3_7,99.50353632958875,67.62999225538292,78.20782099806206,293,0.5144005471118878,0.6667761544755949
1500,LU3_7,99.57088500865405,67.37576411010066,111.02109705211647,389,0.525910339965837,0.6805731027416233
1750,LU3_7,99.5611087960455,67.38404119050736,120.48091817273189,555,0.5308422570691096,0.6938223571193015
2000,LU3_7,99.55153630757123,66.1352583220161,116.39697016400414,704,0.555501989958925,0.7017889131207117
2250,LU3_7,99.56860393897229,67.04304386923856,121.91801708297548,829,0.5457968524357482,0.6947271083467789
2500,LU3_7,99.60323754574223,67.07586730189018,133.2397403488999,1021,0.5457433549862114,0.6920782781800753
2750,LU3_7,99.60640664876908,67.07558243435471,141.25297330603735,1279,0.5437757613748244,0.6891139302990129
3000,LU3_7,99.61266750846472,67.37340684212889,144.46184803894604,1671,0.5340664645589517,0.6778556763340609
3250,LU3_7,99.65757635697022,67.64347294823175,164.535890914671,2120,0.524872994600979,0.6687545597471575
3500,LU3_7,99.67345753164543,67.40685700744268,176.63885294851528,2563,0.5264663046961126,0.6711351031507925
3750,LU3_7,99.69072715367133,67.0446493527877,191.85913030308245,3041,0.5322873076912586,0.6787595880876586
4000,LU3_7,99.723714787993,66.58873068061908,221.22527992952809,3555,0.5397400607697876,0.6877921426453336
4250,LU3_7,99.7334116635893,65.8775881320763,238.95827277624213,4111,0.5519659480504964,0.6991634578411561
4500,LU3_7,99.74240551537062,65.483227456464,258.8654060372993,4771,0.5576869477422982,0.7048573527254076
4750,LU3_7,99.75023418768498,65.21555317105958,276.1951371666434,5483,0.5609075939892015,0.7103050863813767
5000,LU3_7,99.75825540592282,64.89815909221277,294.3194973224613,6069,0.5661682116698638,0.7170255252162813
50,LU3_46,94.67001300319113,66.23330497913227,0.3760905264444034,4,0.4514742928332642,0.3890107120352867
100,LU3_46,95.32021668847719,56.0098574696515,0.8798612102855591,8,0.6541737746571824,0.6011090067639728
250,LU3_46,97.28341476313348,57.63659456876208,3.346477619066668,13,0.6385489700865652,0.5893334709870148
500,LU3_46,98.46036870385242,54.11721983310935,6.688631499488788,28,0.725656327972905,0.7113483608827176
750,LU3_46,98.98774014638383,52.52327730137847,23.242298144780456,49,0.7770477865386426,0.7551920866059486
1000,LU3_46,99.10111535773754,59.68578805474779,37.03511065158042,92,0.6684196617192,0.7234378847301207
1250,LU3_46,99.14061334717633,58.638444818491344,45.86390445080995,162,0.6978721471624155,0.771818391100781
1500,LU3_46,99.1280331025726,56.64365511950476,45.98821207311939,231,0.739261055920126,0.8100938465847534
1750,LU3_46,99.16119197029428,58.86572257890544,48.05360817571348,383,0.6989628814719063,0.8089329704302765
2000,LU3_46,99.3154720081492,61.01186564812422,51.59512383968095,502,0.6609152149894653,0.7984081318931745
2250,LU3_46,99.35386565479678,60.37146724884408,53.690737366254936,684,0.6705762855349703,0.8065432115368805
2500,LU3_46,99.43332997467147,60.15342809739177,71.51036167133071,862,0.6724874248659728,0.8089013384553325
2750,LU3_46,99.49399519237201,60.42629007726767,94.37644757300696,1050,0.6670393793650732,0.8016984497700974
3000,LU3_46,99.5588361808984,60.19809894733778,114.78400898095641,1358,0.6685681893983919,0.8044026563050649
3250,LU3_46,99.58872694574804,59.97832990372826,132.76976054562022,1674,0.6704755793332111,0.8057483432856599
3500,LU3_46,99.61863760734097,60.25251304829262,151.48460563872356,1927,0.6651919726818194,0.7999971103288763
3750,LU3_46,99.63356485450348,60.25322617852623,163.7086850640332,2214,0.6652747453159159,0.7969477119292375
4000,LU3_46,99.64267433329606,60.39397805720943,170.85858452880072,2512,0.6631140258976992,0.7902883372037018
4250,LU3_46,99.65675420840365,60.54737214162094,183.23935312841056,2885,0.6602058383031573,0.783584937301083
4500,LU3_46,99.66356577522649,60.494943261633495,191.50250565731918,3278,0.6610660772851352,0.7830460040445183
