Site,BUFF_DIST,LC_class20,LC_class33,LC_class34,LC_class50,LC_class110,LC_class120,LC_class210,LC_class220,LC_class230
CAM88,1500,0.001267855,0,0.029684664,0.109737001,0,0,0.675709529,0.159095329,0.024505622
CAM89,1500,0.013942469,0,0.019222665,0.008182383,0.058562952,0,0.3696344,0.45404644,0.076408691
CAM90,1500,0,0,0.037169598,0.829622857,0.027179997,0,0.012839675,0.075697169,0.017490706
CAM91,1500,0,0,0.038275859,0.066563559,0,0,0.110012201,0.73478717,0.050361212
CAM92,1500,0,0,0.016083142,0.669589245,0.022180162,0,0.089963132,0.154174934,0.048009386
CAM93,1500,0,0,0.01107763,0.747271579,0,0,0.131578262,0.110072529,0
CAM94,1500,0,0,0.026543175,0.453477917,0,0,0.179786846,0.314656789,0.025535274
CAM95,1500,0,0,0.071831746,0.433145935,0,0,0.309126487,0.181390414,0.004505418
CAM96,1500,0.00791606,0,0.057835428,0.031597803,0.039415665,0,0.574559173,0.253334018,0.035341852
CAM97,1500,0.063737254,0,0.041832902,0.109332878,0.097227963,0,0.364307156,0.26483533,0.058726514
CAM98,1500,0.127692541,0,0.045813099,0.081032741,0.009370116,0,0.062062432,0.631764487,0.042264579
CAM99,1500,0.124848752,0,0.046533348,0.338427371,0.0328939,0,0.152686569,0.270652878,0.033957181
CAM100,1500,0.021403011,0,0.013965374,0.156907033,0.08787515,0,0.324086426,0.389708978,0.006054029
CAM26 B,1500,0.296693488,0,0.043592502,0.016104506,0.056134092,0,0.209747272,0.365221479,0.012506662
CAM85,1500,0,0,0.043258988,0,0.052807208,0,0.038323538,0.827760048,0.037850215
CAM56,1750,0,0,0.034022143,0.112569179,0.002295775,0,0.758714286,0.063449623,0.028948998
CAM57,1750,0.00748276,0,0.023816145,0.215447303,0.002295775,0,0.441656278,0.26554689,0.043754855
CAM58,1750,0.008632129,0,0,0.179939487,0,0,0.618685419,0.182029191,0.010713773
CAM59,1750,0.011573046,0,0.02136993,0.263853754,0,0,0.38327703,0.319926243,0
CAM60,1750,0.011573046,0,0.017155108,0.294629587,0,0,0.337484069,0.33210692,0.007051272
CAM61,1750,0.008070556,0,0,0.165449639,0,0,0.614767492,0.187234605,0.024477706
CAM62,1750,0.098284384,0,0,0.108567145,0,0,0.49311996,0.268021975,0.032006539
CAM63,1750,0.118833135,0,0.022105342,0.154748843,0.019888006,0,0.409260503,0.267357043,0.007807129
CAM64,1750,0,0,0.026775898,0.059698613,0,0,0.485286617,0.260737246,0.167501625
CAM65,1750,0.008563262,0.000736726,0.018667689,0.187063681,0.067550391,0,0.432885501,0.140126882,0.144405868
CAM66,1750,0.139519229,0.024612714,0.013105872,0.127823992,0.064286371,0,0.177067876,0.264746439,0.18883751
CAM67,1750,0.190914296,0.003154118,0,0.061042866,0.039673883,0,0.08336467,0.394110942,0.227739224
CAM68,1750,0.031883594,0,0,0.163670869,0.101730947,0,0.32852502,0.151931951,0.222257621
CAM69,1750,0.011320282,0,0,0.173387044,0.180779602,0,0.507884228,0.067150918,0.059477926
CAM70,1750,0.298205675,0.001943493,0,0.138074482,0.094275051,0,0.256597991,0.090240099,0.120663209
CAM71,1750,0.017844206,0,0,0.087766789,0.012550842,0,0.126662825,0.502799336,0.252376002
CAM72,1750,0.145768382,0,0,0.064190276,0.015250178,0,0.100871007,0.567995496,0.105924662
CAM73,1750,0,0,0.0462065,0.3626554,0.021783721,0,0.447513564,0.008448576,0.113392238
CAM74,1750,0,0,0.116430845,0.304434044,0.072494006,0,0.325998072,0.166381389,0.014261646
CAM1,1750,0.192720073,0,0.022650686,0.02807165,0.036753379,0,0.321215929,0.398588279,0
CAM2,1750,0.058487844,0,0.053346405,0.02178911,0.022606616,0,0.130101891,0.683907319,0.029760812
CAM3,1750,0.057269296,0,0.035277372,0.006083046,0.013413534,0,0.143309205,0.717547771,0.027099776
CAM4,1750,0.041173786,0,0.030954277,0.008257399,0.013405166,0,0.152874085,0.72623551,0.027099776
CAM5,1750,0.020529095,0,0.063738692,0.035824285,0.065766357,0,0.360716793,0.428527807,0.024896967
CAM6,1750,0.195523782,0,0.031262658,0.063322416,0.12202135,0,0.541715723,0.030377241,0.015776829
CAM7,1750,0.004484858,0,0.035385308,0.02513281,0.043012468,0,0.412482711,0.421128345,0.058373501
CAM8,1750,0.014049501,0,0.04934221,0.055382711,0.046773555,0,0.309351514,0.494846162,0.030254345
CAM9,1750,0.138212698,0,0.047643459,0.020300587,0.011217448,0,0.458154977,0.284725752,0.039745082
CAM10,1750,0.087834447,0,0.028722182,0.010105295,0.01478784,0,0.532511247,0.269243184,0.056795808
CAM11,1750,0.016803736,0,0.032742562,0.014019739,0.038276426,0,0.580149362,0.284123526,0.033884649
CAM12,1750,0,0,0.028168459,0.003202899,0.028081016,0,0.43528238,0.457283053,0.047982194
CAM13,1750,0.051149875,0,0.111182231,0.049949993,0.101434471,0,0.519671064,0.111373207,0.055239151
CAM14,1750,0.01253037,0,0.093181523,0.125915571,0.096123647,0,0.331580421,0.312607238,0.028061229
CAM15,1750,0.009242471,0,0.097528354,0.066692245,0.051515764,0,0.596204569,0.143338979,0.035477617
CAM16,1750,0.268972535,0,0.058112781,0.01567944,0.081226201,0,0.260849639,0.3151594,0
CAM17,1750,0.029647332,0,0.123170581,0.257095145,0.136861714,0,0.264142889,0.141989143,0.047093197
CAM18,1750,0.019696167,0,0.120812305,0.022727246,0.171878566,0,0.256659124,0.372837142,0.035389452
CAM19,1750,0,0,0.091522953,0.030964097,0.213184716,0,0.621164348,0.042505939,0.000657944
CAM20,1750,0,0,0.158027832,0.120902353,0.134567895,0,0.311943817,0.060440139,0.214117965
CAM21,1750,0.022207622,0,0,0.040019844,0.018065169,0,0.318887612,0.592202221,0.008617532
CAM22,1750,0.078226207,0,0.032304086,0.047334097,0.004125356,0,0.100040098,0.736992129,0.000978026
CAM23,1750,0.002719067,0,0.001246465,0.060365116,0,0,0.102746344,0.780334637,0.052588371
CAM24,1750,0.019387078,0,0,0.127387963,0.074118121,0,0.2039071,0.557185792,0.018013946
CAM25,1750,0.00264992,0,0,0.112054038,0.035168633,0,0.139822117,0.688924548,0.021380743
CAM26,1750,0.244803873,0,0.037164673,0.01657631,0.045147132,0,0.34409418,0.302994513,0.00921932
CAM27,1750,0.19829784,0,0.034638225,0.001875315,0,0,0.521234985,0.209855386,0.034098248
CAM28,1750,0.721326083,0,0,0.012611624,0.025617553,0,0.13656416,0.103880579,0
CAM29,1750,0.419758134,0,0.029528953,0.004680075,0.063732725,0,0.281524968,0.18456861,0.016206535
CAM30,1750,0.15540904,0,0.040092127,0.042025545,0.058480411,0,0.429303589,0.220404383,0.054284907
CAM31,1750,0.164876314,0,0.026184737,0.019381803,0.049165463,0,0.101872729,0.615881297,0.022637659
CAM32,1750,0.111291631,0,0.037935609,0.045738795,0.051398249,0,0.132171367,0.590768741,0.03069561
CAM33,1750,0.086981608,0,0,0.005929632,0.075950091,0,0.47470386,0.347899401,0.008535408
CAM35,1750,0.045647734,0,0.03359095,0.011832561,0.039232186,0,0.232948429,0.627462621,0.009285519
CAM34,1750,0.102247239,0,0.04687282,0.039481079,0.033593441,0,0.272974961,0.462304458,0.042526002
CAM36,1750,0.159745772,0,0.04110606,0.039641473,0.019926704,0,0.286241587,0.426287168,0.027051236
CAM37,1750,0.102265807,0,0.0462286,0.025977853,0.019317163,0,0.363677201,0.415907305,0.026626071
CAM38,1750,0.044247307,0,0.026715368,0.00722004,0.006673356,0,0.105468024,0.758992862,0.050683043
CAM39,1750,0.008877574,0,0.030635971,0.075540285,0.013535374,0,0.239149003,0.590247376,0.042014417
CAM40,1750,0,0,0,0.029239444,0.01704705,0,0.03083139,0.916767004,0.006115111
CAM41,1750,0.02212043,0,0.12728533,0.066038986,0.08321651,0,0.433162754,0.262959123,0.005216864
CAM42,1750,0.010357895,0,0.08285137,0.058600832,0.054946854,0,0.592291777,0.178811598,0.022139676
CAM43,1750,0,0,0.00358709,0.181322228,0.053402971,0,0.272192503,0.452395034,0.037100174
CAM44,1750,0,0,0,0.186402592,0.054457025,0,0.314309226,0.407730983,0.037100174
CAM45,1750,0.011810675,0,0.030415656,0.129627664,0.005427708,0,0.069764824,0.751710509,0.001242965
CAM46,1750,0.001436555,0,0.009561837,0.079855576,0.042768375,0,0.375520103,0.205706287,0.285151264
CAM47,1750,0.004075685,0,0,0.104442581,0.0104573,0,0.584092822,0.288736724,0.008194888
CAM48,1750,0,0,0,0.044281502,0,0,0.612542144,0.300022003,0.043154352
CAM49,1750,0.094871738,0,0,0.1225448,0.022595869,0,0.402332555,0.165455598,0.192199439
CAM50,1750,0.051770025,0,0,0.16536836,0,0,0.358961918,0.2803186,0.143581097
CAM51,1750,0,0,0.070972413,0.075711603,8.53E-05,0,0.391312657,0.432622294,0.029295771
CAM52,1750,0.000214423,0,0,0.028316687,0,0,0.407699332,0.539600354,0.024169205
CAM53,1750,0,0,0,0.076541236,0.008568058,0,0.510413984,0.363585149,0.040891574
CAM54,1750,0.004367598,0,0,0.004482277,0.023170826,0,0.566632916,0.387246749,0.014099634
CAM55,1750,0,0,0,0.039824957,0.004418398,0,0.235974355,0.658069477,0.061712812
CAM75,1750,0.176289739,0,0.013901661,0.166111547,0.118760741,0,0.223223347,0.278321007,0.02339196
CAM76,1750,0,0,0.037139756,0.22731556,0.048669387,0,0.391081152,0.262846473,0.032947673
CAM77,1750,0,0,0.04129122,0.428579252,0.055321591,0,0.404386731,0.052327421,0.018093788
CAM78,1750,0.026483685,0,0.026090872,0.017558696,0.003053575,0,0.711658865,0.210113809,0.0050405
CAM79,1750,0,0,0.0128137,0.177057038,0.067104778,0,0.37149614,0.330069179,0.041459164
CAM80,1750,0.159077914,0,0,0.073773205,0.104470245,0,0.538327781,0.117065372,0.007285482
CAM81,1750,0.1584138,0,0,0.03765795,0.108640848,0,0.579599905,0.108111294,0.007576203
CAM82,1750,0.022705928,0,0.001883725,0.129073997,0.075629082,0,0.705710683,0.061547026,0.003449559
CAM83,1750,0,0,0,0.186857339,0.023559992,0,0.345726846,0.420286504,0.023569318
CAM86,1750,0.004873503,0,0.017021182,0.017483663,0.056948832,0,0.761126583,0.124569404,0.017976835
CAM87,1750,0.001547271,0,0.040548048,0.010648478,0.040212506,0,0.767027896,0.116682534,0.023333269
CAM88,1750,0.005156896,0,0.028425549,0.112066735,0.00646765,0,0.663345608,0.165780184,0.01875738
CAM89,1750,0.01575468,0,0.016206656,0.013742188,0.045117136,0,0.360319104,0.463267745,0.085592492
CAM90,1750,0.001655004,0,0.032580463,0.770006355,0.032141158,0,0.034725124,0.113039329,0.015852568
CAM91,1750,0,0,0.034699236,0.066968788,0,0,0.124921389,0.722363498,0.051047088
CAM92,1750,0,0,0.013795542,0.666805244,0.016618616,0,0.082677732,0.178147152,0.041955714
CAM93,1750,0,0,0.017621729,0.72775839,0,0,0.145083134,0.105396714,0.004140026
CAM94,1750,0,0,0.027477394,0.394464,0,0,0.226102577,0.319557649,0.032398376
CAM95,1750,0,0,0.069449165,0.397711586,0,0,0.297294681,0.228183976,0.007360593
CAM96,1750,0.007160385,0,0.0530357,0.045274874,0.034303835,0,0.54881944,0.255286768,0.056118997
CAM97,1750,0.051890961,0,0.038595558,0.106304627,0.083372122,0,0.39735297,0.271237927,0.051245833
CAM98,1750,0.10697613,0,0.049344232,0.122864429,0.012497888,0,0.066529529,0.607440211,0.034347578
CAM99,1750,0.099180603,0,0.038504034,0.343942021,0.053150643,0,0.145782949,0.285273599,0.034166152
CAM100,1750,0.025645259,0,0.016533616,0.132710121,0.074649148,0,0.350458036,0.380021126,0.019982694
CAM26 B,1750,0.293740677,0,0.03665971,0.018220029,0.071069073,0,0.258308205,0.305823071,0.016179236
CAM85,1750,0,0,0.037798508,0,0.040691044,0,0.058738968,0.831522835,0.031248645
CAM56,2000,0,0,0.030324747,0.137155094,0.001757703,0,0.703868436,0.096100265,0.030793757
CAM57,2000,0.008860614,0,0.021918265,0.202899145,0.001757703,0,0.467461497,0.260115777,0.036987005
CAM58,2000,0.007993509,0,0,0.196657997,0,0,0.589463219,0.197682542,0.008202733
CAM59,2000,0.008860614,0,0.020174089,0.246598413,0.001061148,0,0.410200321,0.307798831,0.005306586
CAM60,2000,0.008860614,0,0.016680869,0.292372953,0,0,0.387782033,0.288902572,0.005400961
CAM61,2000,0.012219397,0,0,0.156045902,0,0,0.627399523,0.180178901,0.024156279
CAM62,2000,0.106360618,0,0,0.110534036,0,0,0.469614138,0.288986205,0.024505007
CAM63,2000,0.125487685,0,0.020225384,0.148529001,0.015226755,0,0.424127841,0.249042595,0.017360739
CAM64,2000,0,0,0.026762832,0.054154966,0,0,0.469715639,0.30213444,0.147232122
CAM65,2000,0.018262896,0.008628929,0.017890405,0.195920917,0.053047694,0,0.430769607,0.148761118,0.126718436
CAM66,2000,0.124190957,0.030411049,0.013066098,0.129590723,0.074911032,0,0.181486059,0.26816005,0.178184035
CAM67,2000,0.178239707,0.002414871,0,0.069527317,0.039156919,0,0.11174212,0.38619782,0.212721246
CAM68,2000,0.040410268,0,0,0.149329619,0.090590034,0,0.354840958,0.133106108,0.231723013
CAM69,2000,0.04260296,0,0,0.145264861,0.144024009,0,0.522462081,0.07380422,0.07184187
CAM70,2000,0.283680025,0.002414871,0,0.135497794,0.087433257,0,0.24674841,0.101068731,0.143156911
CAM71,2000,0.056972553,0,0,0.094795271,0.021047421,0,0.114774848,0.475043515,0.237366392
CAM72,2000,0.121659523,0,0,0.093764344,0.018481298,0,0.115058021,0.543620139,0.107416675
CAM73,2000,0,0,0.056088015,0.346541443,0.023579755,0,0.440220691,0.010781224,0.122788868
CAM74,2000,0,0,0.110427539,0.289044528,0.085180617,0,0.316321818,0.184204823,0.014820674
CAM1,2000,0.212310545,0,0.033686813,0.029054282,0.044887105,0,0.322464418,0.357596835,0
CAM2,2000,0.066645144,0,0.052044396,0.03165572,0.023780526,0,0.129041089,0.66656997,0.030263153
CAM3,2000,0.050477721,0,0.034334909,0.00971549,0.012257382,0,0.139856758,0.73260947,0.020748266
CAM4,2000,0.046631291,0,0.025209552,0.01280412,0.019127174,0,0.138878924,0.734280399,0.023068539
CAM5,2000,0.021896996,0,0.065011284,0.040846705,0.0577474,0,0.356454381,0.419870045,0.038173187
CAM6,2000,0.179354491,0,0.027760409,0.064118758,0.104915476,0,0.544039029,0.060841516,0.018970321
CAM7,2000,0.017578601,0,0.029662947,0.021429097,0.052306865,0,0.41453233,0.411980875,0.052509286
CAM8,2000,0.01370538,0,0.048748357,0.050043324,0.054593332,0,0.313529451,0.480014182,0.039365977
CAM9,2000,0.113220902,0,0.045012211,0.021384415,0.01004033,0,0.490462686,0.2822704,0.037609057
CAM10,2000,0.095343085,0,0.028371389,0.015530025,0.019361709,0,0.508051041,0.279814457,0.053528297
CAM11,2000,0.022357258,0,0.02940717,0.011627037,0.039093858,0,0.596402684,0.268558204,0.032553789
CAM12,2000,0,0,0.024348241,0.002452219,0.0254261,0,0.425138462,0.469025815,0.053609164
CAM13,2000,0.054471024,0,0.121524325,0.050438849,0.125255534,0,0.452307574,0.153312449,0.04269024
CAM14,2000,0.021628959,0,0.090165077,0.133674558,0.093048714,0,0.353476592,0.275812129,0.032193971
CAM15,2000,0.018763011,0,0.100970698,0.058007071,0.052595112,0,0.594132272,0.146028364,0.029503465
CAM16,2000,0.255925289,0,0.063968799,0.025559295,0.084941372,0,0.259561828,0.310043414,0
CAM17,2000,0.036034285,0,0.109004732,0.229764804,0.15644373,0,0.252135158,0.150360617,0.066256672
CAM18,2000,0.015096208,0,0.111300704,0.025052989,0.152464821,0,0.262900878,0.386785482,0.046398918
CAM19,2000,0.000234876,0,0.097002877,0.038233848,0.203927081,0,0.608428922,0.046949691,0.005222702
CAM20,2000,0.01119239,0,0.157916065,0.119569012,0.13500198,0,0.325672669,0.061490475,0.189157412
CAM21,2000,0.029556906,0,0,0.034739635,0.027893381,0,0.327875138,0.573337141,0.006597798
CAM22,2000,0.079851626,0,0.027795671,0.051105893,0.003158476,0,0.098358339,0.730094551,0.009635445
CAM23,2000,0.002512595,0,0.011460324,0.063698646,0.007901791,0,0.11899383,0.7336091,0.061823714
CAM24,2000,0.027631988,0,0,0.126609534,0.068484908,0,0.183145238,0.570336496,0.023791836
CAM25,2000,0.018815135,0,0,0.110479815,0.035098851,0,0.152531392,0.660839528,0.022235278
CAM26,2000,0.244772938,0,0.033362567,0.023953289,0.052423354,0,0.322384936,0.305144691,0.017958225
CAM27,2000,0.209162015,0,0.030150315,0.00529024,0,0,0.524196462,0.195879135,0.035321833
CAM28,2000,0.717936678,0,0,0.009692309,0.047890245,0,0.142859871,0.081620897,0
CAM29,2000,0.431454384,0,0.026832442,0.016080888,0.06040406,0,0.26748131,0.18209102,0.015655896
CAM30,2000,0.174984806,0,0.037149873,0.033832365,0.072099421,0,0.407045957,0.226213896,0.048673682
CAM31,2000,0.141048921,0,0.026847778,0.02078279,0.043061081,0,0.09713159,0.644870366,0.026257475
CAM32,2000,0.089962711,0,0.03620129,0.044622785,0.043543337,0,0.144636593,0.59940117,0.041632114
CAM33,2000,0.067210063,0,0,0.019976153,0.06501931,0,0.512187299,0.324917946,0.010689229
CAM35,2000,0.044389353,0,0.028825362,0.009059305,0.03516817,0,0.240511476,0.632098453,0.009947881
CAM34,2000,0.09906966,0,0.040751258,0.034395931,0.02927592,0,0.235175848,0.514413901,0.046917482
CAM36,2000,0.153758442,0,0.035813502,0.030350503,0.015256383,0,0.272550139,0.469159957,0.023111074
CAM37,2000,0.103557266,0,0.039679974,0.026152317,0.015256383,0,0.357411188,0.429314938,0.028627934
CAM38,2000,0.039429265,0,0.023063612,0.01686083,0.005109288,0,0.142395643,0.733782904,0.039358458
CAM39,2000,0.006796892,0,0.027674551,0.063227108,0.010363021,0,0.243137148,0.612077615,0.036723665
CAM40,2000,0.002154266,0,0,0.02478175,0.015209274,0,0.035581731,0.908718958,0.013554021
CAM41,2000,0.016935954,0,0.11676367,0.072237577,0.07206358,0,0.461242315,0.252323259,0.008433641
CAM42,2000,0.007930264,0,0.080622333,0.048826133,0.065957807,0,0.594106283,0.183068345,0.019488835
CAM43,2000,0,0,0.004569848,0.178211567,0.044182562,0,0.312447316,0.432183887,0.028404821
CAM44,2000,0,0,0.002686035,0.19847568,0.073741948,0,0.298804713,0.387125689,0.039165936
CAM45,2000,0.009042548,0,0.024743041,0.133123772,0.005605656,0,0.061358433,0.742572584,0.023553966
CAM46,2000,0.001099862,0,0.008258596,0.084521678,0.032882061,0,0.360699797,0.240530952,0.272007051
CAM47,2000,0.003120447,0,0.000921023,0.117682259,0.00800637,0,0.560265193,0.2877385,0.022266207
CAM48,2000,0.002271427,0,0,0.053991985,0.003562545,0,0.601604845,0.276558088,0.062011109
CAM49,2000,0.089287696,0,0,0.116258791,0.036849466,0,0.414492133,0.152222536,0.190889378
CAM50,2000,0.046343203,0,0,0.15619278,0,0,0.387395299,0.275082466,0.134986252
CAM51,2000,2.71E-05,0,0.061650989,0.076341427,0.001739664,0,0.392845249,0.440531408,0.026864129
CAM52,2000,0.002196984,0,0,0.040364558,0.000268153,0,0.421643701,0.51602248,0.019504125
CAM53,2000,0,0,0.007476286,0.078359023,0.006559919,0,0.506124832,0.356365599,0.045114337
CAM54,2000,0.003343942,0,0,0.009881394,0.017740164,0,0.600731854,0.356048875,0.012253772
CAM55,2000,0.000213511,0,0,0.056358947,0.008667472,0,0.275831519,0.609631666,0.049296886
CAM75,2000,0.212044501,0,0.012287973,0.14610813,0.101083812,0,0.241037438,0.256571708,0.03086644
CAM76,2000,0,0,0.035426077,0.233968138,0.055382103,0,0.377003163,0.266836675,0.031383844
CAM77,2000,0,0,0.036117742,0.38848722,0.053788643,0,0.420230274,0.087523066,0.013853057
CAM78,2000,0.020793046,0,0.022929859,0.019160624,0.006366127,0,0.682391905,0.240450434,0.007908009
CAM79,2000,0.001950878,0,0.011432686,0.1873866,0.059477752,0,0.415111626,0.287302128,0.037338331
CAM80,2000,0.189612918,0,0,0.074292673,0.095564954,0,0.531717382,0.103011543,0.00580053
CAM81,2000,0.190729608,0,0,0.049236986,0.085491833,0,0.566821885,0.101919157,0.00580053
CAM82,2000,0.018115768,0,0.002630651,0.169484006,0.069572371,0,0.65967792,0.072298936,0.008220349
CAM83,2000,0,0,0,0.184327332,0.031293272,0,0.349780918,0.413341552,0.021256927
CAM86,2000,0.006183673,0,0.018838611,0.013385929,0.05060406,0,0.703194338,0.171064431,0.036728964
CAM87,2000,0.00374733,0,0.038012123,0.008152741,0.036251558,0,0.756490203,0.139481511,0.017864534
CAM88,2000,0.003948248,0,0.027329295,0.114261512,0.012202503,0,0.625052117,0.189951343,0.027254983
CAM89,2000,0.017098532,0,0.013823876,0.015060941,0.036277209,0,0.359441739,0.468625417,0.089672287
CAM90,2000,0.001267475,0,0.028734076,0.701868178,0.030471577,0,0.044870023,0.180651549,0.012137122
CAM91,2000,0,0,0.043694715,0.057389146,0.000943516,0,0.175699556,0.655333951,0.066939116
CAM92,2000,0,0,0.012465708,0.645885286,0.021213355,0,0.086143351,0.198764874,0.035527426
CAM93,2000,0,0,0.027587451,0.720684935,0,0,0.139861081,0.104140523,0.007726009
CAM94,2000,0,0,0.034462726,0.37758975,0,0,0.238054862,0.30917392,0.040718744
CAM95,2000,0,0,0.061060176,0.391641858,0,0,0.278280136,0.263382376,0.005635454
CAM96,2000,0.005482169,0,0.048300478,0.047949668,0.031267743,0,0.523535593,0.280457913,0.063006434
CAM97,2000,0.046043752,0,0.041072831,0.108331824,0.071233809,0,0.407744069,0.276896,0.048677712
CAM98,2000,0.087999478,0,0.057537406,0.153425382,0.011989684,0,0.060958283,0.6017924,0.026297364
CAM99,2000,0.087616195,0,0.033551033,0.315495824,0.061840548,0,0.16850255,0.295975671,0.03701818
CAM100,2000,0.029621828,0,0.017347788,0.124684248,0.063059456,0,0.338974217,0.396174273,0.030138191
CAM26 B,2000,0.284286935,0,0.03305247,0.021541034,0.079834739,0,0.286100498,0.276811546,0.018372779
CAM85,2000,0.001651655,0,0.034490691,0,0.035097412,0,0.064366336,0.827103429,0.03729048
CAM56,2250,0,0,0.027207752,0.176047563,0.001388802,0,0.64211247,0.125419624,0.02782379
CAM57,2250,0.007000979,0,0.019875317,0.205220363,0.001388802,0,0.490989425,0.246300819,0.0292243
CAM58,2250,0.007416189,0,0,0.206475201,0.000179878,0,0.56976744,0.208222121,0.007939171
CAM59,2250,0.007000979,0,0.01893639,0.232421993,0.001388802,0,0.443059232,0.28110722,0.016085387
CAM60,2250,0.007000979,0,0.015973862,0.264180218,0,0,0.430959494,0.277618024,0.004267426
CAM61,2250,0.011866818,0,0,0.165863707,0,0,0.624634073,0.178001563,0.019633841
CAM62,2250,0.109002993,0,0,0.101863683,0,0,0.456645361,0.311700365,0.020787602
CAM63,2250,0.115537587,0,0.018450592,0.141579379,0.012031016,0,0.445079085,0.247960361,0.019361981
CAM64,2250,0.002088088,0,0.02584762,0.048471487,0.002715196,0,0.447825532,0.322538015,0.150514061
CAM65,2250,0.031789231,0.010126238,0.018570515,0.190058586,0.052393979,0,0.428615127,0.150567724,0.117878599
CAM66,2250,0.09926878,0.030462042,0.019046469,0.138823943,0.081985087,0,0.193633627,0.261202776,0.175577279
CAM67,2250,0.172591694,0.002670795,0,0.085951348,0.039146119,0,0.133027649,0.387246213,0.179366182
CAM68,2250,0.055898101,0,0,0.133876152,0.084841275,0,0.380671987,0.119738255,0.224974231
CAM69,2250,0.085787307,0,0,0.123955632,0.124561115,0,0.521528029,0.070468309,0.073699607
CAM70,2250,0.278180278,0.001908047,0,0.122790228,0.09240401,0,0.234159816,0.128774462,0.141783159
CAM71,2250,0.10150508,0,0,0.098802562,0.021971942,0,0.110626837,0.445261512,0.221832068
CAM72,2250,0.097603427,0,0,0.117543478,0.021222965,0,0.139614876,0.513831292,0.110183964
CAM73,2250,0,0,0.056158413,0.317142466,0.037952485,0,0.446602745,0.027391261,0.114752627
CAM74,2250,0,0,0.100040609,0.258915409,0.098792481,0,0.324798024,0.194530025,0.022923455
CAM1,2250,0.227050058,0,0.036507591,0.026441269,0.041843056,0,0.334127473,0.333636288,0.000394263
CAM2,2250,0.084865884,0,0.04559629,0.032585611,0.023201761,0,0.123236965,0.662548062,0.027965425
CAM3,2250,0.049519459,0,0.035173955,0.024026645,0.018885747,0,0.1238448,0.728801497,0.019747896
CAM4,2250,0.062895083,0,0.02104183,0.017289524,0.023562938,0,0.133309989,0.711936901,0.029963735
CAM5,2250,0.020677633,0.000282771,0.066792342,0.038800869,0.053080326,0,0.374723115,0.40711878,0.038524165
CAM6,2250,0.173011505,0,0.024883992,0.067596406,0.097175759,0,0.504681013,0.109813439,0.022837886
CAM7,2250,0.027809839,0,0.026096965,0.0252184,0.060358327,0,0.412838039,0.397948538,0.049729894
CAM8,2250,0.010905331,0,0.049453012,0.048206084,0.055604126,0,0.346515012,0.443675953,0.045640483
CAM9,2250,0.09499083,0,0.041089227,0.017517884,0.010254566,0,0.490323554,0.297728213,0.048095727
CAM10,2250,0.095262777,0,0.028817792,0.028939346,0.015298306,0,0.478492494,0.305377913,0.047811372
CAM11,2250,0.025835585,0,0.029821944,0.02214284,0.040712327,0,0.59787282,0.25699789,0.026616595
CAM12,2250,0,0,0.021611053,0.002456947,0.027254642,0,0.398497013,0.495228277,0.054952069
CAM13,2250,0.047450617,0,0.119642937,0.057900978,0.137533796,0,0.398440826,0.205287823,0.033743023
CAM14,2250,0.026673973,0,0.091288524,0.145254184,0.094246229,0,0.368855612,0.246943932,0.026737548
CAM15,2250,0.035390277,0,0.096596893,0.061089589,0.054746344,0,0.563031402,0.164584187,0.024561308
CAM16,2250,0.240862579,0,0.069646264,0.026577212,0.084672322,0,0.262473827,0.314091424,0.00167637
CAM17,2250,0.056900877,0,0.108869994,0.207962378,0.161600898,0,0.250082881,0.15937766,0.055205313
CAM18,2250,0.014560679,0,0.100846344,0.028792898,0.139296316,0,0.283069537,0.391060359,0.042373868
CAM19,2250,0.006191434,0,0.099765601,0.0401902,0.227995166,0,0.557278284,0.042616628,0.025962685
CAM20,2250,0.028182158,0,0.157380674,0.120834846,0.129910021,0,0.327399506,0.073483659,0.162809133
CAM21,2250,0.031634589,0,0,0.03079161,0.031324809,0,0.353825925,0.547209991,0.005213075
CAM22,2250,0.072459988,0,0.024149105,0.050931214,0.002495586,0,0.092531228,0.737227332,0.020205547
CAM23,2250,0.00198526,0,0.014030799,0.0613259,0.010824322,0,0.119960776,0.727851314,0.064021628
CAM24,2250,0.029765649,0,0,0.121171742,0.066399502,0,0.180480713,0.571867594,0.0303148
CAM25,2250,0.030571185,0,0,0.121225207,0.03670386,0,0.142867265,0.645422969,0.023209514
CAM26,2250,0.246306183,0,0.029583071,0.034771035,0.061504096,0,0.313389091,0.292615517,0.021831008
CAM27,2250,0.229911361,0,0.027007785,0.007188283,0.000894957,0,0.515084216,0.187292939,0.032620459
CAM28,2250,0.703508026,0,0,0.009882428,0.050704607,0,0.152943662,0.081195677,0.001765601
CAM29,2250,0.441098617,0,0.02477242,0.023944128,0.052211436,0,0.278499686,0.164801263,0.01467245
CAM30,2250,0.191266181,0,0.034161108,0.029920996,0.078664091,0,0.382782368,0.240205055,0.043000202
CAM31,2250,0.120531911,0,0.031385376,0.018317776,0.037931016,0,0.111051572,0.658087815,0.022694536
CAM32,2250,0.07651765,0,0.046906929,0.044126748,0.038218201,0,0.147355656,0.606989477,0.03988534
CAM33,2250,0.053104247,0,0,0.026093802,0.057053303,0,0.585161951,0.265741457,0.01284524
CAM35,2250,0.042547402,0,0.02589494,0.007174336,0.032191659,0,0.248003541,0.63324396,0.01094416
